# GENERATED by scripts/build_relief_paint_csv.py from docs/evidence/vanilla_paint_vs_relief.csv -- do not hand-edit
ck3_terrain,slope_bin,curvature_bin,elevation_bin,n,category_rank,category_shares,top_material,top_share
taiga,high,valley,mid,6953,forest;rock;snow;other;soil;grass,forest=78.84;rock=15.04;snow=4.08;other=1.55;soil=0.43;grass=0.04,forest_pine_01,67.29
taiga,high,valley,high,11989,forest;rock;snow;other;soil,forest=82.34;rock=8.99;snow=5.71;other=2.95;soil=0.01,forest_pine_01,66.69
terraced_hills,low,ridge,low,186,soil;forest;grass;rock;snow,soil=48.92;forest=21.51;grass=17.2;rock=11.29;snow=1.08,farm_paddy_01,47.85
terraced_hills,low,ridge,mid,682,soil;grass;rock;snow;forest;other,soil=56.45;grass=24.34;rock=7.77;snow=6.6;forest=4.55;other=0.29,farm_paddy_01,56.16
terraced_hills,low,ridge,high,951,soil;grass;rock;forest;snow,soil=69.19;grass=17.98;rock=11.88;forest=0.84;snow=0.11,farm_paddy_01,51.21
terraced_hills,low,flat,low,115,soil;rock;grass;forest,soil=43.48;rock=40.0;grass=15.65;forest=0.87,farm_paddy_01,43.48
terraced_hills,low,flat,mid,1253,grass;soil;rock;other,grass=52.04;soil=47.65;rock=0.24;other=0.08,farm_paddy_01,47.41
terraced_hills,low,flat,high,208,soil;other,soil=98.56;other=1.44,farm_paddy_01,98.56
terraced_hills,low,valley,low,763,soil;rock;forest;grass;snow,soil=54.13;rock=25.43;forest=9.96;grass=9.17;snow=1.31,farm_paddy_01,50.33
terraced_hills,low,valley,mid,966,soil;grass;forest;rock;snow,soil=77.64;grass=19.77;forest=2.38;rock=0.1;snow=0.1,farm_paddy_01,77.64
terraced_hills,low,valley,high,96,soil;snow;rock,soil=76.04;snow=19.79;rock=4.17,farm_paddy_01,76.04
terraced_hills,mid,ridge,low,790,soil;grass;rock;forest;snow,soil=64.68;grass=21.9;rock=10.38;forest=2.91;snow=0.13,farm_paddy_01,59.24
terraced_hills,mid,ridge,mid,3238,soil;grass;forest;rock;snow;other,soil=66.15;grass=16.21;forest=8.68;rock=8.68;snow=0.15;other=0.12,farm_paddy_01,63.56
terraced_hills,mid,ridge,high,5606,soil;grass;rock;forest;other;snow,soil=63.33;grass=17.0;rock=11.26;forest=5.89;other=1.53;snow=1.0,farm_paddy_01,54.62
terraced_hills,mid,flat,low,609,soil;grass;rock;forest;snow,soil=61.58;grass=19.05;rock=14.61;forest=3.78;snow=0.99,farm_paddy_01,58.95
terraced_hills,mid,flat,mid,2310,soil;grass;rock;forest;other,soil=78.83;grass=12.81;rock=4.46;forest=2.94;other=0.95,farm_paddy_01,76.36
terraced_hills,mid,flat,high,650,soil;rock;forest;grass,soil=74.31;rock=24.0;forest=1.08;grass=0.62,farm_paddy_01,68.0
terraced_hills,mid,valley,low,2261,soil;forest;rock;snow;grass;other,soil=56.61;forest=13.93;rock=13.62;snow=7.74;grass=7.25;other=0.84,farm_paddy_01,55.51
terraced_hills,mid,valley,mid,2518,soil;grass;rock;forest;snow;other,soil=62.03;grass=24.11;rock=9.05;forest=3.34;snow=1.35;other=0.12,farm_paddy_01,61.8
terraced_hills,mid,valley,high,510,soil;rock;snow;other;forest;grass,soil=74.71;rock=12.55;snow=9.22;other=2.35;forest=0.78;grass=0.39,farm_paddy_01,74.71
terraced_hills,high,ridge,low,3925,soil;grass;rock;forest;snow;other,soil=53.04;grass=18.96;rock=11.62;forest=11.44;snow=4.64;other=0.31,farm_paddy_01,47.31
terraced_hills,high,ridge,mid,5909,soil;rock;grass;forest;snow;other,soil=64.7;rock=14.98;grass=10.27;forest=6.87;snow=1.98;other=1.2,farm_paddy_01,51.45
terraced_hills,high,ridge,high,10519,soil;grass;rock;forest;snow;other,soil=60.54;grass=21.34;rock=12.3;forest=4.48;snow=0.79;other=0.55,farm_paddy_01,47.09
terraced_hills,high,flat,low,2433,soil;grass;forest;snow;rock;other,soil=65.52;grass=16.89;forest=6.17;snow=6.12;rock=5.18;other=0.12,farm_paddy_01,64.86
terraced_hills,high,flat,mid,2091,soil;forest;rock;grass;snow;other,soil=58.06;forest=12.91;rock=11.43;grass=8.51;snow=5.6;other=3.49,farm_paddy_01,52.61
terraced_hills,high,flat,high,1633,soil;rock;forest;grass;snow;other,soil=51.87;rock=19.17;forest=9.86;grass=8.27;snow=8.08;other=2.76,farm_paddy_01,42.44
terraced_hills,high,valley,low,16657,soil;grass;rock;forest;snow;other,soil=69.3;grass=10.12;rock=7.76;forest=6.32;snow=3.72;other=2.79,farm_paddy_01,68.88
terraced_hills,high,valley,mid,7238,soil;snow;rock;other;forest;grass,soil=63.17;snow=11.73;rock=9.16;other=6.16;forest=5.71;grass=4.08,farm_paddy_01,61.51
terraced_hills,high,valley,high,2080,soil;rock;grass;snow;forest;other,soil=52.12;rock=17.45;grass=11.54;snow=9.09;forest=7.4;other=2.4,farm_paddy_01,48.56
wetlands,low,ridge,low,1302,other;grass;rock;snow;forest;soil,other=51.46;grass=22.96;rock=9.22;snow=7.83;forest=7.37;soil=1.15,oasis,40.94
wetlands,low,ridge,mid,7431,other;forest;grass;soil;snow;rock,other=71.69;forest=15.69;grass=7.08;soil=2.5;snow=1.74;rock=1.31,oasis,60.77
wetlands,low,ridge,high,6842,other;forest;grass;rock;soil;snow,other=61.36;forest=18.94;grass=8.65;rock=4.98;soil=3.39;snow=2.67,oasis,48.96
wetlands,low,flat,low,11065,other;grass;forest;rock;snow;soil,other=63.62;grass=15.68;forest=9.06;rock=5.33;snow=5.3;soil=1.02,oasis,46.43
wetlands,low,flat,mid,20706,other;forest;grass;rock;snow;soil,other=66.84;forest=16.97;grass=5.85;rock=4.9;snow=2.89;soil=2.54,oasis,59.6
wetlands,low,flat,high,5853,other;forest;rock;grass;snow;soil,other=61.37;forest=19.37;rock=7.36;grass=6.2;snow=4.56;soil=1.13,oasis,44.32
wetlands,low,valley,low,18681,other;grass;forest;rock;snow;soil,other=64.53;grass=13.13;forest=9.72;rock=6.25;snow=5.4;soil=0.98,oasis,49.84
wetlands,low,valley,mid,8889,other;forest;rock;grass;snow;soil,other=66.73;forest=16.31;rock=9.24;grass=5.79;snow=1.51;soil=0.42,oasis,54.72
wetlands,low,valley,high,1678,other;rock;forest;grass;snow;soil,other=76.04;rock=11.98;forest=6.97;grass=3.52;snow=1.37;soil=0.12,oasis,57.39
wetlands,mid,ridge,low,5509,other;grass;forest;snow;rock;soil,other=41.13;grass=39.28;forest=7.12;snow=6.97;rock=3.67;soil=1.83,oasis,34.65
wetlands,mid,ridge,mid,18634,other;grass;forest;rock;soil;snow,other=48.26;grass=23.46;forest=18.05;rock=5.74;soil=2.51;snow=2.0,oasis,40.26
wetlands,mid,ridge,high,28348,other;forest;grass;rock;snow;soil,other=49.38;forest=20.87;grass=16.47;rock=5.75;snow=4.16;soil=3.37,oasis,42.48
wetlands,mid,flat,low,7010,other;grass;forest;snow;rock;soil,other=46.18;grass=24.02;forest=15.39;snow=7.9;rock=5.32;soil=1.18,oasis,33.34
wetlands,mid,flat,mid,14583,other;forest;grass;rock;snow;soil,other=49.86;forest=24.15;grass=12.23;rock=7.95;snow=3.83;soil=1.97,oasis,39.79
wetlands,mid,flat,high,6725,other;forest;grass;snow;rock;soil,other=60.18;forest=19.26;grass=7.79;snow=7.11;rock=4.64;soil=1.03,oasis,42.69
wetlands,mid,valley,low,20771,other;grass;forest;snow;rock;soil,other=57.74;grass=16.9;forest=9.53;snow=7.99;rock=6.32;soil=1.52,oasis,45.05
wetlands,mid,valley,mid,8345,other;forest;rock;grass;snow;soil,other=61.91;forest=15.89;rock=8.12;grass=7.93;snow=5.19;soil=0.96,oasis,46.64
wetlands,mid,valley,high,3230,other;snow;forest;rock;grass;soil,other=72.45;snow=10.15;forest=9.78;rock=3.75;grass=3.47;soil=0.4,oasis,43.44
wetlands,high,ridge,low,5598,grass;other;rock;soil;forest;snow,grass=55.22;other=19.47;rock=10.24;soil=7.52;forest=4.39;snow=3.16,steppe_bushes,46.34
wetlands,high,ridge,mid,7552,other;grass;soil;rock;snow;forest,other=39.26;grass=22.31;soil=13.64;rock=9.12;snow=8.45;forest=7.22,oasis,33.17
wetlands,high,ridge,high,31887,other;snow;grass;forest;soil;rock,other=53.94;snow=12.8;grass=11.73;forest=10.7;soil=6.3;rock=4.53,oasis,46.08
wetlands,high,flat,low,3476,grass;other;rock;forest;soil;snow,grass=47.67;other=28.25;rock=10.24;forest=9.09;soil=2.68;snow=2.07,steppe_bushes,37.49
wetlands,high,flat,mid,5224,other;grass;forest;snow;rock;soil,other=50.63;grass=17.69;forest=12.9;snow=9.9;rock=5.26;soil=3.62,oasis,40.35
wetlands,high,flat,high,13064,other;snow;grass;rock;forest;soil,other=60.54;snow=16.2;grass=8.27;rock=7.14;forest=6.35;soil=1.5,oasis,38.96
wetlands,high,valley,low,19688,other;grass;rock;forest;snow;soil,other=40.4;grass=32.48;rock=9.04;forest=8.18;snow=7.88;soil=2.02,oasis,32.48
wetlands,high,valley,mid,7040,other;grass;rock;snow;forest;soil,other=46.35;grass=28.03;rock=13.92;snow=6.61;forest=3.91;soil=1.19,oasis,31.73
wetlands,high,valley,high,5985,other;rock;snow;grass;forest;soil,other=66.33;rock=10.73;snow=8.55;grass=8.17;forest=5.66;soil=0.55,oasis,38.53
