county,ck2_province,baronies,county_px,county_radius_px,distinct_slots,distinct_slots_inside_county,spread_all_slots_px,spread_inside_px,spread_inside_over_radius
c_jade_hills,634,3,5127,40.4,5,5,63.0,63.0,1.56
c_jahaka_bay,461,2,4699,38.7,7,4,104.5,43.0,1.113
c_jajam,1258,1,9476,54.9,5,4,75.7,73.5,1.338
c_jakadiri,2488,1,22042,83.8,3,3,23.8,23.8,0.284
c_jalanthar,473,2,3316,32.5,3,3,23.8,23.8,0.732
c_jamal,1561,1,7547,49.0,4,4,25.9,25.9,0.529
c_jaria,1385,1,35611,106.5,6,6,62.6,62.6,0.588
c_jarir,852,1,28403,95.1,7,7,63.0,63.0,0.662
c_jasan_pass,960,1,17860,75.4,6,5,62.6,41.4,0.55
c_jazayir_al_alfar,2168,1,1664,23.0,4,2,80.5,16.6,0.723
c_jelnesh,828,1,16437,72.3,5,5,62.6,62.6,0.866
c_jelvak,565,1,18028,75.8,5,5,69.8,69.8,0.921
c_jelvym,932,1,15060,69.2,5,5,91.0,91.0,1.314
c_jeradin,483,1,23703,86.9,5,5,62.6,62.6,0.721
c_jeranjah,1511,1,13478,65.5,4,3,76.1,32.9,0.502
c_jezarh_jadew,1618,1,971,17.6,4,1,54.6,0.0,0.0
c_jezarh_mah_alewd,2162,1,1020,18.0,5,4,21.6,21.6,1.201
c_jezarh_mar,1534,1,7435,48.6,4,3,39.8,36.8,0.756
c_jezarh_restakhaz,2164,1,1636,22.8,5,4,20.6,12.0,0.526
c_jezarh_shemshar,1619,1,9151,54.0,3,2,61.3,23.3,0.432
c_jhalhoran,681,2,9567,55.2,5,4,63.3,63.3,1.146
c_jhalolokati,1168,1,32463,101.7,5,5,141.7,141.7,1.394
c_jibal_al_taif,1459,1,10408,57.6,3,3,23.3,23.3,0.404
c_jinutt,1530,3,5462,41.7,5,4,44.2,44.2,1.06
c_jorhat_shan,825,1,18138,76.0,5,5,62.6,62.6,0.824
c_joums,408,2,6532,45.6,5,5,62.6,62.6,1.373
c_joya,1280,1,19266,78.3,7,6,79.3,60.2,0.769
c_jugicha,1334,1,11960,61.7,5,5,62.6,62.6,1.015
c_julkoun,470,2,2553,28.5,7,5,72.6,38.0,1.333
c_jumlat,1594,3,8220,51.2,5,4,53.3,53.3,1.042
c_jundarwood,1196,1,6484,45.4,6,4,67.7,43.3,0.953
c_jungled_approach,2578,1,9597,55.3,7,6,93.5,93.5,1.691
c_kaarekh,505,1,9674,55.5,7,7,51.9,51.9,0.936
c_kabus_highlands,1283,1,7801,49.8,6,5,55.2,55.2,1.107
c_kabut,1281,1,8873,53.1,6,5,96.5,78.4,1.475
c_kadarasto,1494,4,2487,28.1,5,4,54.8,32.1,1.14
c_kaget_valley,1289,1,7139,47.7,6,5,62.6,36.4,0.763
c_kai_shan,1364,4,19530,78.8,5,5,61.8,61.8,0.784
c_kajiaruti,1505,1,7189,47.8,4,4,46.8,46.8,0.977
c_kalathtyr,75,4,3660,34.1,7,4,39.8,24.2,0.709
c_kalish,917,1,11495,60.5,5,5,62.6,62.6,1.035
c_kalmins_grove,1164,3,5578,42.1,5,4,61.8,61.8,1.468
c_kalterland,2465,1,11983,61.8,3,3,24.2,24.2,0.391
c_kaluth,1666,1,2584,28.7,5,4,38.3,38.3,1.335
c_kanaglym,2445,3,2348,27.3,3,3,47.4,47.4,1.733
c_kangste,1378,2,46177,121.2,6,6,62.6,62.6,0.517
c_kaoll,663,2,3426,33.0,4,4,54.1,54.1,1.64
c_kapuli,1502,1,10406,57.6,3,2,43.0,22.8,0.397
c_karlyns_vale,192,1,2163,26.2,4,4,23.0,23.0,0.877
c_karmsteppe,1711,1,12193,62.3,7,4,4379.6,39.2,0.629
c_karoah,2403,1,29817,97.4,5,5,80.5,80.5,0.827
c_karondar,1581,1,6262,44.6,7,4,5449.7,47.0,1.053
c_karzuwa,1554,1,3130,31.6,5,4,73.2,59.8,1.894
c_kasal,1527,2,6077,44.0,4,3,52.3,36.7,0.834
c_kaslaib,2170,1,6345,44.9,5,5,59.3,59.3,1.32
c_kasper,784,2,10109,56.7,5,5,62.6,62.6,1.104
c_kassa_bay,516,1,12201,62.3,6,5,68.5,52.6,0.845
c_katakoro_pass,1225,1,10075,56.6,7,4,6360.4,36.1,0.638
c_katakoro_tundra,968,1,20766,81.3,7,4,197.1,66.8,0.821
c_kayari,2402,1,33008,102.5,5,5,49.0,49.0,0.478
c_keczulla,81,2,8222,51.2,6,6,61.1,61.1,1.195
c_kelazzan,790,2,4167,36.4,5,3,62.6,62.6,1.72
c_kelereng_valley,1276,1,13335,65.2,6,6,76.3,76.3,1.171
c_kellesar,788,1,8620,52.4,5,4,62.6,62.6,1.196
c_keltar,147,3,3037,31.1,6,4,64.1,40.3,1.297
c_keluh,1355,1,17077,73.7,6,6,84.6,84.6,1.147
c_keluthar,1172,3,7324,48.3,7,4,171.1,66.3,1.373
c_kelvins_cairn,45,1,2457,28.0,7,5,58.0,31.4,1.123
c_kemati_valley,1301,2,12969,64.3,6,5,61.8,61.8,0.963
c_kera,1362,2,13211,64.8,6,6,65.2,65.2,1.005
c_kesh,1142,2,10267,57.2,3,3,24.2,24.2,0.423
c_ket_bel,1757,1,16863,73.3,7,4,5940.1,43.1,0.588
c_ketcheel,1284,1,8009,50.5,6,5,100.0,100.0,1.981
c_kethid,801,1,19690,79.2,7,6,87.9,66.7,0.843
c_khaa,837,1,32980,102.5,5,5,71.4,71.4,0.697
c_khaelud,2522,2,1246,19.9,4,3,26.0,13.5,0.676
c_khedrun_valley,41,2,3488,33.3,7,5,64.5,39.2,1.177
c_khelas,817,2,7681,49.4,7,4,52.6,51.7,1.046
c_kheldrivver,1705,1,6754,46.4,7,4,4541.7,43.0,0.928
c_khivak,2399,1,35650,106.5,5,5,75.0,75.0,0.704
c_khol,863,1,18903,77.6,7,5,128.8,93.0,1.199
c_kholaa,832,1,21813,83.3,5,4,104.8,62.6,0.752
c_kholassa,872,1,31164,99.6,6,6,77.1,77.1,0.774
c_kholtar,491,3,4956,39.7,7,4,79.9,54.8,1.38
c_khopet_dag,842,1,29343,96.6,5,5,62.6,62.6,0.648
c_khuld,1078,2,25342,89.8,5,5,90.0,90.0,1.003
c_kiasia,2119,3,17583,74.8,4,4,52.4,52.4,0.7
c_kilastann,694,2,5401,41.5,5,4,62.6,55.8,1.346
c_kindle,537,1,16073,71.5,5,5,62.6,62.6,0.876
c_kings_forest,301,2,3976,35.6,6,5,65.9,46.6,1.31
c_kings_reach,380,2,8877,53.2,6,6,51.9,51.9,0.977
c_kingsbay,319,2,2141,26.1,5,2,60.1,12.0,0.461
c_kingshore,734,2,11596,60.8,5,4,96.2,62.6,1.031
c_kinyo,517,1,12784,63.8,7,6,83.4,49.6,0.778
c_kitbezi,1501,1,11388,60.2,3,3,24.2,24.2,0.401
c_kituzeelal,1778,1,25146,89.5,7,4,7053.1,53.6,0.599
c_klionna,748,4,5515,41.9,7,5,77.3,66.9,1.596
c_klondor,676,2,6811,46.6,5,4,62.6,37.9,0.815
c_kobar,1356,1,10023,56.5,5,5,105.2,105.2,1.862
c_kochar_steppe,2593,3,5700,42.6,3,3,24.2,24.2,0.567
c_kochung,1366,2,28477,95.2,6,6,73.5,73.5,0.772
c_kolapur,756,3,8328,51.5,6,4,75.4,31.4,0.61
c_kolium,927,1,9569,55.2,5,5,62.6,62.6,1.135
c_kollyat,564,1,19900,79.6,5,5,62.6,62.6,0.787
c_konig_hills,1186,2,14639,68.3,6,6,62.6,62.6,0.917
c_konigheim,816,4,17244,74.1,6,5,69.0,62.6,0.845
c_korar_hills,2143,2,3309,32.5,5,4,73.8,41.6,1.282
c_korinn,216,1,1229,19.8,6,5,62.2,62.2,3.147
c_kork,317,1,760,15.6,7,0,52.6,0.0,0.0
c_kormul,532,3,14806,68.7,6,6,77.5,77.5,1.129
c_kothask,1632,1,7628,49.3,4,3,67.3,47.2,0.957
c_kouangi,848,1,11159,59.6,6,6,51.7,51.7,0.867
c_kourmira,905,4,21783,83.3,7,6,106.2,84.9,1.02
c_krak_al_mazhar,2123,1,11909,61.6,4,4,34.5,34.5,0.56
c_krak_al_niraan,1347,2,19430,78.6,6,6,62.6,62.6,0.796
c_krak_al_sajjaan,1493,3,6348,45.0,5,4,100.0,43.0,0.958
c_krak_al_shidda,1597,1,3051,31.2,5,4,34.9,34.9,1.121
c_krak_al_uruj,1498,2,7873,50.1,4,4,37.0,37.0,0.739
c_kresttet,1255,1,14345,67.6,5,5,82.9,82.9,1.227
c_kront,997,1,6487,45.4,3,3,23.3,23.3,0.512
c_kryptgarden_forest,20,1,7204,47.9,7,6,55.4,52.4,1.094
c_ku_akh,1755,2,5477,41.8,7,4,5487.4,33.3,0.797
c_kuan_road,2213,3,18143,76.0,3,3,22.8,22.8,0.301
c_kuang_chu_road,1344,2,35357,106.1,5,5,62.6,62.6,0.59
c_kumandang,1278,1,7122,47.6,6,5,57.4,57.4,1.206
c_kuning,1322,1,24295,87.9,6,5,94.2,71.3,0.811
c_kuo_meilan,1695,1,27976,94.4,7,5,8625.0,63.1,0.668
c_kupoteza,2369,1,10488,57.8,3,2,47.0,23.3,0.404
c_kuraakim,1699,1,8806,52.9,7,4,4041.1,47.6,0.9
c_kurrsh,605,1,8053,50.6,7,6,53.2,53.2,1.05
c_kurth,382,2,3893,35.2,4,4,18.9,18.9,0.536
c_kushk,985,3,4254,36.8,7,4,99.8,62.5,1.699
c_kwachow,1317,1,6131,44.2,5,3,62.6,41.4,0.937
c_kzelter,166,2,9192,54.1,5,4,64.0,62.6,1.158
c_laas,410,1,3794,34.8,6,2,62.6,10.6,0.306
c_lac_dinneshere,46,2,1780,23.8,7,5,68.6,40.3,1.691
c_lachom,207,1,4280,36.9,5,4,62.6,43.4,1.176
c_lagiluri,823,2,3152,31.7,7,5,106.8,51.0,1.609
c_lahib_island,1351,1,790,15.9,5,2,62.6,24.8,1.561
c_laila,500,2,4590,38.2,6,4,52.9,28.8,0.755
c_laiwei,1379,2,17489,74.6,7,5,191.6,53.8,0.721
c_lajang,1277,1,12895,64.1,6,5,84.9,65.2,1.018
c_lake_weng,2531,2,3257,32.2,4,4,24.2,24.2,0.751
c_lammasus_plain,2204,1,18719,77.2,7,4,253.2,96.0,1.244
c_lamrar,1663,2,2307,27.1,6,6,47.4,47.4,1.748
c_land_of_ash_and_smoke,457,1,9078,53.8,7,6,76.2,76.2,1.418
c_landithust,1690,1,5664,42.5,4,4,39.8,39.8,0.938
c_langdarma,1300,4,10971,59.1,7,7,52.9,52.9,0.895
c_laothkund,1030,2,2569,28.6,4,3,22.0,22.0,0.768
c_lapaalis,514,1,8094,50.8,7,7,52.9,52.9,1.042
c_lapalgard,427,2,12717,63.6,5,5,61.8,61.8,0.972
c_lapalgulph,467,1,7702,49.5,7,7,52.9,52.9,1.068
c_laphe,519,2,10987,59.1,7,5,106.2,94.4,1.596
c_larut,1292,1,16714,72.9,5,5,62.6,62.6,0.859
c_lashghar,971,1,23681,86.8,7,7,98.3,98.3,1.132
c_lashloc,2605,1,7896,50.1,6,6,71.9,71.9,1.434
c_lastarr,761,1,7896,50.1,7,6,5284.5,54.3,1.084
c_laviguer,405,1,1836,24.2,6,3,71.6,19.0,0.786
c_leaping_grasses,1724,1,20041,79.9,7,4,4659.9,65.7,0.823
c_legionsway,561,1,20625,81.0,7,7,79.8,79.8,0.985
c_leilon,12,2,4350,37.2,6,4,43.9,28.8,0.775
c_lenchvale,393,2,5237,40.8,6,6,52.9,52.9,1.295
c_leneta,2165,1,885,16.8,4,2,32.2,4.0,0.238
c_leopard_shan,826,1,21665,83.0,5,5,72.2,72.2,0.869
c_leth,288,2,5618,42.3,6,4,63.3,63.3,1.497
c_leuthilspar,1107,5,3133,31.6,4,3,32.1,32.1,1.015
c_lhair,641,2,11055,59.3,5,4,62.6,62.6,1.056
c_lheshayl,163,2,11509,60.5,5,5,62.6,62.6,1.035
c_lhespenbog,533,1,11007,59.2,5,4,61.8,37.0,0.625
c_lhesper,531,1,8815,53.0,6,6,52.6,52.6,0.994
c_li_raz,1331,1,11018,59.2,6,6,58.8,58.8,0.993
c_liham,1338,4,10271,57.2,7,5,73.9,49.7,0.868
c_lilinuk,1242,1,12932,64.2,5,4,63.3,41.4,0.645
c_lilit_pass,575,2,2777,29.7,7,3,80.6,26.9,0.906
c_limjung,1512,1,11757,61.2,4,4,35.2,35.2,0.576
c_lipo,819,2,12645,63.4,6,5,66.0,62.6,0.987
c_liswood,340,1,4670,38.6,5,3,79.4,36.7,0.952
c_lizard_marsh,1410,2,2515,28.3,7,3,4642.2,28.3,1.0
c_lizards_tongue_pass,1536,1,4301,37.0,3,3,23.8,23.8,0.642
c_llorkh,104,2,7011,47.2,5,4,62.6,62.6,1.326
c_lluirwood,744,1,15004,69.1,6,6,86.7,86.7,1.255
c_llurth_dreier,2562,3,2014,25.3,7,6,79.1,65.2,2.575
c_lo_tu,810,3,37715,109.6,7,6,913.6,95.5,0.872
c_loagrann,1408,2,4601,38.3,7,5,5047.6,34.8,0.91
c_lomatra,612,2,2765,29.7,3,3,23.3,23.3,0.784
c_lonefang,1178,1,15301,69.8,6,6,61.8,61.8,0.886
c_lonely_moor,109,1,7975,50.4,6,6,52.9,52.9,1.05
c_lonely_rock,2641,1,492,12.5,7,5,6188.9,20.0,1.598
c_long_arm,202,2,8371,51.6,6,5,69.6,65.0,1.259
c_long_marsh,1633,1,3999,35.7,4,2,56.9,39.8,1.116
c_longsaddle,19,2,3936,35.4,4,4,34.7,34.7,0.979
c_lopango,2380,1,9168,54.0,4,4,41.9,41.9,0.775
c_lost_land,1682,1,6997,47.2,4,4,46.8,46.8,0.991
c_lost_peaks,55,3,4088,36.1,5,3,62.6,37.9,1.052
c_lost_vale,2422,1,2269,26.9,4,4,34.0,34.0,1.263
c_lothen,1162,2,4738,38.8,7,5,77.0,36.1,0.928
c_loudwater,54,3,3251,32.2,6,5,66.7,60.6,1.884
c_loulan,1345,3,35459,106.2,3,3,24.2,24.2,0.227
c_lower_glaur,2130,1,7246,48.0,4,4,52.4,52.4,1.091
c_lower_kayu,1354,1,14631,68.2,6,6,102.9,102.9,1.508
c_lower_kuning,1282,1,14349,67.6,7,6,73.1,70.5,1.043
c_lower_red_goat,2174,2,13030,64.4,5,4,6611.5,35.4,0.549
c_lower_terrace,1191,2,17458,74.5,6,6,76.7,76.7,1.029
c_lower_wing,1223,2,7548,49.0,7,5,6238.2,63.3,1.292
c_lowfork,536,1,9674,55.5,7,6,90.3,72.5,1.307
c_luenath,730,3,8473,51.9,7,5,112.6,56.8,1.093
c_lugabi,2120,3,9465,54.9,4,3,30.3,23.3,0.425
c_lugotak,1265,1,27623,93.8,5,5,69.9,69.9,0.745
c_luirbrech,920,1,11147,59.6,6,5,53.0,45.7,0.767
c_luirund,746,2,4372,37.3,7,4,59.4,27.5,0.736
c_lundeth,1103,1,4648,38.5,6,5,66.9,29.4,0.765
c_lundeth_bay,434,2,3968,35.5,6,3,66.5,28.4,0.8
c_lunru,2491,1,24546,88.4,3,3,24.2,24.2,0.273
c_lurkwood,21,2,13938,66.6,5,5,75.6,75.6,1.135
c_lushpool,424,3,7005,47.2,5,3,62.6,37.9,0.804
c_luskan,17,3,1872,24.4,7,4,43.7,20.6,0.845
c_luthcheq,623,3,6318,44.8,7,5,75.4,43.0,0.96
c_lylkara_valley,2388,1,4471,37.7,6,6,72.6,72.6,1.923
c_lylorn,2150,2,4236,36.7,6,5,45.3,37.7,1.028
c_lyndar,2135,1,6203,44.4,5,5,55.0,55.0,1.238
c_lyntara,472,2,4051,35.9,7,5,61.4,42.4,1.182
c_lyrabar,400,3,3586,33.8,7,4,67.2,32.6,0.964
c_maarlith,731,2,7160,47.7,7,6,72.1,54.5,1.141
c_mabasha,1221,1,33631,103.5,7,5,7880.0,58.8,0.569
c_mache_gap,1299,1,24468,88.3,7,7,105.4,105.4,1.195
c_maelar,688,2,12196,62.3,3,3,23.3,23.3,0.374
c_maelevarar,1642,2,6191,44.4,4,4,52.3,52.3,1.179
c_maer_dualdon,2614,2,1457,21.5,6,5,6519.9,26.8,1.246
c_maerch,627,2,8251,51.2,6,5,70.8,33.5,0.654
c_maerchlin,1230,2,8244,51.2,7,5,4874.5,38.6,0.753
c_maerchwoods,628,1,3312,32.5,7,6,68.7,60.5,1.865
c_maerduuth,629,3,7041,47.3,3,3,24.2,24.2,0.51
c_maerimydra,2450,1,1043,18.2,5,4,136.2,19.4,1.066
c_maeruhal,644,2,10129,56.8,6,6,62.6,62.6,1.103
c_maerwatch,2432,2,10228,57.1,3,3,24.2,24.2,0.424
c_maerzalar,647,2,14512,68.0,6,5,54.3,54.3,0.799
c_maeynda,1669,1,2902,30.4,5,4,47.0,47.0,1.547
c_mafrad,1497,3,12251,62.4,5,5,61.7,61.7,0.988
c_magis_tor,2596,1,3811,34.8,6,6,53.5,53.5,1.537
c_magrib,1557,3,4683,38.6,4,3,34.2,25.1,0.65
c_mahabba,1480,4,6619,45.9,4,3,33.2,22.8,0.497
c_maharas_vale,2501,1,7813,49.9,3,3,23.3,23.3,0.466
c_mahazaka,1500,1,11294,60.0,4,4,27.3,27.3,0.455
c_mahligwi,1358,1,8288,51.4,7,5,57.7,42.0,0.818
c_makaxar,429,3,4156,36.4,5,4,62.6,62.6,1.722
c_malaarar,1687,1,4391,37.4,4,4,38.6,38.6,1.032
c_maldali,1781,1,51759,128.4,7,4,8346.3,56.3,0.439
c_malualti,1553,1,3858,35.0,5,4,160.7,41.0,1.171
c_manass,979,3,4723,38.8,5,3,62.6,23.3,0.6
c_mangale,1728,1,15934,71.2,7,4,4299.9,39.7,0.557
c_mangangan,830,1,29366,96.7,5,5,72.3,72.3,0.748
c_manhus_and_saliam,1612,1,2904,30.4,5,3,45.2,26.9,0.884
c_manshaka,145,4,5351,41.3,5,3,41.4,37.9,0.919
c_marangor,1665,3,2802,29.9,5,5,46.1,46.1,1.544
c_marching_camels_road,1548,1,7773,49.7,4,4,51.2,51.2,1.028
c_maribar_island,1593,1,1197,19.5,4,2,44.9,8.9,0.458
c_marrauk,2151,1,4335,37.1,5,4,38.6,36.7,0.987
c_marsember,252,4,1921,24.7,7,4,53.0,28.3,1.145
c_marsh_of_tun,211,2,5658,42.4,6,5,56.3,49.0,1.156
c_maskana,1080,1,12032,61.9,5,5,62.6,62.6,1.012
c_maskath,1631,1,3092,31.4,4,4,31.3,31.3,0.998
c_masud_jazayir,2167,1,1027,18.1,5,2,45.0,5.7,0.313
c_mata,862,1,32403,101.6,7,7,97.8,97.8,0.963
c_matolo,465,1,4741,38.8,7,6,57.4,56.8,1.462
c_maviddi_forest,1201,1,52346,129.1,6,6,94.4,94.4,0.731
c_mazat,2500,1,7749,49.7,3,3,24.2,24.2,0.487
c_mbala,453,1,10567,58.0,7,7,72.5,72.5,1.251
c_medang_perang,1286,1,25102,89.4,6,6,69.8,69.8,0.781
c_medina_akota,1546,3,5663,42.5,4,3,49.6,23.3,0.549
c_medina_al_afyal,1528,3,6800,46.5,4,3,66.8,43.0,0.924
c_medinat_muskawoon,1072,1,20607,81.0,5,5,80.2,80.2,0.991
c_meinan,1771,1,13610,65.8,7,4,8003.2,31.4,0.477
c_meiritin,86,2,4351,37.2,3,3,24.2,24.2,0.649
c_mekebat,2117,3,11060,59.3,5,4,66.7,47.0,0.792
c_mella,2127,1,9399,54.7,4,4,55.7,55.7,1.018
c_melvaunt,342,2,1926,24.8,6,3,52.9,25.5,1.03
c_memnon,144,3,2413,27.7,7,5,42.0,28.0,1.011
c_menzoberranzan,2493,1,555,13.3,5,1,55.1,0.0,0.0
c_mere_of_dead_men,9,2,2236,26.7,6,3,48.5,21.1,0.791
c_mergu,1529,1,987,17.7,4,3,26.3,12.2,0.686
c_mergu_saah,2163,1,1170,19.3,5,1,49.0,0.0,0.0
c_merkungard,366,1,10493,57.8,6,5,53.8,42.2,0.73
c_messemprar,668,4,4709,38.7,7,4,70.2,41.6,1.074
c_methwood,662,1,8441,51.8,3,3,23.3,23.3,0.45
c_mettledale,995,1,5829,43.1,5,5,62.6,62.6,1.454
c_mevarand,1540,1,5838,43.1,6,5,106.3,80.3,1.862
c_mezro,441,6,3396,32.9,7,6,56.6,54.7,1.665
c_mhaelos,1226,2,4952,39.7,3,3,24.2,24.2,0.609
c_mhair_pass,2499,1,4537,38.0,3,3,23.8,23.8,0.625
c_mhairhetel,513,3,14626,68.2,5,4,68.1,62.6,0.918
c_mhairling,469,1,6494,45.5,6,3,52.9,28.3,0.623
c_mhiilamnir,1437,3,7686,49.5,7,6,5150.2,74.7,1.511
c_middenlands,1580,2,6760,46.4,7,4,5590.8,33.0,0.711
c_middle_longwood,1742,1,9427,54.8,7,4,4926.5,50.4,0.921
c_middle_rendai,1139,1,25941,90.9,7,5,2526.4,48.3,0.531
c_middlewoods,1156,1,9267,54.3,5,5,62.6,62.6,1.153
c_midnight_waters,2126,1,24578,88.5,4,4,33.1,33.1,0.374
c_midvale,168,1,6169,44.3,5,4,61.8,61.8,1.396
c_midways,1144,1,10489,57.8,7,4,161.0,38.6,0.668
c_midwinter_pass,777,1,6320,44.9,6,5,52.6,44.7,0.996
c_miir,283,1,2563,28.6,7,7,52.9,52.9,1.852
c_milvarune,1029,2,4477,37.8,6,3,61.3,25.0,0.662
c_mimph,1199,3,3458,33.2,5,4,62.6,62.6,1.888
c_mina,1399,3,7302,48.2,7,4,4790.0,53.8,1.115
c_minlow,2484,3,12016,61.8,3,3,23.3,23.3,0.377
c_minta_vale,1131,1,9967,56.3,5,5,62.6,62.6,1.112
c_mintar,167,2,5545,42.0,5,3,63.3,63.3,1.506
c_mintarn,223,1,1101,18.7,6,2,52.6,10.2,0.545
c_mirabar,40,4,4647,38.5,7,6,75.8,74.2,1.93
c_mirande,1664,2,5004,39.9,4,4,34.5,34.5,0.865
c_mirror_lake,360,1,7868,50.0,4,4,50.4,50.4,1.008
c_misbahd,1532,3,5573,42.1,5,4,44.6,30.5,0.724
c_mishan,1367,2,24909,89.0,3,3,23.3,23.3,0.261
c_mishtan,675,3,8368,51.6,6,5,55.8,36.7,0.711
c_misted_court,1718,1,7595,49.2,7,4,4389.5,57.8,1.175
c_mistfells,1670,1,4563,38.1,5,4,57.6,33.1,0.867
c_mistshaws,1646,1,2575,28.6,5,5,50.9,50.9,1.779
c_misty_forest,385,2,6256,44.6,7,6,75.7,53.5,1.198
c_misty_plains,1130,1,6941,47.0,6,5,62.9,56.9,1.21
c_misty_vale,524,1,14692,68.4,6,6,61.8,61.8,0.904
c_mithel,654,2,9916,56.2,5,4,63.6,62.6,1.115
c_mithral_hall,32,4,1887,24.5,3,2,23.3,14.1,0.577
c_mnyama,2371,1,20962,81.7,3,2,34.4,23.3,0.286
c_mokalonni_islands,2384,2,19151,78.1,7,6,88.2,88.2,1.13
c_molken,1737,1,14209,67.3,7,4,4297.3,59.3,0.882
c_monksblade,478,2,2988,30.8,7,6,58.1,30.4,0.986
c_monteshi,126,4,8692,52.6,7,7,56.9,56.9,1.082
c_moonglade,158,3,8344,51.5,6,5,61.8,43.0,0.835
c_moonrise,2527,2,6248,44.6,4,4,36.4,36.4,0.816
c_moonvales,511,1,7941,50.3,5,3,63.3,37.0,0.736
c_moonwood,34,1,7825,49.9,6,4,52.6,43.9,0.88
c_moraan,2390,3,11722,61.1,5,3,744.7,23.3,0.381
c_moradask,1348,2,5614,42.3,6,3,82.9,19.1,0.452
c_mordulkin,624,2,1829,24.1,6,3,53.3,24.1,0.998
c_morninggold,133,3,10747,58.5,5,5,64.0,64.0,1.095
c_morrowikik,1268,2,15381,70.0,5,5,62.6,62.6,0.895
c_mortens_gap,695,1,10572,58.0,6,6,55.2,55.2,0.952
c_mortik_swamp,1240,1,2299,27.1,6,3,53.9,25.5,0.942
c_morvar,774,3,4403,37.4,5,3,65.4,37.0,0.988
c_mosstrunks,334,2,3912,35.3,5,4,61.8,42.0,1.191
c_moszabbar,1042,2,6868,46.8,3,3,24.2,24.2,0.517
c_mother_of_mists,292,1,374,10.9,5,2,52.6,10.2,0.935
c_motra,1417,2,19526,78.8,7,6,7581.9,69.4,0.88
c_mount_illefarn,2195,2,1118,18.9,3,3,13.5,13.5,0.713
c_mount_sar,2548,1,544,13.2,3,1,24.2,0.0,0.0
c_mount_sarengard,2440,2,2737,29.5,4,4,23.3,23.3,0.79
c_mount_sundabar,2514,1,8393,51.7,3,3,23.3,23.3,0.45
c_mountain_of_iron,2408,1,18606,77.0,3,3,23.3,23.3,0.303
c_mourktar,631,3,3132,31.6,6,3,72.0,20.5,0.65
c_mraar_forest,1636,1,6335,44.9,4,4,40.3,40.3,0.898
c_mratanga,1658,1,4934,39.6,4,4,37.5,37.5,0.946
c_mreyelundar,2147,2,3539,33.6,4,4,40.0,40.0,1.193
c_msalin,1600,1,3370,32.8,5,4,33.0,28.8,0.879
c_mt_hotenow,306,2,2397,27.6,4,3,24.2,20.0,0.724
c_muara,1285,1,10399,57.5,6,5,80.5,62.6,1.089
c_mulharahold,687,2,11478,60.4,3,3,24.2,24.2,0.4
c_mulhessen,304,2,2682,29.2,7,5,56.9,22.5,0.769
c_mulmaster,270,3,3173,31.8,3,2,48.3,13.5,0.423
c_mulptan,1018,2,5525,41.9,5,5,63.3,63.3,1.508
c_mulsantir,1015,2,3006,30.9,6,5,58.7,58.7,1.897
c_mulsanyaar,1022,1,8431,51.8,7,6,81.7,56.3,1.087
c_muluk,945,3,11424,60.3,6,5,62.6,62.6,1.039
c_munli,882,1,27487,93.5,6,6,62.6,62.6,0.67
c_murann,82,2,4183,36.5,6,4,56.4,39.4,1.079
c_murbant,1037,2,6766,46.4,5,3,62.6,62.6,1.349
c_muren_tso,970,1,15657,70.6,5,4,62.6,62.6,0.887
c_murghyr,697,3,5893,43.3,5,5,61.8,61.8,1.428
c_murpeth,198,2,8354,51.6,7,5,77.0,45.2,0.877
c_murr,1601,1,9076,53.7,4,4,23.3,23.3,0.433
c_murthil,1008,1,7603,49.2,5,5,62.6,62.6,1.273
c_mussum,2542,2,3105,31.4,3,3,21.2,21.2,0.675
c_myrloch_vale,320,4,3688,34.3,5,2,62.6,14.1,0.413
c_myrmyr,755,2,4250,36.8,6,4,65.4,37.1,1.007
c_myth_drannor,338,5,2787,29.8,7,6,55.2,39.8,1.338
c_myth_dyraalis,2595,2,4283,36.9,5,5,46.1,46.1,1.248
c_myth_telvondial,1576,1,2444,27.9,3,2,24.2,22.5,0.806
c_mytharan_woods,138,2,10217,57.0,5,5,62.6,62.6,1.098
c_naga_plain,1239,1,5947,43.5,6,5,52.9,52.2,1.199
c_nagaflow,1129,1,5445,41.6,5,5,62.6,62.6,1.504
c_nagai_terrace,1318,1,11154,59.6,5,5,63.3,63.3,1.062
c_nagarana,1753,1,9534,55.1,7,4,5178.9,30.5,0.553
c_nagarr,600,1,3381,32.8,6,3,52.6,18.4,0.562
c_nagoo,876,1,43834,118.1,7,6,468.8,65.7,0.557
c_nahr_al_fil,1524,2,8514,52.1,5,4,47.2,32.4,0.623
c_naiganga,839,1,32850,102.3,5,4,140.1,62.6,0.612
c_najara,101,1,12436,62.9,6,5,65.9,56.3,0.895
c_namtan,1294,1,18170,76.1,5,5,62.6,62.6,0.823
c_nangalore,463,1,2792,29.8,7,4,328.9,46.1,1.545
c_nanhu,901,1,34621,105.0,5,5,62.6,62.6,0.597
c_nanxun,1311,2,40285,113.2,5,5,90.2,90.2,0.797
c_naon,1770,1,22282,84.2,7,4,8070.0,55.4,0.658
c_naqayna,1543,1,15189,69.5,4,3,82.9,24.4,0.35
c_naqq_and_qutil,1613,1,1232,19.8,5,3,88.8,88.8,4.483
c_nar_ormpur,929,1,3545,33.6,5,4,63.3,42.0,1.251
