y,x,index_rgba,intensity_rgba,material_ids,mask_values_at_those_ids,top4_by_mask,in_top4
2671,4462,89/82/85/87,126/87/24/18,gen_desert_lowlands_03/gen_steppe_lowlands_03/gen_steppe_mountain_transition/gen_desert_lowlands,0/0/0/0,gen_drylands_mountain/gen_desert_mountain/gen_drylands_lowlands/gen_drylands_lowlands_03,0
2277,5118,82/81/76/78,155/64/20/16,gen_steppe_lowlands_03/gen_steppe_lowlands_02/gen_central_hills/gen_central_mountain_transition,0/0/0/0,gen_desert_mountain/gen_desert_hills/mountain_02_b/gen_desert_base,0
3367,1463,76/78/13/16,77/68/64/46,gen_central_hills/gen_central_mountain_transition/desert_cracked/desert_wavy_01,0/0/53/38,gen_desert_base/gen_desert_lowlands_02/desert_cracked/desert_wavy_01,2
232,5257,92/96/93/47,90/67/51/47,gen_desert_mountain/gen_drylands_lowlands_02/gen_desert_mountain_transition/mountain_03,0/0/0/0,gen_northern_lowlands/gen_northern_mountain/gen_northern_lowlands_02/steppe_bushes,0
1089,8614,6/5/255/255,251/4/0/0,beach_02/debug/?/?,251/4/-1/-1,beach_02/debug/drought/drought_cracks,2
198,9071,6/5/255/255,250/5/0/0,beach_02/debug/?/?,250/5/-1/-1,beach_02/debug/drought/drought_cracks,2
4511,8736,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
2442,7409,25/6/7/57,132/111/12/0,forest_leaf_01/beach_02/beach_02_mediterranean/steppe_bushes,118/100/11/0,forest_leaf_01/beach_02/beach_02_mediterranean/gen_tropical_lowlands_02,3
2251,1473,104/102/101/99,186/69/0/0,gen_northern_lowlands_03/gen_northern_lowlands/gen_northern_base/gen_drylands_mountain,0/0/0/0,gen_mediterranean_mountain_transition/gen_mediterranean_hills/gen_mediterranean_lowlands_03/gen_mediterranean_lowlands,0
2198,169,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
153,769,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
3839,1581,20/18/86/85,116/52/50/37,drylands_01_grassy/drylands_01/gen_desert_base/gen_steppe_mountain_transition,89/40/0/0,drylands_01_grassy/drylands_01/gen_drylands_lowlands_02/gen_drylands_lowlands,2
3890,8754,56/57/55/255,173/57/25/0,snow/steppe_bushes/plains_01_rough/?,0/0/0/-1,gen_tropical_lowlands/gen_tropical_lowlands_02/gen_tropical_base/drought,0
92,5148,96/93/92/94,130/45/40/40,gen_drylands_lowlands_02/gen_desert_mountain_transition/gen_desert_mountain/gen_drylands_base,0/0/0/0,gen_northern_mountain/gen_northern_lowlands_02/gen_northern_lowlands_03/gen_northern_lowlands,0
2862,888,16/76/80/78,132/63/34/26,desert_wavy_01/gen_central_hills/gen_steppe_lowlands/gen_central_mountain_transition,122/0/0/0,desert_wavy_01/gen_desert_base/gen_desert_lowlands_04/gen_desert_lowlands_02,1
2566,6519,67/68/66/24,167/47/41/0,gen_tropical_lowlands_02/gen_tropical_lowlands_03/gen_tropical_lowlands/forest_jungle_01,0/0/0/6,gen_central_mountain/gen_central_mountain_transition/gen_central_hills/gen_central_lowlands,0
1755,5308,82/89/90/83,132/79/23/21,gen_steppe_lowlands_03/gen_desert_lowlands_03/gen_desert_lowlands_04/gen_steppe_hills,0/2/2/0,gen_desert_mountain/gen_drylands_mountain/gen_drylands_mountain_transition/gen_desert_mountain_transition,0
2260,9114,6/5/255/255,248/7/0/0,beach_02/debug/?/?,248/7/-1/-1,beach_02/debug/drought/drought_cracks,2
4062,1032,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
2755,5066,63/64/45/65,86/82/56/31,central_lowlands_02/central_lowlands_03/mountain_02_desert_c/gen_tropical_base,0/0/0/7,gen_central_lowlands/gen_central_lowlands_02/plains_01_rough/gen_central_lowlands_03,0
2254,1757,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
3361,4323,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
3194,5957,6/7/5/255,168/85/2/0,beach_02/beach_02_mediterranean/debug/?,168/85/2/-1,beach_02/beach_02_mediterranean/debug/drought,3
2418,97,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
3818,3185,20/18/86/88,143/61/51/0,drylands_01_grassy/drylands_01/gen_desert_base/gen_desert_lowlands_02,109/47/0/0,drylands_01_grassy/drylands_01/gen_drylands_lowlands_02/hills_01_rocks_medi,2
2594,4010,16/76/78/5,108/95/34/18,desert_wavy_01/gen_central_hills/gen_central_mountain_transition/debug,94/0/0/16,desert_wavy_01/gen_desert_base/gen_desert_lowlands_02/debug,2
2849,837,17/78/76/80,77/63/60/55,desert_wavy_01_larger/gen_central_mountain_transition/gen_central_hills/gen_steppe_lowlands,73/0/0/0,desert_wavy_01_larger/gen_desert_lowlands_02/gen_desert_base/gen_desert_lowlands_04,1
2266,7950,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
2723,2379,6/12/5/80,185/66/3/1,beach_02/desert_02/debug/gen_steppe_lowlands,185/66/3/0,beach_02/desert_02/debug/gen_desert_lowlands_04,3
2834,539,90/83/86/30,82/63/63/47,gen_desert_lowlands_04/gen_steppe_hills/gen_desert_base/hills_01_rocks_medi,3/0/7/34,gen_drylands_mountain_transition/gen_desert_mountain_transition/gen_drylands_lowlands_02/hills_01_rocks_medi,1
4145,8345,6/5/255/255,250/5/0/0,beach_02/debug/?/?,250/5/-1/-1,beach_02/debug/drought/drought_cracks,2
1143,4839,27/45/47/69,114/92/49/0,forestfloor/mountain_02_desert_c/mountain_03/gen_tropical_hills,75/0/0/0,forestfloor/plains_01_rough/steppe_bushes/gen_steppe_base,1
1679,5744,79/9/76/83,124/57/38/36,gen_steppe_base/coastline_cliff_desert/gen_central_hills/gen_steppe_hills,0/41/0/0,gen_desert_lowlands_03/coastline_cliff_desert/gen_desert_base/gen_desert_mountain_transition,1
2546,8761,6/5/255/255,248/7/0/0,beach_02/debug/?/?,248/7/-1/-1,beach_02/debug/drought/drought_cracks,2
1557,2749,47/71/72/86,108/85/41/21,mountain_03/gen_tropical_mountain_transition/gen_central_base/gen_desert_base,0/0/0/0,steppe_bushes/gen_steppe_lowlands_02/gen_steppe_lowlands_03/gen_drylands_lowlands_02,0
3098,8872,6/5/255/255,248/7/0/0,beach_02/debug/?/?,248/7/-1/-1,beach_02/debug/drought/drought_cracks,2
3801,7309,6/7/5/255,141/112/2/0,beach_02/beach_02_mediterranean/debug/?,141/112/2/-1,beach_02/beach_02_mediterranean/debug/drought,3
880,152,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
263,725,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
4563,2828,24/55/42/57,242/7/4/2,forest_jungle_01/plains_01_rough/mountain_02_d/steppe_bushes,239/1/0/0,forest_jungle_01/gen_tropical_base/plains_01_dry/gen_tropical_lowlands_02,1
2348,7862,6/5/255/255,250/5/0/0,beach_02/debug/?/?,250/5/-1/-1,beach_02/debug/drought/drought_cracks,2
3439,1794,78/76/16/80,150/67/38/0,gen_central_mountain_transition/gen_central_hills/desert_wavy_01/gen_steppe_lowlands,0/0/27/0,gen_desert_lowlands_02/gen_desert_base/desert_wavy_01/gen_desert_lowlands_04,1
3503,6200,6/7/5/255,168/85/2/0,beach_02/beach_02_mediterranean/debug/?,168/85/2/-1,beach_02/beach_02_mediterranean/debug/drought,3
4402,9047,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
144,3047,94/93/47/91,88/80/75/12,gen_drylands_base/gen_desert_mountain_transition/mountain_03/gen_desert_hills,0/0/0/0,gen_northern_lowlands_03/gen_northern_lowlands_02/steppe_bushes/gen_northern_base,0
1354,7358,64/63/65/25,77/67/57/54,central_lowlands_03/central_lowlands_02/gen_tropical_base/forest_leaf_01,0/0/0/51,gen_central_lowlands_02/gen_central_lowlands/gen_central_lowlands_03/forest_leaf_01,1
4533,1119,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
2043,2473,29/41/100/64,96/60/56/43,hills_01_rocks/mountain_02_c_snow/gen_drylands_mountain_transition/central_lowlands_03,78/0/0/0,hills_01_rocks/plains_01/gen_mediterranean_lowlands_02/gen_central_lowlands_02,1
1827,4444,81/78/86/88,100/94/61/0,gen_steppe_lowlands_02/gen_central_mountain_transition/gen_desert_base/gen_desert_lowlands_02,0/0/11/40,gen_desert_hills/gen_desert_lowlands_02/gen_drylands_hills/gen_drylands_lowlands_02,1
1204,3560,25/65/71/64,207/48/0/0,forest_leaf_01/gen_tropical_base/gen_tropical_mountain_transition/central_lowlands_03,186/0/0/0,forest_leaf_01/gen_central_lowlands_03/gen_steppe_lowlands_02/gen_central_base,1
91,332,6/5/255/255,250/5/0/0,beach_02/debug/?/?,250/5/-1/-1,beach_02/debug/drought/drought_cracks,2
215,6221,47/93/92/64,121/60/42/32,mountain_03/gen_desert_mountain_transition/gen_desert_mountain/central_lowlands_03,0/0/0/0,steppe_bushes/gen_northern_lowlands_02/gen_northern_lowlands/gen_central_lowlands_02,0
4482,8917,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
76,230,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
643,2196,95/6/10/255,129/90/36/0,gen_drylands_lowlands/beach_02/coastline_cliff_grey/?,0/80/32/-1,gen_northern_hills/beach_02/coastline_cliff_grey/gen_northern_lowlands,2
1137,1537,64/41/65/63,152/39/38/26,central_lowlands_03/mountain_02_c_snow/gen_tropical_base/central_lowlands_02,0/0/0/0,gen_central_lowlands_02/plains_01/gen_central_lowlands_03/gen_central_lowlands,0
1313,1498,43/45/41/63,106/97/52/0,mountain_02_d_snow/mountain_02_desert_c/mountain_02_c_snow/central_lowlands_02,0/0/0/0,plains_01_dry_mud/plains_01_rough/plains_01/gen_central_lowlands,0
3968,7272,6/7/5/255,141/112/2/0,beach_02/beach_02_mediterranean/debug/?,141/112/2/-1,beach_02/beach_02_mediterranean/debug/drought,3
1494,1154,64/29/45/65,141/49/33/32,central_lowlands_03/hills_01_rocks/mountain_02_desert_c/gen_tropical_base,0/44/0/0,gen_central_lowlands_02/hills_01_rocks/plains_01_rough/gen_central_lowlands_03,1
754,2816,92/42/93/43,93/72/53/37,gen_desert_mountain/mountain_02_d/gen_desert_mountain_transition/mountain_02_d_snow,0/0/0/0,gen_northern_lowlands/plains_01_dry/gen_northern_lowlands_02/plains_01_dry_mud,0
1817,8929,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
3177,2184,16/76/78/80,158/59/21/17,desert_wavy_01/gen_central_hills/gen_central_mountain_transition/gen_steppe_lowlands,152/0/0/0,desert_wavy_01/gen_desert_base/gen_desert_lowlands_02/gen_desert_lowlands_04,1
2061,7141,53/25/54/65,130/86/39/0,plains_01_dry_mud/forest_leaf_01/plains_01_noisy/gen_tropical_base,0/67/0/0,central_lowlands_02/forest_leaf_01/central_lowlands_03/gen_central_lowlands_03,1
1149,8390,25/63/65/66,196/24/19/16,forest_leaf_01/central_lowlands_02/gen_tropical_base/gen_tropical_lowlands,174/0/0/0,forest_leaf_01/gen_central_lowlands/gen_central_lowlands_03/gen_central_hills,1
547,3936,26/92/94/93,154/46/46/9,forest_pine_01/gen_desert_mountain/gen_drylands_base/gen_desert_mountain_transition,151/0/0/0,forest_pine_01/gen_northern_lowlands_03/gen_northern_lowlands/gen_northern_lowlands_02,1
302,6640,94/41/92/47,98/70/57/30,gen_drylands_base/mountain_02_c_snow/gen_desert_mountain/mountain_03,0/0/0/0,gen_northern_lowlands_03/plains_01/gen_northern_lowlands/steppe_bushes,0
2261,4544,82/76/81/78,87/84/46/38,gen_steppe_lowlands_03/gen_central_hills/gen_steppe_lowlands_02/gen_central_mountain_transition,0/0/0/0,gen_desert_mountain/gen_desert_base/gen_desert_hills/gen_desert_lowlands_02,0
886,7903,92/26/93/65,105/89/51/10,gen_desert_mountain/forest_pine_01/gen_desert_mountain_transition/gen_tropical_base,0/87/0/0,gen_northern_lowlands/forest_pine_01/gen_northern_lowlands_02/gen_central_lowlands_03,1
2693,5577,65/64/63/39,167/52/36/0,gen_tropical_base/central_lowlands_03/central_lowlands_02/mountain_02_b,2/0/0/0,gen_central_lowlands_03/gen_central_lowlands_02/gen_central_lowlands/northern_plains_01,0
3123,7214,6/5/255/255,248/7/0/0,beach_02/debug/?/?,248/7/-1/-1,beach_02/debug/drought/drought_cracks,2
1754,251,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
2311,4732,90/75/68/83,91/84/80/0,gen_desert_lowlands_04/gen_central_lowlands_03/gen_tropical_lowlands_03/gen_steppe_hills,0/4/0/0,gen_drylands_mountain_transition/gen_steppe_mountain_transition/gen_central_mountain_transition/gen_steppe_lowlands,0
269,7519,41/92/93/91,228/27/0/0,mountain_02_c_snow/gen_desert_mountain/gen_desert_mountain_transition/gen_desert_hills,0/0/0/0,plains_01/gen_northern_lowlands/gen_northern_base/gen_central_lowlands,0
2529,1703,6/12/5/255,227/23/5/0,beach_02/desert_02/debug/?,227/23/5/-1,beach_02/desert_02/debug/drought,3
828,4107,26/93/27/94,168/47/23/17,forest_pine_01/gen_desert_mountain_transition/forestfloor/gen_drylands_base,159/0/22/0,forest_pine_01/gen_northern_lowlands_02/forestfloor/gen_northern_lowlands_03,2
2088,6406,63/49/76/85,140/66/49/0,central_lowlands_02/northern_plains_01/gen_central_hills/gen_steppe_mountain_transition,0/0/0/0,gen_central_lowlands/steppe_rocks/gen_desert_base/gen_drylands_lowlands,0
504,4912,26/94/93/91,207/25/16/7,forest_pine_01/gen_drylands_base/gen_desert_mountain_transition/gen_desert_hills,198/0/0/0,forest_pine_01/gen_northern_lowlands_03/gen_northern_lowlands_02/gen_northern_base,1
1264,5049,73/65/75/68,96/94/65/0,gen_central_lowlands/gen_tropical_base/gen_central_lowlands_03/gen_tropical_lowlands_03,15/0/54/0,gen_steppe_hills/gen_central_lowlands_03/gen_central_mountain_transition/gen_steppe_mountain_transition,1
1921,152,6/5/255/255,249/6/0/0,beach_02/debug/?/?,249/6/-1/-1,beach_02/debug/drought/drought_cracks,2
2250,6722,66/41/45/63,98/92/35/30,gen_tropical_lowlands/mountain_02_c_snow/mountain_02_desert_c/central_lowlands_02,0/0/0/0,gen_central_hills/plains_01/plains_01_rough/gen_central_lowlands,0
130,6959,96/67/95/66,144/74/23/14,gen_drylands_lowlands_02/gen_tropical_lowlands_02/gen_drylands_lowlands/gen_tropical_lowlands,0/0/0/0,gen_northern_mountain/gen_central_mountain/gen_northern_hills/gen_central_hills,0
4250,6217,6/5/255/255,248/7/0/0,beach_02/debug/?/?,248/7/-1/-1,beach_02/debug/drought/drought_cracks,2
1934,1066,25/68/66/67,99/82/42/32,forest_leaf_01/gen_tropical_lowlands_03/gen_tropical_lowlands/gen_tropical_lowlands_02,72/0/0/0,forest_leaf_01/gen_central_mountain_transition/gen_central_hills/gen_central_mountain,1
928,7275,25/63/41/66,79/63/59/54,forest_leaf_01/central_lowlands_02/mountain_02_c_snow/gen_tropical_lowlands,69/0/0/0,forest_leaf_01/gen_central_lowlands/plains_01/gen_central_hills,1
911,4149,92/93/64/35,168/63/24/0,gen_desert_mountain/gen_desert_mountain_transition/central_lowlands_03/medi_grass_01,0/0/0/12,gen_northern_lowlands/gen_northern_lowlands_02/gen_central_lowlands_02/gen_northern_lowlands_03,0
3376,510,5/76/84/40,92/92/71/0,debug/gen_central_hills/gen_steppe_mountain/mountain_02_c,45/0/0/0,gen_drylands_lowlands/debug/gen_desert_base/gen_drylands_base,1
2016,4469,45/20/63/85,96/79/40/40,mountain_02_desert_c/drylands_01_grassy/central_lowlands_02/gen_steppe_mountain_transition,0/63/0/0,plains_01_rough/drylands_01_grassy/gen_drylands_lowlands/gen_central_lowlands,1
1157,1518,45/64/63/43,165/90/0/0,mountain_02_desert_c/central_lowlands_03/central_lowlands_02/mountain_02_d_snow,0/0/0/0,plains_01_rough/plains_01/gen_central_lowlands_02/gen_central_lowlands,0
2078,722,99/98/45/104,97/60/51/47,gen_drylands_mountain/gen_drylands_hills/mountain_02_desert_c/gen_northern_lowlands_03,0/0/0/0,gen_mediterranean_lowlands/gen_mediterranean_base/plains_01_rough/gen_mediterranean_mountain_transition,0
891,8136,63/95/62/64,156/78/21/0,central_lowlands_02/gen_drylands_lowlands/central_mountain/central_lowlands_03,0/1/0/0,gen_central_lowlands/gen_northern_hills/gen_central_base/gen_central_lowlands_02,0
744,2138,93/35/92/27,136/77/42/0,gen_desert_mountain_transition/medi_grass_01/gen_desert_mountain/forestfloor,0/44/0/22,gen_northern_lowlands_02/medi_grass_01/gen_northern_lowlands/forestfloor,2
1492,6314,12/18/9/69,87/68/53/47,desert_02/drylands_01/coastline_cliff_desert/gen_tropical_hills,56/44/34/0,desert_02/drylands_01/coastline_cliff_desert/gen_steppe_base,3
