barony,county,ck3_province,seed_x,seed_y,current_centroid_x,current_centroid_y,dist_px,seed_in_current_cell,current_seed_source
b_zoastrias_stand,c_moonglade,2686,2961,2360,2892.7,2387.2,73.5,no,sampled
b_moonrise_towers,c_moonrise,2514,2770,1631,2757.9,1628.0,12.4,yes,capital_position
b_selunes_sanctum,c_moonrise,2515,2760,1596,2754.7,1590.5,7.6,yes,sampled
b_moonkind,c_moonvales,1544,3088,3931,3090.2,3929.2,2.8,yes,capital_position
b_quaervarr,c_moonwood,1991,2686,545,2694.5,537.1,11.6,yes,capital_position
b_moraan,c_moraan,3446,4296,5839,4298.7,5841.1,3.4,yes,capital_position
b_babondo,c_moraan,3448,4285,5835,4338.4,5784.9,73.2,no,sampled
b_rini,c_moraan,3447,4306,5845,4218.5,5827.4,89.3,no,sampled
b_moradask,c_moradask,3340,6081,5106,6087.6,5093.5,14.2,yes,capital_position
b_sugola,c_moradask,3341,6092,5114,6123.9,5081.5,45.6,no,sampled
b_mordulkin,c_mordulkin,2885,4638,2290,4642.7,2296.9,8.4,yes,capital_position
b_toreus,c_mordulkin,2886,4650,2296,4635.0,2270.3,29.8,no,sampled
b_morninggold_keep,c_morninggold,2625,3171,2409,3179.7,2402.0,11.2,yes,capital_position
b_lyllburg,c_morninggold,2627,3139,2446,3137.9,2396.3,49.7,no,sampled
b_mt_noblesse,c_morninggold,2626,3141,2382,3158.5,2462.6,82.5,no,sampled
b_morrowikik,c_morrowikik,796,4601,459,4603.6,424.6,34.5,yes,capital_position
b_qaini,c_morrowikik,797,4621,433,4588.7,529.1,101.4,no,sampled
b_morten,c_mortens_gap,2176,5533,2172,5527.7,2169.2,6.0,yes,capital_position
b_chethel,c_mortik_swamp,2491,4969,3884,4969.8,3883.1,1.2,yes,capital_position
b_morvar,c_morvar,1207,6000,3259,5998.9,3262.9,4.0,yes,capital_position
b_carmuel,c_morvar,1208,5985,3283,6024.8,3254.6,48.9,no,sampled
b_fasianad,c_morvar,1209,6020,3271,5975.5,3249.4,49.5,no,sampled
b_arauvuddelve,c_mosstrunks,868,3710,1496,3727.7,1490.6,18.5,yes,capital_position
b_the_old_stone,c_mosstrunks,869,3720,1487,3696.3,1521.3,41.7,no,sampled
b_moszabbar,c_moszabbar,1782,5201,2059,5186.2,2062.3,15.2,yes,capital_position
b_thazar,c_moszabbar,1783,5221,2071,5243.6,2041.8,36.9,no,sampled
b_treys_anchorage,c_mother_of_mists,1440,1777,3173,1777.7,3173.3,0.7,yes,capital_position
b_motra,c_motra,2344,7888,4146,7861.6,4153.9,27.6,yes,capital_position
b_talung,c_motra,2345,7851,4148,7891.6,4047.1,108.7,no,sampled
b_illefarn_keep,c_mount_illefarn,2099,2481,1156,2477.0,1152.7,5.2,yes,capital_position
b_laughing_hollow,c_mount_illefarn,2100,2490,1146,2497.5,1146.5,7.5,yes,sampled
b_mount_sar,c_mount_sar,2095,2309,1031,2307.2,1028.6,3.0,yes,capital_position
b_sarengard_keep,c_mount_sarengard,3687,3010,2659,3007.6,2653.0,6.5,yes,capital_position
b_vault_of_cloaked_midnight,c_mount_sarengard,3688,3028,2673,3017.9,2677.0,10.9,yes,sampled
b_sundabar_citadel,c_mount_sundabar,827,5049,674,5051.2,671.5,3.3,yes,capital_position
b_ubarka,c_mountain_of_iron,148,6862,507,6863.7,506.0,1.9,yes,capital_position
b_mourktar,c_mourktar,2798,4884,2270,4886.0,2274.0,4.4,yes,capital_position
b_broken_shield,c_mourktar,2800,4869,2260,4860.1,2274.8,17.3,yes,sampled
b_oros,c_mourktar,2799,4884,2274,4909.1,2256.7,30.5,no,sampled
b_ara_mraar,c_mraar_forest,120,1031,2825,1035.4,2825.5,4.4,yes,capital_position
b_mratanga,c_mratanga,48,980,2489,983.3,2488.3,3.3,yes,capital_position
b_mreyelundar,c_mreyelundar,26,605,2831,613.1,2837.9,10.6,yes,capital_position
b_dragonwing,c_mreyelundar,27,614,2810,592.0,2807.7,22.2,yes,sampled
b_msalin,c_msalin,3503,5373,6192,5374.0,6185.4,6.7,yes,capital_position
b_glaurimm_keep,c_mt_hotenow,3590,2234,668,2231.8,669.9,2.9,yes,capital_position
b_gauntlgrym,c_mt_hotenow,3591,2246,652,2246.7,647.7,4.3,yes,sampled
b_muara,c_muara,3183,7450,5010,7453.5,4984.6,25.7,yes,capital_position
b_mulharahold,c_mulharahold,1586,5330,2370,5326.0,2384.7,15.3,yes,capital_position
b_sidu,c_mulharahold,1587,5340,2360,5342.1,2331.0,29.0,no,sampled
b_mulhessen,c_mulhessen,1150,3728,1719,3722.6,1723.3,6.9,yes,capital_position
b_olturret,c_mulhessen,1151,3747,1721,3754.4,1721.4,7.4,yes,sampled
b_mulmaster,c_mulmaster,740,4109,1342,4106.9,1346.5,4.9,yes,capital_position
b_black_altar,c_mulmaster,741,4118,1352,4128.2,1355.1,10.6,yes,sampled
b_mulptan,c_mulptan,2150,5148,1387,5156.8,1395.9,12.6,yes,capital_position
b_mulp_phim,c_mulptan,2151,5131,1373,5135.6,1360.1,13.7,yes,sampled
b_mulsantir,c_mulsantir,2138,5058,1584,5051.4,1568.0,17.3,yes,capital_position
b_arashamar,c_mulsantir,2139,5043,1563,5086.5,1583.7,48.2,no,sampled
b_rikthana,c_mulsanyaar,1780,5185,1643,5219.4,1635.8,35.2,yes,capital_position
b_muluk,c_muluk,3363,5604,4918,5607.2,4928.3,10.7,yes,capital_position
b_ashfah,c_muluk,3364,5651,4924,5656.9,4878.9,45.4,no,sampled
b_athuw,c_muluk,3365,5602,4885,5652.6,4946.9,80.0,no,sampled
b_munli,c_munli,3130,6944,1244,6958.5,1218.3,29.6,yes,capital_position
b_murann,c_murann,228,2596,2196,2609.6,2208.2,18.3,yes,capital_position
b_ommlur_hills,c_murann,229,2631,2214,2608.2,2175.1,45.1,no,sampled
b_murbant,c_murbant,1794,4845,2085,4859.6,2077.1,16.6,yes,capital_position
b_pytharigla,c_murbant,1795,4816,2057,4802.2,2097.3,42.6,yes,sampled
b_muren_tso,c_muren_tso,1473,6813,2880,6816.0,2874.1,6.6,yes,capital_position
b_murghyr,c_murghyr,1636,5383,2262,5380.5,2274.5,12.8,yes,capital_position
b_desarwin,c_murghyr,1638,5354,2235,5376.2,2228.1,23.3,yes,sampled
b_shavshannar,c_murghyr,1637,5367,2268,5412.9,2236.6,55.6,no,sampled
b_murpeth,c_murpeth,528,3456,2372,3458.0,2370.5,2.5,yes,capital_position
b_tulhaspyr,c_murpeth,529,3479,2380,3530.5,2376.0,51.7,no,sampled
b_murr,c_murr,3509,5365,6099,5371.2,6108.2,11.1,yes,capital_position
b_admash,c_murthil,1874,4939,1510,4942.2,1507.1,4.3,yes,capital_position
b_mussum,c_mussum,452,3931,2393,3914.4,2388.5,17.2,yes,capital_position
b_house_of_holy_suffering,c_mussum,453,3929,2372,3964.1,2394.9,41.9,no,sampled
b_deepglen,c_myrloch_vale,2752,1892,1694,1892.5,1691.8,2.2,yes,capital_position
b_blackhoof,c_myrloch_vale,2754,1902,1684,1918.9,1689.2,17.7,no,sampled
b_myrmyr,c_myrmyr,1300,5897,3441,5883.3,3450.5,16.7,yes,capital_position
b_kulpurai,c_myrmyr,1301,5881,3464,5908.2,3418.3,53.2,no,sampled
b_castle_cormanthor,c_myth_drannor,843,3798,1391,3797.3,1391.8,1.1,yes,capital_position
b_cormanthor,c_myth_drannor,844,3776,1397,3773.2,1408.6,12.0,no,sampled
b_dlabraddath,c_myth_drannor,847,3778,1379,3769.7,1388.9,12.9,no,sampled
b_kerradunath,c_myth_drannor,846,3814,1385,3818.0,1384.7,4.0,yes,sampled
b_sheshyrinnam,c_myth_drannor,845,3796,1383,3779.8,1370.5,20.4,no,sampled
b_myth_dyraalis,c_myth_dyraalis,437,3083,2694,3089.4,2694.9,6.5,yes,capital_position
b_argentor,c_myth_dyraalis,438,3049,2696,3051.5,2687.1,9.2,yes,sampled
b_myth_telvondial,c_myth_telvondial,1856,4578,1328,4579.1,1326.1,2.2,yes,capital_position
b_myth_rhynn,c_mytharan_woods,2689,2748,2282,2759.7,2294.0,16.7,yes,capital_position
b_cairn_wheel,c_mytharan_woods,2690,2774,2272,2737.9,2241.4,47.3,no,sampled
b_iphlain,c_naga_plain,569,3847,2585,3848.9,2583.2,2.6,yes,capital_position
b_thalep,c_nagaflow,582,3833,2679,3828.0,2674.9,6.4,yes,capital_position
b_nagai,c_nagai_terrace,3155,7310,1772,7312.5,1770.4,2.9,yes,capital_position
b_nagarana,c_nagarana,2820,4900,2864,4888.2,2875.0,16.2,yes,capital_position
b_nagarr,c_nagarr,580,3747,2612,3771.4,2606.9,25.0,yes,capital_position
b_nagoo,c_nagoo,3144,7335,1985,7324.5,1976.3,13.6,yes,capital_position
b_nahr_al_fil,c_nahr_al_fil,3472,6806,6204,6788.0,6200.5,18.3,yes,capital_position
b_bahandri,c_nahr_al_fil,3473,6788,6177,6790.4,6157.8,19.3,yes,sampled
b_naiganga,c_naiganga,2180,5756,1408,5749.8,1380.1,28.6,yes,capital_position
b_ssthartissssum,c_najara,2924,2881,1379,2890.7,1381.5,10.0,yes,capital_position
b_namtan,c_namtan,2369,7454,4271,7454.2,4267.8,3.2,yes,capital_position
b_nangalore,c_nangalore,610,2117,3441,2133.6,3453.3,20.7,yes,capital_position
b_nanhu,c_nanhu,3105,6532,2258,6520.6,2263.4,12.6,yes,capital_position
b_nanxun,c_nanxun,3039,7480,2866,7512.6,2866.1,32.6,yes,capital_position
b_yueh,c_nanxun,3040,7527,2886,7394.2,2860.8,135.2,no,sampled
b_naon,c_naon,3030,8054,2952,8069.3,2945.9,16.5,yes,capital_position
b_naqayna,c_naqayna,3458,4914,5749,4939.9,5727.4,33.8,yes,capital_position
b_al_ralilah,c_naqq_and_qutil,3553,5873,6531,5905.2,6516.2,35.4,yes,capital_position
b_nar_ormpur,c_nar_ormpur,1833,4787,1219,4788.0,1216.3,2.8,yes,capital_position
b_narari,c_narari,3200,6808,5151,6813.0,5147.6,6.1,yes,capital_position
b_fortress_narder,c_narderwood,1848,4836,1479,4839.9,1475.9,5.0,yes,capital_position
b_narodara,c_narodara,3198,6772,5311,6774.6,5309.7,2.9,yes,capital_position
b_narubel,c_narubel,668,2408,3509,2390.0,3513.4,18.5,yes,capital_position
b_tradewind,c_narubel,669,2393,3533,2420.8,3483.9,56.4,no,sampled
b_narvarr,c_narvarr,51,1027,2411,1017.2,2424.5,16.6,yes,capital_position
b_thera,c_narvarr,52,1052,2393,1055.2,2397.2,5.3,yes,sampled
b_nashkel,c_nashkel,189,2655,1965,2642.8,1968.8,12.8,yes,capital_position
b_high_song,c_nashkel,190,2627,1963,2686.0,1964.2,59.0,no,sampled
b_achernath,c_nath_pass,2475,3966,3771,3966.1,3775.9,4.9,yes,capital_position
b_nathenje,c_nathenje,3205,6755,5516,6751.3,5495.4,20.9,yes,capital_position
b_nathlekh,c_nathlekh,532,3503,2004,3500.9,2015.3,11.5,yes,capital_position
b_kesstar,c_nathlekh,533,3487,2028,3531.8,1975.3,69.2,no,sampled
b_nathoud,c_nathoud,2157,5309,1250,5300.6,1238.6,14.2,yes,capital_position
b_naupau,c_naupau,818,5219,539,5218.5,548.2,9.2,yes,capital_position
b_aktokisasaq,c_naupau,820,5189,511,5176.4,449.5,62.8,no,sampled
b_immuyak,c_naupau,819,5242,515,5243.8,453.0,62.0,no,sampled
b_rrinlurgh,c_naurogloth,3617,2909,1150,2909.7,1153.6,3.6,yes,capital_position
b_sstharalam,c_naurogloth,3618,2870,1156,2963.5,1150.1,93.6,no,sampled
b_sstissamuun,c_naurogloth,3619,2930,1158,2860.3,1165.3,70.0,no,sampled
b_nawal,c_nawal,3211,6485,5602,6451.2,5603.1,33.8,yes,capital_position
b_naysabur,c_naysabur,1714,6114,2540,6132.1,2534.2,19.0,yes,capital_position
b_quas_al_hasani,c_naysabur,1715,6081,2550,6072.3,2550.7,8.8,yes,sampled
b_morgala,c_ndoto,3430,4552,5829,4518.7,5841.1,35.4,yes,capital_position
b_neachal_fountain,c_neachal,1456,7009,2731,6974.7,2734.2,34.4,yes,capital_position
b_moranth,c_neachal,1457,6966,2720,7070.3,2700.3,106.1,no,sampled
b_sarketh,c_nearwoods,554,3972,2454,3961.6,2451.4,10.7,yes,capital_position
b_neldorild,c_neldorild,1616,4965,2554,4965.0,2551.2,2.8,yes,capital_position
b_akimarkia,c_neldorild,1618,4998,2559,4995.1,2533.8,25.3,no,sampled
b_azarota,c_neldorild,1617,4980,2544,5007.4,2565.8,35.0,no,sampled
b_nember,c_nember,2567,2854,1961,2894.7,1943.8,44.1,yes,capital_position
b_nemessor,c_nemessor,248,2244,2227,2241.8,2252.6,25.7,yes,capital_position
b_nemoree_high,c_nemoree_isles,3399,6145,4314,6145.4,4318.4,4.4,yes,capital_position
b_nenvar,c_nenvar,2160,5158,1240,5159.7,1238.4,2.4,yes,capital_position
b_nerth,c_nerth,2702,1699,1217,1701.7,1214.2,3.9,yes,capital_position
b_neryudzhan,c_neryudzhan,2182,5316,1059,5313.8,1050.9,8.4,yes,capital_position
b_nesme,c_nesme,1985,2518,644,2529.5,644.5,11.5,yes,capital_position
b_mornbryns_shield,c_nesme,1986,2520,672,2516.0,684.7,13.3,yes,sampled
b_nethentir,c_nethentir,1766,4810,1875,4795.8,1877.8,14.5,yes,capital_position
b_the_fanfare,c_nethentir,1767,4818,1850,4821.5,1821.2,29.0,no,sampled
b_nether_keep,c_nether_mountains,3611,2950,687,2955.6,684.7,6.1,yes,capital_position
b_ammarindar,c_nether_mountains,3612,2959,677,2895.8,680.9,63.4,no,sampled
b_aerithaes_rest,c_netheril_river,311,3518,926,3502.9,943.0,22.7,yes,capital_position
b_nethjet,c_nethjet,1768,4824,1918,4832.6,1918.2,8.6,yes,capital_position
b_eshyas,c_nethjet,1769,4828,1930,4832.0,1953.9,24.2,no,sampled
b_melmas,c_nethjet,1770,4810,1913,4792.8,1921.1,19.1,no,sampled
b_nethra,c_nethra,2846,4496,2024,4489.5,2009.4,16.0,yes,capital_position
b_teth,c_nethra,2847,4523,2030,4525.1,2022.6,7.7,yes,sampled
b_castle_never,c_neverwinter,2121,2178,748,2179.0,751.3,3.4,yes,capital_position
b_blacklake,c_neverwinter,2123,2188,767,2203.2,755.1,19.3,yes,sampled
b_neverdeath,c_neverwinter,2124,2197,754,2187.4,729.0,26.8,no,sampled
b_the_academy,c_neverwinter,2122,2189,754,2167.1,726.9,34.8,no,sampled
b_thundertree,c_neverwinter_wood,2130,2223,724,2224.8,725.2,2.2,yes,capital_position
b_charwood,c_neverwinter_wood,2131,2248,746,2248.1,740.6,5.4,yes,sampled
b_xinlenal,c_neverwinter_wood,2132,2246,724,2200.2,713.3,47.0,no,sampled
b_new_sarshel,c_new_sarshel,1847,4570,1574,4572.7,1572.4,3.2,yes,capital_position
b_nezras,c_nezras,1239,5303,2671,5307.9,2634.2,37.1,yes,capital_position
b_ni_ko,c_ni_ko,3165,6321,1432,6308.1,1412.9,23.0,yes,capital_position
b_beorunnas_well,c_night_trees,1992,2764,517,2767.9,514.6,4.6,yes,capital_position
b_nimlith,c_nimlith,966,270,1524,260.1,1524.9,10.0,yes,capital_position
b_alens,c_nimlith,968,276,1547,280.0,1555.5,9.4,yes,sampled
b_jave_alari,c_nimlith,967,286,1537,267.9,1489.6,50.7,no,sampled
b_nimpeth,c_nimpeth,584,3726,2407,3723.2,2404.7,3.7,yes,capital_position
b_acham,c_nimpeth,587,3710,2430,3750.9,2385.1,60.7,no,sampled
b_kelgeth,c_nimpeth,586,3749,2407,3683.8,2417.0,66.0,no,sampled
b_woren,c_nimpeth,585,3728,2387,3775.0,2422.2,58.7,no,sampled
b_nimsur,c_nimsur,1418,1302,4185,1301.2,4190.4,5.5,yes,capital_position
b_vessyral,c_nimsur,1420,1285,4158,1304.1,4142.7,24.5,yes,sampled
b_vindal,c_nimsur,1419,1287,4209,1314.3,4105.8,106.7,no,sampled
b_nisalin,c_nisalin,1584,5113,2456,5116.9,2449.9,7.3,yes,capital_position
b_alirmote,c_nisalin,1585,5090,2452,5101.0,2491.8,41.3,no,sampled
b_nixning,c_nix,1385,6751,4516,6744.3,4524.7,11.0,yes,capital_position
b_njast,c_njast,1820,4865,1223,4866.3,1220.7,2.6,yes,capital_position
b_nleeth,c_nleeth_and_amah,519,3878,2280,3872.7,2280.5,5.3,yes,capital_position
b_amah,c_nleeth_and_amah,520,3864,2264,3903.2,2271.4,39.9,no,sampled
b_nogoonraat,c_nogoonraat,3133,6905,1059,6891.5,1075.1,21.0,yes,capital_position
b_nolin,c_nolin,1164,3538,1784,3525.5,1776.9,14.4,yes,capital_position
b_jarliel,c_nolin,1165,3516,1774,3567.5,1792.7,54.8,no,sampled
b_nonthal,c_nonthal,500,3976,2112,3974.8,2111.7,1.2,yes,capital_position
b_peldrathans_pool,c_nonthal,503,3995,2124,3970.4,2132.7,26.1,no,sampled
b_sambryntyn,c_nonthal,502,3985,2102,4001.1,2105.3,16.5,no,sampled
b_noondai,c_noondai,3172,6124,1217,6140.4,1209.8,17.9,yes,capital_position
b_hammerstaad,c_norheim,2768,1881,1356,1868.4,1363.5,14.6,yes,capital_position
b_nornglast,c_nornglast,62,931,2604,932.2,2600.9,3.3,yes,capital_position
b_sethemyne,c_north_fornaluit,2500,4144,3765,4141.8,3760.1,5.4,yes,capital_position
b_north_peak,c_north_peak,3606,2918,803,2918.0,800.7,2.3,yes,capital_position
b_fellridge,c_north_peak,3607,2926,814,2943.2,839.5,30.8,no,sampled
b_vigilant_towers,c_north_peak,3608,2940,834,2930.1,822.4,15.3,no,sampled
b_quickwinds,c_north_reaching_wood,2569,2946,1616,2943.8,1603.5,12.7,yes,capital_position
b_coniferia,c_north_rystall,725,3681,1098,3685.8,1100.3,5.3,yes,capital_position
b_misthome,c_north_winterwood,592,3704,2466,3703.1,2464.0,2.1,yes,capital_position
b_drawn_swords,c_northdark_woods,2572,2987,1522,2986.5,1518.6,3.4,yes,capital_position
b_graystaad,c_northwind,2771,1928,1367,1940.5,1335.8,33.6,yes,capital_position
b_nouarada,c_nouarada,3328,5117,5501,5131.9,5481.4,24.6,yes,capital_position
b_kir_sabal,c_nsi,612,2146,3423,2159.4,3428.8,14.6,yes,capital_position
b_edieh,c_nsi,613,2160,3423,2151.9,3393.2,30.9,no,sampled
b_nun,c_nun,464,4181,2276,4174.9,2268.7,9.5,yes,capital_position
b_horlord,c_nun,465,4200,2288,4202.2,2286.1,2.9,yes,sampled
b_st_vale,c_nunwood,470,4242,2251,4251.5,2247.6,10.1,yes,capital_position
b_nuthretos,c_nuthretos,1807,5043,1965,5043.1,1960.1,4.9,yes,capital_position
b_hurkh,c_nuthretos,1808,5060,1938,5065.9,1926.3,13.1,yes,sampled
b_mophur,c_nuthretos,1809,5027,1989,5011.4,1986.0,15.9,yes,sampled
b_chalasam,c_nyangumi,3431,4658,5954,4665.3,5950.7,8.0,yes,capital_position
b_port_nyanzaru,c_nyanzaru,605,2082,3241,2074.7,3247.3,9.6,yes,capital_position
b_agwun,c_nyanzaru,606,2053,3214,2051.2,3201.8,12.3,yes,sampled
b_babyth,c_nyanzaru,607,2066,3265,2121.1,3247.6,57.8,no,sampled
b_nykkar,c_nykkar,362,2887,2696,2885.8,2691.7,4.4,yes,capital_position
b_olympus_dag,c_nykkar,364,2913,2683,2908.8,2693.7,11.5,no,sampled
b_st_faelar,c_nykkar,363,2883,2679,2914.8,2676.2,32.0,no,sampled
b_nymphwood,c_nymphwood,2688,2887,2298,2883.3,2299.4,3.9,yes,capital_position
b_nyth,c_nyth,1866,4589,1637,4596.8,1642.9,9.8,yes,capital_position
b_ethdale,c_nyth,1867,4560,1610,4574.5,1614.8,15.3,yes,sampled
b_obarval,c_obarval,546,3186,1950,3184.8,1959.9,10.0,yes,capital_position
b_oceansigh,c_oceans_sigh,58,1150,2286,1147.5,2285.6,2.5,yes,capital_position
b_ochoq,c_ochoq,2184,5238,720,5231.8,740.5,21.4,yes,capital_position
b_qugong,c_ochre_hills,2972,7269,2454,7272.3,2458.3,5.4,yes,capital_position
b_battachi,c_odesh,3196,7165,4901,7149.4,4875.4,30.0,yes,capital_position
b_citadel_oghrann,c_oghrann,2580,3133,1731,3135.9,1729.2,3.5,yes,capital_position
b_ohmai,c_ohmai,2364,7787,4295,7842.4,4300.8,55.7,yes,capital_position
b_pabex,c_ohmai,2365,7796,4285,7687.9,4292.3,108.4,no,sampled
b_mount_okk,c_okk,809,4114,933,4113.0,933.1,1.0,yes,capital_position
b_ice_castle,c_okk,810,4144,957,4160.7,961.9,17.5,yes,sampled
b_olafstaad,c_olafstaad,2739,1945,1492,1948.0,1494.9,4.2,yes,capital_position
b_norcaster,c_olafstaad,2740,1935,1463,1939.9,1459.0,6.3,yes,sampled
b_olattan,c_olattan,169,7597,492,7628.4,481.1,33.2,yes,capital_position
b_drivendelve,c_old_drivendelve,3626,3788,2110,3778.1,2112.0,10.1,yes,capital_position
b_khagkohldur,c_old_drivendelve,3627,3798,2100,3818.6,2101.8,20.6,no,sampled
b_tolling_hill,c_old_road,577,4070,2776,4066.6,2763.5,13.0,yes,capital_position
b_old_well,c_old_well,2566,3010,1928,2999.8,1935.1,12.4,yes,capital_position
b_olomaa,c_olomaa,262,3233,1225,3235.8,1220.9,5.0,yes,capital_position
b_olstone,c_olstone,1364,6731,3783,6729.1,3779.0,4.5,yes,capital_position
b_pebrook,c_olstone,1365,6696,3773,6676.9,3759.8,23.2,yes,sampled
b_olum,c_olum,556,4095,2575,4098.8,2570.2,6.1,yes,capital_position
b_olung,c_olung,608,2096,3345,2096.3,3329.6,15.4,yes,capital_position
b_olyniak,c_olyniak,812,4415,418,4416.4,415.3,3.1,yes,capital_position
b_omm,c_ommvale,1345,6581,3626,6556.7,3623.4,24.5,yes,capital_position
b_orurva,c_ommvale,1346,6546,3626,6634.9,3634.8,89.3,no,sampled
b_omu,c_omu,629,1980,3527,1974.5,3528.1,5.6,yes,capital_position
b_aataz_yklawzi,c_omu,630,2019,3535,2048.3,3540.0,29.8,no,sampled
b_bibiwe,c_omu,631,1961,3517,2011.0,3550.7,60.3,no,sampled
b_biloga,c_omu,632,2000,3527,2037.6,3512.2,40.4,no,sampled
b_ondathel,c_ondathel,3678,3722,1023,3715.8,1020.0,6.9,yes,capital_position
b_brightfalls,c_ondathel,3680,3755,1029,3738.7,1023.9,17.1,no,sampled
b_esham,c_ondathel,3679,3741,1025,3756.4,1030.5,16.3,no,sampled
b_ondene,c_ondene,3160,7730,1229,7733.0,1226.6,3.8,yes,capital_position
b_arselyndaar,c_ong_woods,2072,2598,890,2605.9,890.6,7.9,yes,capital_position
b_caelpiir,c_ong_woods,2074,2596,875,2563.3,897.4,39.6,no,sampled
b_sylfaaril,c_ong_woods,2073,2631,853,2646.8,852.2,15.8,yes,sampled
b_oostar,c_oostar,1562,3258,3593,3248.6,3591.6,9.5,yes,capital_position
b_seatower_of_ilinyth,c_open_marches,2907,2465,1303,2469.8,1299.8,5.8,yes,capital_position
b_moon_isle,c_open_marches,2909,2483,1305,2453.6,1275.0,42.0,no,sampled
b_scathril,c_open_marches,2908,2467,1289,2505.7,1313.5,45.9,no,sampled
b_maranetha,c_oraundil,31,581,2952,583.8,2946.9,5.8,yes,capital_position
b_orbedal_tower,c_orbedal,2913,2496,1389,2498.0,1387.3,2.6,yes,capital_position
b_little_orbrekh,c_orbrekh_hills,1095,3628,2108,3630.5,2107.9,2.5,yes,capital_position
b_kenvale,c_orbrekhland,536,3511,2088,3521.8,2083.9,11.6,yes,capital_position
b_ordulin,c_ordulin,921,3815,1619,3808.9,1613.4,8.3,yes,capital_position
b_bower_of_the_lady,c_ordulin,922,3841,1602,3847.0,1607.7,8.3,yes,sampled
b_ornstar,c_ordulin,923,3800,1643,3811.0,1647.0,11.7,yes,sampled
b_oreme,c_oreme,297,3137,1090,3129.7,1091.7,7.5,yes,capital_position
b_orgymist,c_orgymist,12,950,2907,953.6,2907.2,3.6,yes,capital_position
b_orithar,c_orithar,1050,4589,1911,4589.4,1914.4,3.4,yes,capital_position
b_dahst,c_orithar,1051,4560,1883,4561.3,1892.2,9.3,yes,sampled
b_furthinghome,c_orithar,1052,4609,1922,4618.7,1899.1,24.8,no,sampled
b_orlil,c_orlil,1437,1906,2939,1907.4,2938.8,1.4,yes,capital_position
b_orlumbor,c_orlumbor,2531,2428,1358,2429.9,1356.5,2.5,yes,capital_position
b_ormath,c_ormath,537,3509,2296,3490.0,2294.4,19.1,yes,capital_position
b_stessarun,c_ormath,538,3557,2282,3581.8,2286.4,25.2,yes,sampled
b_ormen,c_ormen,1411,1300,4268,1302.6,4265.3,3.7,yes,capital_position
b_kengers,c_ormen,1414,1271,4240,1319.4,4283.8,65.2,no,sampled
b_ovrdal,c_ormen,1413,1289,4248,1300.3,4242.4,12.6,yes,sampled
b_promasur,c_ormen,1412,1304,4258,1345.6,4279.2,46.7,no,sampled
b_ormpe,c_ormpe,1223,5582,3398,5581.8,3393.2,4.8,yes,capital_position
b_chanyist,c_ormpe,1225,5553,3370,5548.9,3386.7,17.2,yes,sampled
b_muramba,c_ormpe,1224,5602,3410,5613.2,3407.9,11.4,yes,sampled
b_ormpetarr,c_ormpetarr,562,3829,2503,3824.6,2498.8,6.1,yes,capital_position
b_glukharks_delve,c_ormpetarr,564,3814,2526,3853.4,2511.3,42.1,no,sampled
b_tillisetr,c_ormpetarr,565,3841,2520,3823.6,2523.4,17.7,no,sampled
b_xems,c_ormpetarr,563,3849,2503,3830.9,2469.4,38.2,no,sampled
b_ormpur,c_ormpur,1514,3522,3210,3544.4,3211.5,22.5,yes,capital_position
b_makath_jaam,c_ormpur,1515,3493,3183,3479.0,3199.5,21.6,yes,sampled
b_orogoth,c_orogoth,2946,2750,1234,2738.7,1243.5,14.8,yes,capital_position
b_orolunga,c_orolunga,617,1892,3326,1894.7,3332.4,6.9,yes,capital_position
b_oroth,c_oroth,70,1017,2667,1020.0,2665.2,3.5,yes,capital_position
b_orphar,c_orphar,1557,3028,3824,3004.0,3833.0,25.7,yes,capital_position
b_orpher,c_orpher,1198,5565,3228,5576.7,3232.9,12.7,yes,capital_position
b_vurpar,c_orpher,1199,5535,3200,5528.6,3188.0,13.6,yes,sampled
b_orvyltar,c_orvyltar,1262,6133,3441,6132.5,3439.5,1.6,yes,capital_position
b_anksal,c_orvyltar,1263,6104,3413,6104.8,3435.1,22.1,yes,sampled
b_asbalt,c_orvyltar,1264,6118,3464,6144.3,3410.7,59.4,no,sampled
b_monyri,c_orvyltar,1265,6153,3453,6131.4,3469.9,27.5,no,sampled
b_oryndoll,c_oryndoll,3630,3688,2184,3689.0,2183.0,1.4,yes,capital_position
b_ring_caverns,c_oryndoll,3631,3698,2174,3680.8,2165.0,19.4,no,sampled
b_thrall_caverns,c_oryndoll,3632,3708,2196,3703.3,2199.0,5.5,yes,sampled
b_oslin,c_oslin,484,4335,2452,4328.2,2460.8,11.1,yes,capital_position
b_fel_atas,c_oslin,485,4306,2425,4345.6,2409.3,42.6,no,sampled
b_stormsteer,c_ospkur,516,3663,2352,3648.2,2353.1,14.8,yes,capital_position
b_praka,c_ostel,696,4339,1324,4335.9,1320.8,4.5,yes,capital_position
b_brotha,c_ostel,697,4339,1346,4323.5,1271.1,76.5,no,sampled
b_portith,c_ostel,698,4331,1303,4353.6,1367.6,68.5,no,sampled
b_otennath,c_otennath,2483,5006,3789,4988.8,3786.3,17.4,yes,capital_position
b_shoun,c_otennath,2484,4976,3761,5054.8,3788.0,83.3,no,sampled
b_othars_hand,c_othars_hand,956,392,1584,390.4,1589.6,5.8,yes,capital_position
b_springshadow,c_othars_hand,958,372,1574,349.3,1577.0,22.9,yes,sampled
