table,ck2_key,column,status,token,verdict,live_hits,info_hits,evidence
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,culture,found,4087,9,common/council_positions/00_council_positions.txt:661
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,religion,found,4067,29,common/council_positions/00_council_positions.txt:664
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,dynasty,found,4060,36,common/scripted_character_templates/04_ep2_character_templates.txt:3
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,dynasty_splendor_level,found,164,0,common/bookmarks/bookmarks/00_bookmarks.txt:14
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,difficulty,found,195,0,common/game_rules/00_game_rules.txt:1
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,position,found,3988,108,common/council_positions/00_council_positions.txt:137
character_fields.csv,selectable_character = { id age name title title_name character = { ... } },ck3_key,approx,animation,found,1251,45,common/task_contracts/laamp_base_contracts.txt:1025
character_fields.csv,(none),ck3_key,none,type,found,3953,143,common/council_positions/00_council_positions.txt:887
character_fields.csv,(none),ck3_key,none,id,found,1541,1,common/scripted_character_templates/00_mongol_templates.txt:2
character_fields.csv,(none),ck3_key,none,age,found,3277,10,common/scripted_character_templates/04_ep2_character_templates.txt:2
character_fields.csv,(none),ck3_key,none,genes,found,776,2,common/dna_data/00_mpo_dna.txt:4
character_fields.csv,(none),ck3_key,none,entity,found,399,8,common/defines/jomini/portraits.txt:9
character_fields.csv,(none),default_when_none,none,file,found,412,22,common/house_aspirations/00_admin_house_powers.txt:142
character_fields.csv,(none),default_when_none,none,entirely,found,27,7,common/casus_belli_types/03_fp2_wars.txt:595
