county,defined,built,max_settlements
c_winterglen,7,2,3
c_winterkeep,7,1,3
c_winters_edge,7,1,3
c_wintersburn,7,1,2
c_wolfwoods,7,1,3
c_womford,7,2,3
c_wood_of_flam,7,1,3
c_wood_of_sharp_teeth,7,1,3
c_wrecking_coast,9,1,4
c_wrights_ferry,7,1,2
c_wyngate,7,3,3
c_wyrmdoom_crag,7,1,1
c_wyrms_tooth,7,3,3
c_wyvernwater,8,3,5
c_xair,7,1,3
c_xiltor,7,1,4
c_xirev,7,1,4
c_xoraar,9,2,3
c_xorhun,7,2,4
c_xothaerin,7,0,
c_xuheing,7,1,3
c_xul_jarak,7,2,3
c_yaks_horn,7,2,3
c_yallasch,7,2,4
c_yao_sai,7,2,4
c_yarlhang_la,7,1,3
c_yarrat,7,1,3
c_yartar,7,4,5
c_yarthrain,7,1,3
c_yaulazna,7,2,3
c_yaunoroth,7,3,4
c_yegororyanen,7,1,3
c_yellow_serpent,7,1,3
c_yenching,7,4,5
c_yeshpek,7,2,3
c_yhaunn,8,4,5
c_yhep,7,2,3
c_yidyn,7,1,3
c_yinazzil,7,3,4
c_ylraphon,7,2,4
c_yohun_fields,7,1,3
c_yorash,7,1,3
c_yorduul,7,1,3
c_ysawis,7,3,3
c_yudol,7,1,3
c_yuirwood,7,3,4
c_yulash,7,3,5
c_yumbu_shan,7,2,3
c_zabad,7,4,5
c_zabbasz,7,3,4
c_zada,7,1,3
c_zamazda,7,2,3
c_zamsgrove,7,1,3
c_zanda_tholing,7,1,3
c_zanhoriloch,7,3,4
c_zanzazzar,7,1,3
c_zarif,7,3,4
c_zayir,7,2,4
c_zaym,7,2,3
c_zaz_in_vintor,7,3,4
c_zeibiley,7,3,4
c_zelbross,7,3,4
c_zelpir,7,2,3
c_zendar,7,3,4
c_zendum,7,4,5
c_zhentil_keep,7,4,6
c_zhoman,7,1,3
c_zill,7,2,4
c_zoahua,7,2,3
c_zoajing,7,3,4
c_zokir,7,0,
c_zolum,7,3,4
c_zoundar,7,1,3
c_zoy_zando,7,1,3
c_zundbridge,7,4,5
c_zutria,7,2,4
c_zuwaruk,7,1,2
c_zzuntal,7,2,3
