ck2_trait,source_file,ck3_treatment,note
lich,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
lich_baelnorn,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
lifespan_1000,misc_traits.txt,port,misc character trait
lifespan_150,misc_traits.txt,port,misc character trait
lifespan_160,misc_traits.txt,port,misc character trait
lifespan_180,misc_traits.txt,port,misc character trait
lifespan_200,misc_traits.txt,port,misc character trait
lifespan_250,misc_traits.txt,port,misc character trait
lifespan_300,misc_traits.txt,port,misc character trait
lifespan_350,misc_traits.txt,port,misc character trait
lifespan_400,misc_traits.txt,port,misc character trait
lifespan_500,misc_traits.txt,port,misc character trait
lifespan_600,misc_traits.txt,port,misc character trait
lifespan_800,misc_traits.txt,port,misc character trait
lifespan_ageless,misc_traits.txt,port,misc character trait
longevity,race_traits.txt,race_trait,creature/race trait; owned by the races lane (docs/design_races.md)
loyal,roleplaying_traits.txt,comment,roleplaying marker read by Faerun events
lucid,acquired_traits.txt,port,acquired character trait
master_aristocrat,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_artificer,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_barbarian,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_bard,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_cleric,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_druid,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_fighter,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_monk,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_paladin,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_psion,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_ranger,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_rogue,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_shadow,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_sorcerer,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_warlock,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
master_wizard,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
moralist,religious_traits.txt,comment,chosen-of-deity trait tied to the CK2 religion system
mutant,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
natural_lycanthrope,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
obnoxious,acquired_traits.txt,port,acquired character trait
orcs_lodge_leader,02_traits.txt,port,Faerun addition to the vanilla trait file
origin_aberrant_mind,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
origin_divine_soul,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
origin_draconic,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
origin_shadow,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
origin_storm,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
origin_wild_magic,template_traits.txt,race_trait,"creature template (lycanthrope, feytouched, ...); owned by the races lane"
padhran_mountain,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
padhran_ocean,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
padhran_river,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
paladin,character_class_traits.txt,comment,D&D class/level system; no CK3 equivalent
patron_abbathor,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_achazar,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_aerdrie_faenya,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_agni,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_ai_ching,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_akadi,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_amaunator,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_anhur,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_arvoreen,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_asgorath,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_astilabor,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_auppenser,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_auril,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_azul,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_azuth,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_baervan_wildwanderer,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_bahamut,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_bahgtru,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_bala,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_balder,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_bane,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_baphomet,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_baravar_cloakshadow,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_bazim_gorag,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_berronar_truesilver,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_beshaba,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_bhaal,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_blibdoolpoolp,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_botu_astok,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_brandobaris,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_callarduran_smoothhands,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_celestian,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_chan_cheng,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_chauntea,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_chen_hsiang,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_chih_shih,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_cirotralech,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_clangeddin_silverbeard,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_corellon_larethian,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_cyrrollalee,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_demogorgon,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_dendar,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_deneir,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_diirinka,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_dugmaren_brightmantle,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_dumathoin,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_dunatis,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_eha,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_eldath,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_elder_evil,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_elemental_evil,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_eltab,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_emmantiensien,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_erevan_ilesere,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_essylliss,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_fa_kuan,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_fenmarel_mestarine,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_finder_wyvernspur,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_flandal_steelskin,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_fraz_urbluu,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_fzoul_chembryl,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_gaerdal_ironhand,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_garagos,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_gargauth,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_garl_glittergold,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_garyx,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_geb,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_ghaunadaur,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_gilgeam,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_gond,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_gorm_gulthyn,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_grazzt,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_grumbar,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_gruumsh,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_gwaeron_windstrom,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_haela_brightaxe,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_hajama,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_hakiyah,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_haku,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_hanali_celanil,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_hathor,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_helm,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_hlal,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_hoar,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_horus_re,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_hsing_yong,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_hyrsam,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_ibrandul,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_ilmater,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_ilneval,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_indra,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_isis,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_istishia,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_iyachtu_xvim,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_jarmik,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_jergal,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_jisan,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_karrrga,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_kelemvor,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_kereska,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_kiga,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_kiltzi,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_kor,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_kossuth,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_kurtulmak,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_kwan_ying,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_labelas_enoreth,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_laogzed,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_lathander,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_leira,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_lendys,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_lliira,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_lolth,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_lost_one,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_loviatar,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_lurue,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_luthic,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_malar,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_malcanthet,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_marthammor_duin,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_mask,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_maztica,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_mielikki,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_migal,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_milil,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_moander,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_moradin,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_myrkul,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_mystra,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_najm,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_nehushta,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_nephthys,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_nergal,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_nobanion,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_nula,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_null,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_nung_chiang,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_oberon,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_obould,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_oghma,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_orcus,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_osiris,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_pag,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_pazuzu,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_plutoq,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_poseidon,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_prometheus,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_ptah,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_qotal,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_ragarra,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_ravanna,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_raven_queen,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_re,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_red_knight,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_rillifane_rallathil,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_rorn,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_sardior,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_savras,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_sebek,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_segojan_earthcaller,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_sehanine_moonbow,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_selune,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_selvetarm,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_semuanya,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_sess_innek,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_set,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_shajar,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_shar,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_sharess,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_shargaas,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_sharindlar,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_shaundakul,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_sheela_peryroyl,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_shekinester,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_shevarash,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_shiallia,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_shu_chia,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_siamorphe,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_silvanus,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_simbul,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_skerrit,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_solonor_thelandira,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_sseth,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_sune,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_talona,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_talos,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_tamara,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_task,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_telos,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_tempus,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_tezca,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_the_drummer,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_thoth,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_tiamat,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_titania,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_torm,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_trickster_gods,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_tymora,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_tyr,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_umberlee,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
patron_untamo,god_patron_traits.txt,comment,"god-patron trait, drives CK2 <trait>_opinion modifiers; no CK3 equivalent"
