ck2_code,occurrences,scope_chain,function,status,ck3_code,evidence
[secret_religion_recruiter.GetDynName],4,secret_religion_recruiter,GetDynName,named_scope,[secret_religion_recruiter.GetHouse.GetBaseName],Faerun/Faerun/localisation/MonksAndMystics.csv:1892
[secret_religion_recruitee.GetSheHe],4,secret_religion_recruitee,GetSheHe,named_scope,[secret_religion_recruitee.GetSheHe],Faerun/Faerun/localisation/MonksAndMystics.csv:1897
[secret_religion_recruiter.GetFaceDescription],4,secret_religion_recruiter,GetFaceDescription,custom,[secret_religion_recruiter.Custom('GetFaceDescription')],Faerun/Faerun/localisation/MonksAndMystics.csv:1901
[secret_religion_recruiter.GetSRFarewell],4,secret_religion_recruiter,GetSRFarewell,custom,[secret_religion_recruiter.Custom('GetSRFarewell')],Faerun/Faerun/localisation/MonksAndMystics.csv:1902
[Root.Get_le_ScriptureSecret],4,Root,Get_le_ScriptureSecret,custom,[ROOT.Char.Custom('Get_le_ScriptureSecret')],Faerun/Faerun/localisation/MonksAndMystics.csv:1905
[Root.GetSocietyRankUpTooltip1],4,Root,GetSocietyRankUpTooltip1,custom,[ROOT.Char.Custom('GetSocietyRankUpTooltip1')],Faerun/Faerun/localisation/MonksAndMystics.csv:2183
[Root.GetSocietyRankUpTooltip3],4,Root,GetSocietyRankUpTooltip3,custom_unverified,[ROOT.Char.Custom('GetSocietyRankUpTooltip3')],Faerun/Faerun/localisation/MonksAndMystics.csv:2184
[Root.GetSocietyRankUpTooltip4],4,Root,GetSocietyRankUpTooltip4,custom,[ROOT.Char.Custom('GetSocietyRankUpTooltip4')],Faerun/Faerun/localisation/MonksAndMystics.csv:2185
[From.GetTrueReligionAdherent],4,From,GetTrueReligionAdherent,custom,[ck2_from.Custom('GetTrueReligionAdherent')],Faerun/Faerun/localisation/MonksAndMystics.csv:2195
[worried_secret_member.GetIlElle],4,worried_secret_member,GetIlElle,custom,[worried_secret_member.Custom('GetIlElle')],Faerun/Faerun/localisation/MonksAndMystics.csv:2232
[worried_secret_member.Get_E],4,worried_secret_member,Get_E,custom,[worried_secret_member.Custom('Get_E')],Faerun/Faerun/localisation/MonksAndMystics.csv:2232
[society_art_observer.GetFirstName],4,society_art_observer,GetFirstName,named_scope,[society_art_observer.GetFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:2258
[society_character.GetSheHe],4,society_character,GetSheHe,named_scope,[society_character.GetSheHe],Faerun/Faerun/localisation/MonksAndMystics.csv:2266
[demander.GetLordLady],4,demander,GetLordLady,named_scope,[demander.GetLadyLord],Faerun/Faerun/localisation/MonksAndMystics.csv:2282
[demander.Religion.GetName],4,demander.Religion,GetName,named_scope,[demander.GetFaith.GetName],Faerun/Faerun/localisation/MonksAndMystics.csv:2282
[relic_hunter.GetManWoman],4,relic_hunter,GetManWoman,custom,[relic_hunter.Custom('GetManWoman')],Faerun/Faerun/localisation/MonksAndMystics.csv:2295
[FromFrom.GetSonDaughter],4,FromFrom,GetSonDaughter,mapped,[ck2_fromfrom.Custom('DaughterSon')],Faerun/Faerun/localisation/MonksAndMystics.csv:2316
[Root.GetSocietyRankUpTooltip2],4,Root,GetSocietyRankUpTooltip2,custom,[ROOT.Char.Custom('GetSocietyRankUpTooltip2')],Faerun/Faerun/localisation/MonksAndMystics.csv:2421
[original_item_owner.Religion.TrueReligion.GetName],4,original_item_owner.Religion.TrueReligion,GetName,named_scope,[original_item_owner.GetFaith.GetFaith.GetName],Faerun/Faerun/localisation/MonksAndMystics.csv:2619
[monastic_befriender.GetMenWomenPreference],4,monastic_befriender,GetMenWomenPreference,custom,[monastic_befriender.Custom('GetMenWomenPreference')],Faerun/Faerun/localisation/MonksAndMystics.csv:2642
[monastic_artifact_blackmailer.GetSocietyRank],4,monastic_artifact_blackmailer,GetSocietyRank,custom,[monastic_artifact_blackmailer.Custom('GetSocietyRank')],Faerun/Faerun/localisation/MonksAndMystics.csv:2707
[monastic_artifact_blackmailer.GetFirstName],4,monastic_artifact_blackmailer,GetFirstName,named_scope,[monastic_artifact_blackmailer.GetFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:2707
[monastic_artifact_lover.GetFirstName],4,monastic_artifact_lover,GetFirstName,named_scope,[monastic_artifact_lover.GetFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:2714
[admin_bonus_province.GetName],4,admin_bonus_province,GetName,named_scope,[admin_bonus_province.GetName],Faerun/Faerun/localisation/MonksAndMystics.csv:2732
[From.job_chancellor.GetHerHis],4,From.job_chancellor,GetHerHis,unmapped,<!CK2:From.job_chancellor.GetHerHis!>,Faerun/Faerun/localisation/MonksAndMystics.csv:2812
[FromFromFromFrom.GetHolding],4,FromFromFromFrom,GetHolding,custom,[ck2_fromfromfromfrom.Custom('GetHolding')],Faerun/Faerun/localisation/MonksAndMystics.csv:2819
[FromFromFromFrom.GetName],4,FromFromFromFrom,GetName,mapped,[ck2_fromfromfromfrom.GetName],Faerun/Faerun/localisation/MonksAndMystics.csv:2819
[wounded_location.GetName],4,wounded_location,GetName,named_scope,[wounded_location.GetName],Faerun/Faerun/localisation/MonksAndMystics.csv:2945
[FromFromFrom.Religion.GetRandomEvilGodName],4,FromFromFrom.Religion,GetRandomEvilGodName,mapped,[ck2_fromfromfrom.GetFaith.EvilGodName],Faerun/Faerun/localisation/MonksAndMystics.csv:2946
[FromFromFrom.GetSubjectPronounCap],4,FromFromFrom,GetSubjectPronounCap,mapped,[ck2_fromfromfrom.GetSheHe|U],Faerun/Faerun/localisation/MonksAndMystics.csv:2946
[FromFromFrom.GetIlElleCap],4,FromFromFrom,GetIlElleCap,custom,[ck2_fromfromfrom.Custom('GetIlElleCap')],Faerun/Faerun/localisation/MonksAndMystics.csv:2946
[target_spy_on.Get_E],4,target_spy_on,Get_E,custom,[target_spy_on.Custom('Get_E')],Faerun/Faerun/localisation/MonksAndMystics.csv:2952
[claimant_claim.GetName],4,claimant_claim,GetName,named_scope,[claimant_claim.GetName],Faerun/Faerun/localisation/MonksAndMystics.csv:2959
[gathering_companion.GetSocietyRank],4,gathering_companion,GetSocietyRank,custom,[gathering_companion.Custom('GetSocietyRank')],Faerun/Faerun/localisation/MonksAndMystics.csv:3055
[gathering_companion.Get_Le_TitledFirstName],4,gathering_companion,Get_Le_TitledFirstName,custom,[gathering_companion.Custom('Get_Le_TitledFirstName')],Faerun/Faerun/localisation/MonksAndMystics.csv:3060
[target_child.Get_E],4,target_child,Get_E,custom,[target_child.Custom('Get_E')],Faerun/Faerun/localisation/MonksAndMystics.csv:3157
[target_spouse.GetOnA],4,target_spouse,GetOnA,custom,[target_spouse.Custom('GetOnA')],Faerun/Faerun/localisation/MonksAndMystics.csv:3158
[target_friend.Get_E],4,target_friend,Get_E,custom,[target_friend.Custom('Get_E')],Faerun/Faerun/localisation/MonksAndMystics.csv:3159
[temple_site.Holder.GetHerHim],4,temple_site.Holder,GetHerHim,named_scope,[temple_site.GetHolder.GetHerHim],Faerun/Faerun/localisation/MonksAndMystics.csv:3226
[infiltration_target.Get_du_SocietyRank],4,infiltration_target,Get_du_SocietyRank,custom,[infiltration_target.Custom('Get_du_SocietyRank')],Faerun/Faerun/localisation/MonksAndMystics.csv:3243
[infiltration_target.Capital.GetName],4,infiltration_target.Capital,GetName,named_scope,[infiltration_target.GetCapitalLocation.GetName],Faerun/Faerun/localisation/MonksAndMystics.csv:3247
[infiltration_target.Capital.GetHolding],4,infiltration_target.Capital,GetHolding,custom,[infiltration_target.GetCapitalLocation.Custom('GetHolding')],Faerun/Faerun/localisation/MonksAndMystics.csv:3248
[infiltration_target.GetMasterMistress],4,infiltration_target,GetMasterMistress,named_scope,[infiltration_target.Custom('MistressMaster')],Faerun/Faerun/localisation/MonksAndMystics.csv:3278
[mnm_scrying_dead.GetOnA],4,mnm_scrying_dead,GetOnA,custom,[mnm_scrying_dead.Custom('GetOnA')],Faerun/Faerun/localisation/MonksAndMystics.csv:3391
[mnm_scrying_dead.Geteineine],4,mnm_scrying_dead,Geteineine,custom,[mnm_scrying_dead.Custom('Geteineine')],Faerun/Faerun/localisation/MonksAndMystics.csv:3391
[envisioned_rival.GetSheHe],4,envisioned_rival,GetSheHe,named_scope,[envisioned_rival.GetSheHe],Faerun/Faerun/localisation/MonksAndMystics.csv:3440
[horoscope_child.GetLuiElle],4,horoscope_child,GetLuiElle,custom,[horoscope_child.Custom('GetLuiElle')],Faerun/Faerun/localisation/MonksAndMystics.csv:3466
[horoscope_child.Get_le_TitledFirstName],4,horoscope_child,Get_le_TitledFirstName,custom,[horoscope_child.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/MonksAndMystics.csv:3480
[horoscope_child.Get_le_TitledFirstNameJ],4,horoscope_child,Get_le_TitledFirstNameJ,custom,[horoscope_child.Custom('Get_le_TitledFirstNameJ')],Faerun/Faerun/localisation/MonksAndMystics.csv:3485
[inspiring_adult.GetEducationTool],4,inspiring_adult,GetEducationTool,custom,[inspiring_adult.Custom('GetEducationTool')],Faerun/Faerun/localisation/MonksAndMystics.csv:3492
[inspiring_adult.GetSheHeCap],4,inspiring_adult,GetSheHeCap,named_scope,[inspiring_adult.GetSheHe|U],Faerun/Faerun/localisation/MonksAndMystics.csv:3492
[inspiring_adult.Get_le_TitledFirstName],4,inspiring_adult,Get_le_TitledFirstName,custom,[inspiring_adult.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/MonksAndMystics.csv:3492
[smuggler_province.GetName],4,smuggler_province,GetName,named_scope,[smuggler_province.GetName],Faerun/Faerun/localisation/MonksAndMystics.csv:3600
[commander_character.GetFirstName],4,commander_character,GetFirstName,named_scope,[commander_character.GetFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:3602
[Custom.GetAssassinsDrugsTooltip],4,Custom,GetAssassinsDrugsTooltip,custom,[Custom.Custom('GetAssassinsDrugsTooltip')],Faerun/Faerun/localisation/MonksAndMystics.csv:3647
[Custom.GetHermeticDebateSubject],4,Custom,GetHermeticDebateSubject,custom,[Custom.Custom('GetHermeticDebateSubject')],Faerun/Faerun/localisation/MonksAndMystics.csv:3685
[rival_debater_target.GetFirstName],4,rival_debater_target,GetFirstName,named_scope,[rival_debater_target.GetFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:3707
[fellow_member_2.GetTitledFirstName],4,fellow_member_2,GetTitledFirstName,named_scope,[fellow_member_2.GetTitledFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:3713
[fellow_member_1.GetHermeticDebateSubject],4,fellow_member_1,GetHermeticDebateSubject,custom,[fellow_member_1.Custom('GetHermeticDebateSubject')],Faerun/Faerun/localisation/MonksAndMystics.csv:3713
[fellow_member_1.GetFirstName],4,fellow_member_1,GetFirstName,named_scope,[fellow_member_1.GetFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:3714
[fellow_member_2.GetFirstName],4,fellow_member_2,GetFirstName,named_scope,[fellow_member_2.GetFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:3715
[inspired_letter_target.GetHerHim],4,inspired_letter_target,GetHerHim,named_scope,[inspired_letter_target.GetHerHim],Faerun/Faerun/localisation/MonksAndMystics.csv:3729
[inspired_letter_target.GetLuiElle],4,inspired_letter_target,GetLuiElle,custom,[inspired_letter_target.Custom('GetLuiElle')],Faerun/Faerun/localisation/MonksAndMystics.csv:3729
[inspired_letter_target.GetRootRelation],4,inspired_letter_target,GetRootRelation,custom,[inspired_letter_target.Custom('GetRootRelation')],Faerun/Faerun/localisation/MonksAndMystics.csv:3732
[This.GetOmenModifierName],4,This,GetOmenModifierName,custom,[THIS.Char.Custom('GetOmenModifierName')],Faerun/Faerun/localisation/MonksAndMystics.csv:3753
[This.GetOmenResultReaction],4,This,GetOmenResultReaction,custom,[THIS.Char.Custom('GetOmenResultReaction')],Faerun/Faerun/localisation/MonksAndMystics.csv:3753
[horoscope_child.GetWesternZodiacSign],4,horoscope_child,GetWesternZodiacSign,custom_unverified,[horoscope_child.Custom('GetWesternZodiacSign')],Faerun/Faerun/localisation/MonksAndMystics.csv:3774
[horoscope_maker.GetSheHeCap],4,horoscope_maker,GetSheHeCap,named_scope,[horoscope_maker.GetSheHe|U],Faerun/Faerun/localisation/MonksAndMystics.csv:3775
[This.GetWesternZodiacSign],4,This,GetWesternZodiacSign,custom_unverified,[THIS.Char.Custom('GetWesternZodiacSign')],Faerun/Faerun/localisation/MonksAndMystics.csv:3778
[great_minds_guest_4.GetSocietyRank],4,great_minds_guest_4,GetSocietyRank,custom,[great_minds_guest_4.Custom('GetSocietyRank')],Faerun/Faerun/localisation/MonksAndMystics.csv:3824
[FromFrom.GetHermeticInvention],4,FromFrom,GetHermeticInvention,custom,[ck2_fromfrom.Custom('GetHermeticInvention')],Faerun/Faerun/localisation/MonksAndMystics.csv:3855
[rip_dead.Get_du_TitledFirstName],4,rip_dead,Get_du_TitledFirstName,custom,[rip_dead.Custom('Get_du_TitledFirstName')],Faerun/Faerun/localisation/MonksAndMystics.csv:3910
[This.GetRandomPlanetName],4,This,GetRandomPlanetName,custom,[THIS.Char.Custom('GetRandomPlanetName')],Faerun/Faerun/localisation/MonksAndMystics.csv:4045
[sabotage_target.GetFirstName],4,sabotage_target,GetFirstName,named_scope,[sabotage_target.GetFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:4077
[Root.GetSillyDebateSubject],4,Root,GetSillyDebateSubject,custom,[ROOT.Char.Custom('GetSillyDebateSubject')],Faerun/Faerun/localisation/MonksAndMystics.csv:4084
[stargazing_guest.Get_au_TitledFirstName],4,stargazing_guest,Get_au_TitledFirstName,custom,[stargazing_guest.Custom('Get_au_TitledFirstName')],Faerun/Faerun/localisation/MonksAndMystics.csv:4191
[stargazing_host.GetIlElle],4,stargazing_host,GetIlElle,custom,[stargazing_host.Custom('GetIlElle')],Faerun/Faerun/localisation/MonksAndMystics.csv:4206
[stargazing_guest.GetIlElleCap],4,stargazing_guest,GetIlElleCap,custom,[stargazing_guest.Custom('GetIlElleCap')],Faerun/Faerun/localisation/MonksAndMystics.csv:4209
[stargazing_host.Get_Le_TitledFirstName],4,stargazing_host,Get_Le_TitledFirstName,custom,[stargazing_host.Custom('Get_Le_TitledFirstName')],Faerun/Faerun/localisation/MonksAndMystics.csv:4213
[statecraft_target.GetBestName],4,statecraft_target,GetBestName,named_scope,[statecraft_target.GetTitledFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:4484
[steward.GetBestName],4,steward,GetBestName,named_scope,[steward.GetTitledFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:4519
[Root.Society.GetCurrencyName],4,Root.Society,GetCurrencyName,unmapped,<!CK2:Root.Society.GetCurrencyName!>,Faerun/Faerun/localisation/MonksAndMystics.csv:4535
[physician_port_target.GetName],4,physician_port_target,GetName,named_scope,[physician_port_target.GetName],Faerun/Faerun/localisation/ReapersDue.csv:16
[physician_forest_target.GetName],4,physician_forest_target,GetName,named_scope,[physician_forest_target.GetName],Faerun/Faerun/localisation/ReapersDue.csv:18
[sorcerer_city_target.GetName],4,sorcerer_city_target,GetName,named_scope,[sorcerer_city_target.GetName],Faerun/Faerun/localisation/ReapersDue.csv:21
[clergyman_temple_target.GetName],4,clergyman_temple_target,GetName,named_scope,[clergyman_temple_target.GetName],Faerun/Faerun/localisation/ReapersDue.csv:23
[zealot_temple_target.GetName],4,zealot_temple_target,GetName,named_scope,[zealot_temple_target.GetName],Faerun/Faerun/localisation/ReapersDue.csv:37
[student_city_target.GetName],4,student_city_target,GetName,named_scope,[student_city_target.GetName],Faerun/Faerun/localisation/ReapersDue.csv:41
[Root.GetTitledFirstNameWithNick],4,Root,GetTitledFirstNameWithNick,custom_unverified,[ROOT.Char.Custom('GetTitledFirstNameWithNick')],Faerun/Faerun/localisation/ReapersDue.csv:59
[dancing_plague_outbreak_location.GetName],4,dancing_plague_outbreak_location,GetName,named_scope,[dancing_plague_outbreak_location.GetName],Faerun/Faerun/localisation/ReapersDue.csv:67
[target_physician.GetFirstName],4,target_physician,GetFirstName,named_scope,[target_physician.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:74
[Root.Capital.County.GetName],4,Root.Capital.County,GetName,unmapped,<!CK2:Root.Capital.County.GetName!>,Faerun/Faerun/localisation/ReapersDue.csv:104
[pogrom_city_target.GetName],4,pogrom_city_target,GetName,named_scope,[pogrom_city_target.GetName],Faerun/Faerun/localisation/ReapersDue.csv:226
[bordering_province.GetName],4,bordering_province,GetName,named_scope,[bordering_province.GetName],Faerun/Faerun/localisation/ReapersDue.csv:408
[infected_province.GetName],4,infected_province,GetName,named_scope,[infected_province.GetName],Faerun/Faerun/localisation/ReapersDue.csv:408
[sick_courtier.GetBestName],4,sick_courtier,GetBestName,named_scope,[sick_courtier.GetTitledFirstName],Faerun/Faerun/localisation/ReapersDue.csv:667
[new_friend.GetFirstName],4,new_friend,GetFirstName,named_scope,[new_friend.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:694
[epidemic_victim.GetRleRla],4,epidemic_victim,GetRleRla,custom,[epidemic_victim.Custom('GetRleRla')],Faerun/Faerun/localisation/ReapersDue.csv:697
[cat_examiner.GetFirstName],4,cat_examiner,GetFirstName,named_scope,[cat_examiner.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:708
[GetFromFromRootInsultNounAdj],4,,GetFromFromRootInsultNounAdj,custom_unverified,[ROOT.Char.Custom('GetFromFromRootInsultNounAdj')],Faerun/Faerun/localisation/ReapersDue.csv:852
[seclusion_childs_lover.GetFirstName],4,seclusion_childs_lover,GetFirstName,named_scope,[seclusion_childs_lover.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:1285
[seclusion_childs_lover.GetManWoman],4,seclusion_childs_lover,GetManWoman,custom,[seclusion_childs_lover.Custom('GetManWoman')],Faerun/Faerun/localisation/ReapersDue.csv:1286
[bg_likely_witch.GetLeLa],4,bg_likely_witch,GetLeLa,custom,[bg_likely_witch.Custom('GetLeLa')],Faerun/Faerun/localisation/ReapersDue.csv:1321
[bg_likely_witch.GetElElla],4,bg_likely_witch,GetElElla,custom,[bg_likely_witch.Custom('GetElElla')],Faerun/Faerun/localisation/ReapersDue.csv:1321
[bg_spouse.GetWarlockWitch],4,bg_spouse,GetWarlockWitch,custom_unverified,[bg_spouse.Custom('GetWarlockWitch')],Faerun/Faerun/localisation/ReapersDue.csv:1341
[bg_dislike_1.GetWarlockWitch],4,bg_dislike_1,GetWarlockWitch,custom_unverified,[bg_dislike_1.Custom('GetWarlockWitch')],Faerun/Faerun/localisation/ReapersDue.csv:1346
[bg_relative_witch.GetHerHis],4,bg_relative_witch,GetHerHis,named_scope,[bg_relative_witch.GetHerHis],Faerun/Faerun/localisation/ReapersDue.csv:1359
[bg_relative_witch.Get_E],4,bg_relative_witch,Get_E,custom,[bg_relative_witch.Custom('Get_E')],Faerun/Faerun/localisation/ReapersDue.csv:1359
[ancestors_rival.GetSheHe],4,ancestors_rival,GetSheHe,named_scope,[ancestors_rival.GetSheHe],Faerun/Faerun/localisation/ReapersDue.csv:1503
[ancestors_commander.GetFirstName],4,ancestors_commander,GetFirstName,named_scope,[ancestors_commander.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:1510
[ancestors_marshal.GetFirstName],4,ancestors_marshal,GetFirstName,named_scope,[ancestors_marshal.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:1516
[Root.Realm.GetName],4,Root.Realm,GetName,unmapped,<!CK2:Root.Realm.GetName!>,Faerun/Faerun/localisation/ReapersDue.csv:1520
[ancestors_wise_woman.GetFirstName],4,ancestors_wise_woman,GetFirstName,named_scope,[ancestors_wise_woman.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:1523
[gbc_spouse.GetHusbandWife],4,gbc_spouse,GetHusbandWife,named_scope,[gbc_spouse.GetWifeHusband],Faerun/Faerun/localisation/ReapersDue.csv:1551
[gbc_lover.GetIlElle],4,gbc_lover,GetIlElle,custom,[gbc_lover.Custom('GetIlElle')],Faerun/Faerun/localisation/ReapersDue.csv:1552
[gbc_lover.GetLordLady],4,gbc_lover,GetLordLady,named_scope,[gbc_lover.GetLadyLord],Faerun/Faerun/localisation/ReapersDue.csv:1561
[gbc_lover.GetLuiElle],4,gbc_lover,GetLuiElle,custom,[gbc_lover.Custom('GetLuiElle')],Faerun/Faerun/localisation/ReapersDue.csv:1561
[gbc_lover.GetLeLa],4,gbc_lover,GetLeLa,custom,[gbc_lover.Custom('GetLeLa')],Faerun/Faerun/localisation/ReapersDue.csv:1567
[gbc_rival.Get_du_TitledFirstName],4,gbc_rival,Get_du_TitledFirstName,custom,[gbc_rival.Custom('Get_du_TitledFirstName')],Faerun/Faerun/localisation/ReapersDue.csv:1577
[gbc_rival.GetOnA],4,gbc_rival,GetOnA,custom,[gbc_rival.Custom('GetOnA')],Faerun/Faerun/localisation/ReapersDue.csv:1583
[gbc_rival.GetElElla],4,gbc_rival,GetElElla,custom,[gbc_rival.Custom('GetElElla')],Faerun/Faerun/localisation/ReapersDue.csv:1583
[gbc_lover.GetKingQueen],4,gbc_lover,GetKingQueen,named_scope,[gbc_lover.Custom('QueenKing')],Faerun/Faerun/localisation/ReapersDue.csv:1599
[child_bully.GetFirstName],4,child_bully,GetFirstName,named_scope,[child_bully.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:1642
[Root.job_spiritual.GetSheHeCap],4,Root.job_spiritual,GetSheHeCap,unmapped,<!CK2:Root.job_spiritual.GetSheHeCap!>,Faerun/Faerun/localisation/ReapersDue.csv:1745
[eternal_life_random_diplomat.GetHerHis],4,eternal_life_random_diplomat,GetHerHis,named_scope,[eternal_life_random_diplomat.GetHerHis],Faerun/Faerun/localisation/ReapersDue.csv:1775
[captured_sneaker.GetOA],4,captured_sneaker,GetOA,custom,[captured_sneaker.Custom('GetOA')],Faerun/Faerun/localisation/ReapersDue.csv:1892
[captured_sneaker.GetHerHisCap],4,captured_sneaker,GetHerHisCap,named_scope,[captured_sneaker.GetHerHis|U],Faerun/Faerun/localisation/ReapersDue.csv:1909
[hindu_spymaster.GetFirstName],4,hindu_spymaster,GetFirstName,named_scope,[hindu_spymaster.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:1945
[zealous_child.GetBestName],4,zealous_child,GetBestName,named_scope,[zealous_child.GetTitledFirstName],Faerun/Faerun/localisation/ReapersDue.csv:1966
[vagrant_child_1.GetOA],4,vagrant_child_1,GetOA,custom,[vagrant_child_1.Custom('GetOA')],Faerun/Faerun/localisation/ReapersDue.csv:1995
[EoD_doomsday_prophet.GetIlElle],4,EoD_doomsday_prophet,GetIlElle,custom,[EoD_doomsday_prophet.Custom('GetIlElle')],Faerun/Faerun/localisation/ReapersDue.csv:2001
[EoD_doomsday_prophet.GetOA],4,EoD_doomsday_prophet,GetOA,custom,[EoD_doomsday_prophet.Custom('GetOA')],Faerun/Faerun/localisation/ReapersDue.csv:2001
[GBC_dead_one.GetHerHis],4,GBC_dead_one,GetHerHis,named_scope,[GBC_dead_one.GetHerHis],Faerun/Faerun/localisation/ReapersDue.csv:2062
[GBC_new_friend.GetIlElleCap],4,GBC_new_friend,GetIlElleCap,custom,[GBC_new_friend.Custom('GetIlElleCap')],Faerun/Faerun/localisation/ReapersDue.csv:2068
[GBC_nice_councillor.GetFirstName],4,GBC_nice_councillor,GetFirstName,named_scope,[GBC_nice_councillor.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:2075
[GBC_new_friend.GetManWoman],4,GBC_new_friend,GetManWoman,custom,[GBC_new_friend.Custom('GetManWoman')],Faerun/Faerun/localisation/ReapersDue.csv:2075
[shieldmaiden_liege.GetIlElleCap],4,shieldmaiden_liege,GetIlElleCap,custom,[shieldmaiden_liege.Custom('GetIlElleCap')],Faerun/Faerun/localisation/ReapersDue.csv:2171
[shieldmaiden_liege.GetSheHe],4,shieldmaiden_liege,GetSheHe,named_scope,[shieldmaiden_liege.GetSheHe],Faerun/Faerun/localisation/ReapersDue.csv:2173
[my_liege.GetOnA],4,my_liege,GetOnA,custom,[my_liege.Custom('GetOnA')],Faerun/Faerun/localisation/ReapersDue.csv:2215
[my_liege.Get_le_TitledFirstName],4,my_liege,Get_le_TitledFirstName,custom,[my_liege.Custom('Get_le_TitledFirstName')],Faerun/Faerun/localisation/ReapersDue.csv:2215
[my_liege.GetXA],4,my_liege,GetXA,custom,[my_liege.Custom('GetXA')],Faerun/Faerun/localisation/ReapersDue.csv:2215
[rip_dead.Religion.GetPriestTitle],4,rip_dead.Religion,GetPriestTitle,named_scope,[rip_dead.GetFaith.PriestNeuter],Faerun/Faerun/localisation/ReapersDue.csv:2308
[rip_heir.Get_E],4,rip_heir,Get_E,custom,[rip_heir.Custom('Get_E')],Faerun/Faerun/localisation/ReapersDue.csv:2367
[rip_heir.GetManWoman],4,rip_heir,GetManWoman,custom,[rip_heir.Custom('GetManWoman')],Faerun/Faerun/localisation/ReapersDue.csv:2370
[rip_scared_child.GetSonDaughter],4,rip_scared_child,GetSonDaughter,named_scope,[rip_scared_child.Custom('DaughterSon')],Faerun/Faerun/localisation/ReapersDue.csv:2396
[rip_love_interest.GetHerHim],4,rip_love_interest,GetHerHim,named_scope,[rip_love_interest.GetHerHim],Faerun/Faerun/localisation/ReapersDue.csv:2437
[rip_love_interest.GetRleRla],4,rip_love_interest,GetRleRla,custom,[rip_love_interest.Custom('GetRleRla')],Faerun/Faerun/localisation/ReapersDue.csv:2437
[cat_hater.GetSheHeCap],4,cat_hater,GetSheHeCap,named_scope,[cat_hater.GetSheHe|U],Faerun/Faerun/localisation/ReapersDue.csv:2527
[sickly_infant.GetOnA],4,sickly_infant,GetOnA,custom,[sickly_infant.Custom('GetOnA')],Faerun/Faerun/localisation/ReapersDue.csv:2571
[sickly_infant.GetIlElle],4,sickly_infant,GetIlElle,custom,[sickly_infant.Custom('GetIlElle')],Faerun/Faerun/localisation/ReapersDue.csv:2571
[physician.GetElElla],4,physician,GetElElla,custom,[physician.Custom('GetElElla')],Faerun/Faerun/localisation/ReapersDue.csv:2618
[Root.Reincarnation.GetHerHis],4,Root.Reincarnation,GetHerHis,unmapped,<!CK2:Root.Reincarnation.GetHerHis!>,Faerun/Faerun/localisation/ReapersDue.csv:2683
[Root.Reincarnation.GetBestName],4,Root.Reincarnation,GetBestName,unmapped,<!CK2:Root.Reincarnation.GetBestName!>,Faerun/Faerun/localisation/ReapersDue.csv:2692
[eunuch_gift.GetFullName],4,eunuch_gift,GetFullName,named_scope,[eunuch_gift.GetName],Faerun/Faerun/localisation/ReapersDue.csv:2880
[religious_head_fee.PrimaryTitle.GetRulerTitle],4,religious_head_fee.PrimaryTitle,GetRulerTitle,named_scope,[religious_head_fee.GetPrimaryTitle.GetTitleAsName],Faerun/Faerun/localisation/ReapersDue.csv:2906
[learning_physician.GetSheHeCap],4,learning_physician,GetSheHeCap,named_scope,[learning_physician.GetSheHe|U],Faerun/Faerun/localisation/ReapersDue.csv:2918
[learning_physician.GetIlElle],4,learning_physician,GetIlElle,custom,[learning_physician.Custom('GetIlElle')],Faerun/Faerun/localisation/ReapersDue.csv:2921
[physician_target.Get_E],4,physician_target,Get_E,custom,[physician_target.Custom('Get_E')],Faerun/Faerun/localisation/ReapersDue.csv:2973
[physician_target.GetHerHis],4,physician_target,GetHerHis,named_scope,[physician_target.GetHerHis],Faerun/Faerun/localisation/ReapersDue.csv:2985
[nickname_target.Culture.GetName],4,nickname_target.Culture,GetName,named_scope,[nickname_target.GetCulture.GetName],Faerun/Faerun/localisation/ReapersDue.csv:3051
[nickname_target.GetName],4,nickname_target,GetName,named_scope,[nickname_target.GetName],Faerun/Faerun/localisation/ReapersDue.csv:3052
