id,kind,status,emitted,score,reason
patrons_fae_cf,decisions,new,yes,0.350,"below min_score, is_shown forced off"
patrons_khu,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
petition_doge_for_tp,decisions,modified,yes,0.545,"below min_score, is_shown forced off"
phantasmal_force,decisions,new,yes,0.314,"below min_score, is_shown forced off"
phantasmal_force_sorc,decisions,new,yes,0.368,"below min_score, is_shown forced off"
pick_beast_totem,decisions,new,yes,0.100,"below min_score, is_shown forced off"
pick_main_deity,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
pick_wiz_spec,decisions,new,yes,0.200,"below min_score, is_shown forced off"
pillage_settlement,settlement_decisions,modified,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
plaguebringers_recruit,targeted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
planar_binding_sorc_divine,decisions,new,yes,0.423,"below min_score, is_shown forced off"
planar_binding_sorc_shadow,decisions,new,yes,0.407,"below min_score, is_shown forced off"
planar_binding_sorc_storm,decisions,new,yes,0.423,"below min_score, is_shown forced off"
plot_gain_fellow_vassal_title_decision_100,plot_decisions,modified,yes,0.091,"below min_score, is_shown forced off"
plot_gain_fellow_vassal_title_decision_75,plot_decisions,modified,yes,0.083,"below min_score, is_shown forced off"
plot_gain_liege_title_decision_100,plot_decisions,modified,yes,0.154,"below min_score, is_shown forced off"
plot_gain_liege_title_decision_75,plot_decisions,modified,yes,0.143,"below min_score, is_shown forced off"
plot_gain_title_decision,plot_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
plot_gain_vassal_title_decision,plot_decisions,modified,yes,0.000,"below min_score, is_shown forced off"
plot_seize_trade_post_decision,plot_decisions,modified,yes,0.091,"below min_score, is_shown forced off"
plot_weaken_fellow_vassal_decision,plot_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
plot_weaken_fellow_vassal_decision_liege,plot_decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
plunder_dragon_hoard,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
plunder_knowledge_wonder,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
possess_prisoner,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
prepare_coronation_ceremony,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
prepare_for_iurit,decisions,new,yes,0.333,"below min_score, is_shown forced off"
prepare_reconquista,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
present_debutante,decisions,modified,yes,0.250,"below min_score, is_shown forced off"
present_male_debutante,decisions,new,yes,0.250,"below min_score, is_shown forced off"
primordial_summon_genie,decisions,new,yes,0.562,"below min_score, is_shown forced off"
prisoner_brazen_bull,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
prisoner_dark_sacrifice,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
prisoner_dragon_burning,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
prisoner_humiliation,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
prisoner_macabre_banquet,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
prisoner_mutilate,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
prisoner_read_poetry,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
prisoner_to_dungeon,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
prisoner_to_oubilette,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
prisoner_to_suite,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
prisoner_torture,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
promise_to_join_reconquista,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
purchase_spelljammer,decisions,new,yes,0.400,"below min_score, is_shown forced off"
purge_spellplague,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
raiding_adventurer_buy_title,title_decisions,modified,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
raise_chinese_honor_guard,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
raise_chinese_regiment,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
raise_defensive_unit,decisions,modified,yes,0.500,"below min_score, is_shown forced off"
raise_monster_units,decisions,new,yes,0.600,"below min_score, is_shown forced off"
raise_shou_lung_honor_guard,decisions,new,yes,0.632,"below min_score, is_shown forced off"
raise_shou_lung_regiment,decisions,new,yes,0.571,"below min_score, is_shown forced off"
raise_tribal_units,decisions,modified,yes,0.429,"below min_score, is_shown forced off"
raise_undead_units,decisions,new,yes,0.692,"below min_score, is_shown forced off"
ranger_pick_terrain,decisions,new,yes,0.600,"below min_score, is_shown forced off"
reckless_dweomer,decisions,new,yes,0.417,"below min_score, is_shown forced off"
reclaim_nomad_province,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
reconquista_beneficiary_other,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
reconquista_beneficiary_self,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
recreate_the_papal_guards,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
recreate_waterdeep,decisions,new,yes,0.526,"below min_score, is_shown forced off"
recruit_academy_hero,decisions,modified,yes,0.385,"below min_score, is_shown forced off"
recruit_amaunatori_judge,decisions,new,yes,0.300,"below min_score, is_shown forced off"
recruit_child_decision,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
recruit_deneir_scribe,decisions,new,yes,0.300,"below min_score, is_shown forced off"
recruit_helmite_commander,decisions,new,yes,0.364,"below min_score, is_shown forced off"
recruit_prisoner,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
recruit_torm_paladin,decisions,new,yes,0.500,"below min_score, is_shown forced off"
recruit_troops_nomad,decisions,modified,yes,0.276,"below min_score, is_shown forced off"
recruit_troops_norse,decisions,modified,yes,0.312,"below min_score, is_shown forced off"
recruit_wonder_guard,decisions,modified,yes,0.222,"below min_score, is_shown forced off"
reforge_crown_of_narfell_decision,decisions,new,yes,0.429,"below min_score, is_shown forced off"
reforge_regalia_of_impiltur_decision,decisions,new,yes,0.409,"below min_score, is_shown forced off"
reform_anok_imaskar,decisions,new,yes,0.406,"below min_score, is_shown forced off"
reform_athalantar,decisions,new,yes,0.417,"below min_score, is_shown forced off"
reform_moradask_empire,decisions,new,yes,0.500,"below min_score, is_shown forced off"
reform_moradask_kingdom,decisions,new,yes,0.455,"below min_score, is_shown forced off"
reform_muluk_kingdom,decisions,new,yes,0.538,"below min_score, is_shown forced off"
reform_shanatar,decisions,new,yes,0.423,"below min_score, is_shown forced off"
reform_shoon,decisions,new,yes,0.520,"below min_score, is_shown forced off"
reform_uthtower,decisions,new,yes,0.500,"below min_score, is_shown forced off"
reform_yarlith,decisions,new,yes,0.500,"below min_score, is_shown forced off"
regenerate_decision,decisions,new,yes,0.667,"below min_score, is_shown forced off"
release_tributary,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
relieve_shieldmaiden,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
remove_reconquista_beneficiary_other,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
remove_reconquista_beneficiary_self,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
remove_vow_of_poverty,decisions,new,yes,0.818,"below min_score, is_shown forced off"
rename_artifact,decisions,modified,yes,0.600,"below min_score, is_shown forced off"
rename_wonder,decisions,modified,yes,0.000,"below min_score, is_shown forced off"
renounce_iconoclasm,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
repair_peacock_throne,decisions,new,yes,0.450,"below min_score, is_shown forced off"
repair_wonder_decision,decisions,modified,yes,0.200,"below min_score, is_shown forced off"
repay_money_gurs,decisions,new,yes,0.778,"below min_score, is_shown forced off"
repay_money_jewish_special,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
repay_money_jews,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
repay_money_radhanites,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
request_council_position,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
request_sponsored_baptism,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
request_to_rank_up_within_society,society_decisions,modified,yes,0.286,"below min_score, is_shown forced off"
resplendent_youth,decisions,new,yes,0.500,"below min_score, is_shown forced off"
restore_ammarindar,decisions,new,yes,0.652,"below min_score, is_shown forced off"
restore_besilmer,decisions,new,yes,0.568,"below min_score, is_shown forced off"
restore_black_altar,decisions,new,yes,0.375,"below min_score, is_shown forced off"
restore_byzantine_empire,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
restore_dareth,decisions,new,yes,0.625,"below min_score, is_shown forced off"
restore_dwarfhold,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
restore_ecumenical_patriarchate,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
restore_gharraghaur,decisions,new,yes,0.575,"below min_score, is_shown forced off"
restore_haunghdannar,decisions,new,yes,0.633,"below min_score, is_shown forced off"
restore_high_priesthood,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
restore_ironstar,decisions,new,yes,0.633,"below min_score, is_shown forced off"
restore_lotus_throne,decisions,new,yes,0.500,"below min_score, is_shown forced off"
restore_magister,decisions,new,yes,0.250,"below min_score, is_shown forced off"
restore_oghrann,decisions,new,yes,0.579,"below min_score, is_shown forced off"
restore_pope_in_rome,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
restore_priesthood,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
restore_promenade_of_the_dark_maiden,decisions,new,yes,0.235,"below min_score, is_shown forced off"
restore_roman_empire,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
restore_sarphil,decisions,new,yes,0.576,"below min_score, is_shown forced off"
restore_tethyamar,decisions,new,yes,0.588,"below min_score, is_shown forced off"
reveal_secret_identity,decisions,new,yes,0.918,"below min_score, is_shown forced off"
revenance,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
revenge_waterdeep,society_decisions,new,yes,0.394,"below min_score, is_shown forced off"
revoke_primary,settlement_decisions,modified,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
ritual_animate_dead,decisions,new,yes,0.308,"below min_score, is_shown forced off"
ritual_charm_person,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
ritual_charm_person_fake,decisions,new,yes,0.467,"below min_score, is_shown forced off"
ritual_dominate_person,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
ritual_dominate_person_fake,decisions,new,yes,0.455,"below min_score, is_shown forced off"
ritual_of_the_border,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
ritual_summon_fiends,decisions,new,yes,0.361,"below min_score, is_shown forced off"
rlg_chg_player_dec,decisions,new,yes,0.611,"below min_score, is_shown forced off"
rogue_take_over_crime,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
roman_renaissance,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
ruby_summon_spectator,decisions,new,yes,0.722,"below min_score, is_shown forced off"
ruthless_taxation,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
sacrifice_everyone_decision,decisions,new,yes,0.417,"below min_score, is_shown forced off"
sadaqah_saddka,decisions,modified,yes,0.471,"below min_score, is_shown forced off"
same_gender_consort,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
same_gender_marry,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
same_gender_marry_fake,decisions,new,yes,0.647,"below min_score, is_shown forced off"
satanists_recruit,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
school_tao,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
search_for_artifact,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
secret_religions_blend_in,society_decisions,modified,yes,0.571,"below min_score, is_shown forced off"
secret_religions_conduct_secret_ceremony,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
secret_religions_evoke_sympathy,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
secret_religions_falsely_confess_faith,decisions,modified,yes,0.600,"below min_score, is_shown forced off"
secret_religions_found_secret_religious_society,decisions,modified,yes,0.444,"below min_score, is_shown forced off"
secret_religions_induct_character,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
secret_religions_induct_child,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
secret_religions_openly_adopt_faith,society_decisions,modified,yes,0.354,"below min_score, is_shown forced off"
secret_religions_personally_adopt_secret_religion,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
secret_religions_prepare_grounds,title_decisions,modified,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secret_religions_recruit,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
secret_religions_renounce_secret_religion,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
secretly_convert_to_aztec_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_aztec_reformed_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_baltic_pagan_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_baltic_pagan_reformed_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_bon_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_bon_reformed_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_buddhist_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_calishite_faith_holy_site,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_catholic_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_close_relations_religion,targeted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
secretly_convert_to_finnish_pagan_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_finnish_pagan_reformed_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_hindu_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_ibadi_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_jain_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_jewish_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_miaphysite_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_mulhorandi_faith_holy_site,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_nestorian_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_norse_pagan_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_norse_pagan_reformed_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_orthodox_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_province_religion,title_decisions,modified,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_shiite_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_slavic_pagan_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_slavic_pagan_reformed_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_sunni_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_taoist_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_tengri_pagan_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_tengri_pagan_reformed_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_tuigan_shamanism_holy_site,title_decisions,new,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_west_african_pagan_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_west_african_pagan_reformed_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_zoroastrian_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_zun_pagan_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
secretly_convert_to_zun_pagan_reformed_holy_site,title_decisions,deleted,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
seduce_decision,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
seek_treatment,decisions,modified,yes,0.750,"below min_score, is_shown forced off"
seld_invite_fey,decisions,new,yes,0.455,"below min_score, is_shown forced off"
select_crusade_beneficiary,targetted_decisions,deleted,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
send_child_into_hiding,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
send_spouse_into_hiding,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
send_troops_mercenary_company_feudal,targetted_decisions,modified,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
set_crown_focus,title_decisions,modified,no,,"title-scope (filter=/ai_target_filter=), CK3 has no title-scope decisions"
settle_iceland,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
settle_iceland_manually,settlement_decisions,deleted,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
shadow_arts,society_decisions,new,yes,0.471,"below min_score, is_shown forced off"
shadow_sabotage,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
shadow_scare_ruler,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
shadow_telflamm_walker,society_decisions,new,yes,0.500,"below min_score, is_shown forced off"
shatter_mind,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
shiite_caliphate_cairo_decision,decisions,deleted,no,,status deleted: out of this lane's scope (README §5 step 3 ports new/modified only)
shou_lung_administrator,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_artifact,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_force_to_open,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_become_tributary,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_doctor,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_offer_artifact,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_offer_commander,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_offer_concubine,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_offer_eunuch,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_offer_physician,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_peace_deal,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_send_gift,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_send_relief,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_stop_supply_horses,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_grace_supply_horses,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_imperial_marriage,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_invade_dragon_throne,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_kow_tow_pilgrimage,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_master_engineer,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_raid,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_request_invasion,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_sends_reinforcements,decisions,new,yes,0.395,"below min_score, is_shown forced off"
shou_lung_siege_engineers,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_silk_road_favored_status,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_stop_raid,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_strategist,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shou_lung_tributary_break_free,offmap_decisions,new,no,,offmap-power-scope; offmap powers do not exist in CK3 (docs/mechanics_inventory.md)
shun_the_living,decisions,new,yes,0.659,"below min_score, is_shown forced off"
shut_the_gates,decisions,modified,yes,0.565,"below min_score, is_shown forced off"
sire_vampire,targetted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
sire_vampire_spawn,targetted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
sky_burial_decision,decisions,modified,yes,0.625,"below min_score, is_shown forced off"
slaad_reproduction,targetted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
spell_animate_dead_sorc,decisions,new,yes,0.368,"below min_score, is_shown forced off"
spell_blight_sorc,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
spell_blight_sorc_fake,decisions,new,yes,0.500,"below min_score, is_shown forced off"
spell_charm_person_sorc,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
spell_charm_person_sorc_fake,decisions,new,yes,0.500,"below min_score, is_shown forced off"
spell_conjure_elementals_sorc,decisions,new,yes,0.375,"below min_score, is_shown forced off"
spell_conjure_natural_allies,decisions,new,yes,0.260,"below min_score, is_shown forced off"
spell_controlweather_sorc,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
spell_controlweather_sorc_fake,decisions,new,yes,0.500,"below min_score, is_shown forced off"
spell_create_homunculus_sorc,decisions,new,yes,0.333,"below min_score, is_shown forced off"
spell_fabricate_sorc,settlement_decisions,new,no,,"settlement-scope (filter=/ai_target_filter=), CK3 has no settlement-scope decisions"
spell_fabricate_sorc_fake,decisions,new,yes,0.500,"below min_score, is_shown forced off"
spell_find_familiar_sorc,decisions,new,yes,0.367,"below min_score, is_shown forced off"
spell_forget_past_sorc,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
spell_forget_past_sorc_fake,decisions,new,yes,0.500,"below min_score, is_shown forced off"
spell_greater_restoration,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
spell_greater_restoration_cleric_fake,decisions,new,yes,0.333,"below min_score, is_shown forced off"
spell_greater_restoration_druid_fake,decisions,new,yes,0.400,"below min_score, is_shown forced off"
spell_greater_restoration_sorc,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
spell_greater_restoration_sorc_fake,decisions,new,yes,0.500,"below min_score, is_shown forced off"
spell_heal,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
spell_heal_cleric_fake,decisions,new,yes,0.333,"below min_score, is_shown forced off"
spell_heal_druid_fake,decisions,new,yes,0.333,"below min_score, is_shown forced off"
spell_heal_sorc,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
spell_heal_sorc_fake,decisions,new,yes,0.429,"below min_score, is_shown forced off"
spell_lesser_restoration,targeted_decisions,new,no,,"third-party character-targeted; maps to CK3 character interactions, out of this lane's scope"
