ck2_province,name,county,kind,history_terrain,history_ck3_key,bitmap_category,bitmap_ck3_key,agree
1531,Uruk,c_uruk,land,jungle,jungle,plains,plains,no
1532,Misbahd,c_misbahd,land,jungle,jungle,plains,plains,no
1533,Rubbans Tears,c_rubbans_tears,land,coastal,farmlands,plains,plains,no
1534,Jezarh Mar,c_jezarh_mar,land,coastal,farmlands,jungle,jungle,no
1535,Serzeman Bamar,c_serzeman_bamar,land,coastal,farmlands,plains,plains,no
1538,Dahab Island,c_dahab_island,land,coastal,farmlands,desert,desert,no
1563,Tajar,c_tajar,land,farmlands,farmlands,desert,desert,no
1564,Vast Swamp,c_vast_swamp,land,marsh,wetlands,marsh,wetlands,yes
1565,Valley of Embers,c_valley_of_embers,land,jungle,jungle,desert,desert,no
1566,Omu,c_omu,land,jungle,jungle,forest,forest,no
1567,Fairheight,c_fairheight,land,mountain,mountains,hills,hills,no
1568,Pharren,c_pharren,land,hills,hills,plains,plains,no
1569,Earthfast,c_earthfast,land,mountain,mountains,hills,hills,no
1570,Tun,c_tun,land,steppe,steppe,hills,hills,no
1571,Hamlar Hills,c_hamlar_hills,land,hills,hills,hills,hills,yes
1572,Zaz-in-Vintor,c_zaz_in_vintor,land,hills,hills,plains,plains,no
1573,Nleeth and Amah,c_nleeth_and_amah,land,mountain,mountains,hills,hills,no
1574,Nemessor,c_nemessor,land,coastal,farmlands,plains,plains,no
1580,Middenlands,c_middenlands,land,farmlands,farmlands,plains,plains,no
1582,Brynwood,c_brynwood,land,forest,forest,plains,plains,no
1584,Glister,c_glister,land,hills,hills,hills,hills,yes
1593,Maribar Island,c_maribar_island,land,coastal,farmlands,desert,desert,no
1596,Pearl Banks,c_pearl_banks,land,coastal,farmlands,plains,plains,no
1605,Ajayib,c_ajayib,land,farmlands,farmlands,plains,plains,no
1607,al-Tarik Islands,c_al_tarik_islands,land,coastal,farmlands,desert,desert,no
1608,Tarikat Island,c_tarikat_island,land,coastal,farmlands,desert,desert,no
1610,Dabab,c_dabab,land,coastal,farmlands,plains,plains,no
1611,Anklis and Qusur,c_anklis_and_qusur,land,coastal,farmlands,plains,plains,no
1612,Manhus and Saliam,c_manhus_and_saliam,land,coastal,farmlands,plains,plains,no
1613,Naqq and Qutil,c_naqq_and_qutil,land,coastal,farmlands,plains,plains,no
1614,Thueban,c_thueban,land,coastal,farmlands,plains,plains,no
1615,Eayan Aljunun,c_eayan_aljunun,land,coastal,farmlands,plains,plains,no
1617,Sathadech,c_sathadech,land,mountain,mountains,plains,plains,no
1618,Jezarh Jadew,c_jezarh_jadew,land,coastal,farmlands,plains,plains,no
1619,Jezarh Shemshar,c_jezarh_shemshar,land,coastal,farmlands,jungle,jungle,no
1620,Bender Berdh,c_bender_berdh,land,coastal,farmlands,plains,plains,no
1621,Bender Adewah,c_bender_adewah,land,coastal,farmlands,plains,plains,no
1622,Almawt,c_almawt,land,coastal,farmlands,desert,desert,no
1623,Sharira,c_sharira,land,coastal,farmlands,desert,desert,no
1624,Wahasha,c_wahasha,land,coastal,farmlands,desert,desert,no
1627,Ishamar Isles,c_ishamar_isles,land,coastal,farmlands,plains,plains,no
1632,Kothask,c_kothask,land,jungle,jungle,plains,plains,no
1634,Sunrise Hills,c_sunrise_hills,land,hills,hills,plains,plains,no
1635,Wrecking Coast,c_wrecking_coast,land,hills,hills,hills,hills,yes
1636,Mraar Forest,c_mraar_forest,land,jungle,jungle,plains,plains,no
1642,Maelevarar,c_maelevarar,land,hills,hills,plains,plains,no
1650,Stormslough,c_stormslough,land,forest,forest,forest,forest,yes
1652,Spiteful Isles,c_spiteful_isles,land,coastal,farmlands,plains,plains,no
1653,Bellakh,c_bellakh,land,hills,hills,plains,plains,no
1675,Chain of Broken Dreams,c_chain_of_broken_dreams,land,coastal,farmlands,plains,plains,no
1680,Coldlight Cliffs,c_coldlight_cliffs,land,mountain,mountains,plains,plains,no
1681,Roraari,c_roraari,land,hills,hills,hills,hills,yes
1688,Talaran Highlands,c_talaran_highlands,land,hills,hills,forest,forest,no
1691,Starspire,c_starspire,land,mountain,mountains,hills,hills,no
1692,Elven Port,c_elven_port,land,forest,forest,forest,forest,yes
1693,Tangkap,c_tangkap,land,desert,desert,desert,desert,yes
1694,Daong Forest,c_daong_forest,land,forest,forest,forest,forest,yes
1695,Kuo Meilan,c_kuo_meilan,land,plains,plains,steppe,steppe,no
1696,Orbedal,c_orbedal,land,hills,hills,plains,plains,no
1697,Cloven Hills,c_cloven_hills,land,hills,hills,hills,hills,yes
1698,Ochoq,c_ochoq,land,arctic,taiga,arctic,taiga,yes
1701,Green Fields,c_green_fields,land,plains,plains,plains,plains,yes
1703,Vyridian Forest,c_vyridian_forest,land,forest,forest,plains,plains,no
1706,Orogoth,c_orogoth,land,hills,hills,hills,hills,yes
1707,Eldaths Water,c_eldaths_water,land,forest,forest,plains,plains,no
1709,Qadim Hills,c_qadim_hills,land,hills,hills,hills,hills,yes
1710,The Dells,c_the_dells,land,forest,forest,plains,plains,no
1711,Karmsteppe,c_karmsteppe,land,plains,plains,steppe,steppe,no
1712,Obarval,c_obarval,land,plains,plains,steppe,steppe,no
1713,Argenmoor,c_argenmoor,land,plains,plains,steppe,steppe,no
1714,Orbrekh Hills,c_orbrekh_hills,land,hills,hills,hills,hills,yes
1715,Nymphwood,c_nymphwood,land,forest,forest,plains,plains,no
1717,Pehrrifaal,c_pehrrifaal,land,plains,plains,plains,plains,yes
1726,The Wormbones,c_the_wormbones,land,hills,hills,hills,hills,yes
1731,Yorduul,c_yorduul,land,jungle,jungle,forest,forest,no
1732,Zoundar,c_zoundar,land,hills,hills,hills,hills,yes
1734,Rethild Shore,c_rethild_shore,land,marsh,wetlands,marsh,wetlands,yes
1737,Molken,c_molken,land,jungle,jungle,forest,forest,no
1738,Aznawood,c_aznawood,land,jungle,jungle,forest,forest,no
1739,Amtar Eave,c_amtar_eave,land,jungle,jungle,jungle,jungle,yes
1742,Middle Longwood,c_middle_longwood,land,jungle,jungle,jungle,jungle,yes
1754,Quretta,c_quretta,land,farmlands,farmlands,plains,plains,no
1761,Upper Sempadan,c_upper_sempadan,land,jungle,jungle,forest,forest,no
1762,Aval,c_aval,land,jungle,jungle,forest,forest,no
1772,Zhoman,c_zhoman,land,hills,hills,hills,hills,yes
1780,Abarun,c_abarun,land,arctic,taiga,arctic,taiga,yes
1783,Bahat,c_bahat,land,forest,forest,forest,forest,yes
1789,Tulmene,c_tulmene,land,forest,forest,plains,plains,no
2116,Belhancol,c_belhancol,land,coastal,farmlands,desert,desert,no
2117,Mekebat,c_mekebat,land,jungle,jungle,plains,plains,no
2119,Kiasia,c_kiasia,land,jungle,jungle,forest,forest,no
2127,Mella,c_mella,land,jungle,jungle,plains,plains,no
2128,Hrakhamar,c_hrakhamar,land,mountain,mountains,hills,hills,no
2129,The Fang,c_the_fang,land,mountain,mountains,plains,plains,no
2131,Surraer,c_surraer,land,mountain,mountains,plains,plains,no
2141,Gontal,c_gontal,land,hills,hills,plains,plains,no
2142,Darkturret,c_darkturret,land,hills,hills,hills,hills,yes
2144,Velandilmur,c_velandilmur,land,hills,hills,plains,plains,no
2150,Lylorn,c_lylorn,land,hills,hills,plains,plains,no
2157,Graxan Forest,c_graxan_forest,land,jungle,jungle,hills,hills,no
2162,Jezarh Mah Alewd,c_jezarh_mah_alewd,land,coastal,farmlands,plains,plains,no
2163,Mergu Saah,c_mergu_saah,land,coastal,farmlands,plains,plains,no
2164,Jezarh Restakhaz,c_jezarh_restakhaz,land,coastal,farmlands,plains,plains,no
2165,Leneta,c_leneta,land,coastal,farmlands,plains,plains,no
2166,al-Zabdiyat,c_al_zabdiyat,land,coastal,farmlands,plains,plains,no
2167,Masud Jazayir,c_masud_jazayir,land,coastal,farmlands,plains,plains,no
2168,Jazayir al-Alfar,c_jazayir_al_alfar,land,coastal,farmlands,plains,plains,no
2169,Dirs,c_dirs,land,coastal,farmlands,plains,plains,no
2195,Mount Illefarn,c_mount_illefarn,land,mountain,mountains,hills,hills,no
2241,Dolblunde,c_dolblunde,land,subterranean,mountains,hills,hills,no
2307,The Great Spire,c_the_great_spire,land,coastal,farmlands,arctic,taiga,no
2308,Arnrock,c_arnrock,land,coastal,farmlands,hills,hills,no
2323,Heroes Height,c_heroes_height,land,mountain,mountains,mountain,mountains,yes
2331,Senia Plateau,c_senia_plateau,land,mountain,mountains,hills,hills,no
2350,Glacier of the White Worm,c_glacier_of_the_white_worm,land,glacier,taiga,glacier,taiga,yes
2366,Ardhi Kavu,c_ardhi_kavu,land,coastal,farmlands,plains,plains,no
2367,Hasira,c_hasira,land,coastal,farmlands,desert,desert,no
2368,Amekufa,c_amekufa,land,coastal,farmlands,desert,desert,no
2369,Kupoteza,c_kupoteza,land,coastal,farmlands,plains,plains,no
2370,Damu,c_damu,land,coastal,farmlands,desert,desert,no
2371,Mnyama,c_mnyama,land,coastal,farmlands,desert,desert,no
2372,Ndoto,c_ndoto,land,coastal,farmlands,desert,desert,no
2373,Nyangumi,c_nyangumi,land,coastal,farmlands,desert,desert,no
2374,Sayf,c_sayf,land,coastal,farmlands,desert,desert,no
2375,Risha,c_risha,land,coastal,farmlands,desert,desert,no
2380,Lopango,c_lopango,land,jungle,jungle,plains,plains,no
2383,Farhaven,c_farhaven,land,coastal,farmlands,plains,plains,no
2384,Mokalonni Islands,c_mokalonni_islands,land,coastal,farmlands,plains,plains,no
2385,Sentinel Island,c_sentinel_island,land,coastal,farmlands,plains,plains,no
2390,Moraan,c_moraan,land,coastal,farmlands,desert,desert,no
2404,Tomyris,c_tomyris,land,forest,forest,forest,forest,yes
2407,Upper Ama,c_upper_ama,land,forest,forest,arctic,taiga,no
2412,Sunset Foothills,c_sunset_foothills,land,hills,hills,hills,hills,yes
2413,High Moors,c_high_moors,land,hills,hills,hills,hills,yes
2415,Tethyamar,c_tethyamar,land,subterranean,mountains,mountain,mountains,yes
2417,Fields of Pryollus,c_fields_of_pryollus,land,hills,hills,plains,plains,no
2419,Heartwood,c_heartwood,land,forest,forest,forest,forest,yes
2420,Beast Marches,c_beast_marches,land,forest,forest,forest,forest,yes
2422,Lost Vale,c_lost_vale,land,mountain,mountains,mountain,mountains,yes
2423,Iritasker,c_iritasker,land,subterranean,mountains,hills,hills,no
2424,Wyrms Tooth,c_wyrms_tooth,land,mountain,mountains,mountain,mountains,yes
2426,Helms Hold,c_helms_hold,land,farmlands,farmlands,plains,plains,no
2427,Goldenfields,c_goldenfields,land,farmlands,farmlands,farmlands,farmlands,yes
2428,Sharandar,c_sharandar,land,forest,forest,forest,forest,yes
2432,Maerwatch,c_maerwatch,land,hills,hills,hills,hills,yes
2433,Heptios,c_heptios,land,hills,hills,plains,plains,no
2434,The Imnescourse,c_the_imnescourse,land,farmlands,farmlands,plains,plains,no
2436,Iyrandrar,c_iyrandrar,land,forest,forest,plains,plains,no
2437,Relkaths Foot,c_relkaths_foot,land,forest,forest,plains,plains,no
2438,Illuskwood,c_illuskwood,land,forest,forest,forest,forest,yes
2439,Westfells,c_westfells,land,hills,hills,hills,hills,yes
2440,Mount Sarengard,c_mount_sarengard,land,subterranean,mountains,plains,plains,no
2441,Splendarrmornn,c_splendarrmornn,land,subterranean,mountains,mountain,mountains,yes
2442,Nether Mountains,c_nether_mountains,land,subterranean,mountains,hills,hills,no
2443,Eryndlyn,c_eryndlyn,land,subterranean,mountains,hills,hills,no
2444,Eyegad,c_eyegad,land,subterranean,mountains,mountain,mountains,yes
2445,Kanaglym,c_kanaglym,land,subterranean,mountains,hills,hills,no
2446,Yaunoroth,c_yaunoroth,land,subterranean,mountains,mountain,mountains,yes
2447,Oghrann,c_oghrann,land,subterranean,mountains,mountain,mountains,yes
2448,Sshamath,c_sshamath,land,subterranean,mountains,mountain,mountains,yes
2449,Adbarrim,c_adbarrim,land,subterranean,mountains,mountain,mountains,yes
2450,Maerimydra,c_maerimydra,land,subterranean,mountains,plains,plains,no
2451,Zanhoriloch,c_zanhoriloch,land,subterranean,mountains,plains,plains,no
2452,Smoking Mountains,c_smoking_mountains,land,mountain,mountains,hills,hills,no
2453,Tomb Hills,c_tomb_hills,land,hills,hills,plains,plains,no
2454,East Methwood,c_east_methwood,land,forest,forest,plains,plains,no
2455,Cennuroth,c_cennuroth,land,farmlands,farmlands,plains,plains,no
2458,Sekras,c_sekras,land,farmlands,farmlands,plains,plains,no
2459,Riders to the Sky,c_riders_to_the_sky,land,mountain,mountains,hills,hills,no
2460,Ashfields,c_ashfields,land,farmlands,farmlands,plains,plains,no
2461,Ascore,c_ascore,land,plains,plains,arctic,taiga,no
2462,Cold Vale,c_cold_vale,land,hills,hills,arctic,taiga,no
2463,Thunderholme,c_thunderholme,land,subterranean,mountains,mountain,mountains,yes
2465,Kalterland,c_kalterland,land,hills,hills,steppe,steppe,no
2466,Pelauvir,c_pelauvir,land,hills,hills,hills,hills,yes
2468,Elmwood,c_elmwood,land,forest,forest,plains,plains,no
2469,Turnback Mountain,c_turnback_mountain,land,subterranean,mountains,hills,hills,no
2470,Ironfang Keep,c_ironfang_keep,land,mountain,mountains,mountain,mountains,yes
2471,Hollow Mountain,c_hollow_mountain,land,subterranean,mountains,mountain,mountains,yes
2472,Chilled Plain,c_chilled_plain,land,hills,hills,hills,hills,yes
2473,Glaurachyndaar,c_glaurachyndaar,land,hills,hills,hills,hills,yes
2474,East Keep,c_east_keep,land,subterranean,mountains,mountain,mountains,yes
2475,Ong Woods,c_ong_woods,land,forest,forest,forest,forest,yes
2477,North Peak,c_north_peak,land,subterranean,mountains,hills,hills,no
2478,Treacherous Isles,c_treacherous_isles,land,coastal,farmlands,plains,plains,no
2487,Panjang River,c_panjang_river,land,jungle,jungle,forest,forest,no
2488,Jakadiri,c_jakadiri,land,jungle,jungle,jungle,jungle,yes
2489,Detar Land,c_detar_land,land,jungle,jungle,forest,forest,no
2490,Chulacca,c_chulacca,land,jungle,jungle,jungle,jungle,yes
2491,Lunru,c_lunru,land,jungle,jungle,forest,forest,no
2493,Menzoberranzan,c_menzoberranzan,land,subterranean,mountains,arctic,taiga,no
2494,Bauthwaf,c_bauthwaf,land,subterranean,mountains,forest,forest,no
2495,Nethra,c_nethra,land,marsh,wetlands,plains,plains,no
2496,Ankhur,c_ankhur,land,farmlands,farmlands,plains,plains,no
2497,Thazar,c_thazar,land,hills,hills,hills,hills,yes
2499,Mhair Pass,c_mhair_pass,land,mountain,mountains,hills,hills,no
2500,Mazat,c_mazat,land,mountain,mountains,hills,hills,no
2501,Maharas Vale,c_maharas_vale,land,mountain,mountains,hills,hills,no
2502,Gracklstugh,c_gracklstugh,land,subterranean,mountains,marsh,wetlands,no
2503,Ched Nasad,c_ched_nasad,land,subterranean,mountains,mountain,mountains,yes
2505,Drik Hargunen,c_drik_hargunen,land,subterranean,mountains,mountain,mountains,yes
2506,Dunspeirrin,c_dunspeirrin,land,subterranean,mountains,mountain,mountains,yes
2507,Ust Natha,c_ust_natha,land,subterranean,mountains,plains,plains,no
2508,Sumber Hills,c_sumber_hills,land,hills,hills,hills,hills,yes
2511,Selskar Vale,c_selskar_vale,land,hills,hills,hills,hills,yes
2513,Svardborg,c_svardborg,land,glacier,taiga,glacier,taiga,yes
2514,Mount Sundabar,c_mount_sundabar,land,mountain,mountains,glacier,taiga,no
2515,Dareth,c_dareth,land,mountain,mountains,mountain,mountains,yes
2516,High Horn,c_high_horn,land,mountain,mountains,hills,hills,no
2518,Qarlondrar,c_qarlondrar,land,subterranean,mountains,mountain,mountains,yes
2519,Harheldur,c_harheldur,land,subterranean,mountains,mountain,mountains,yes
2520,Ahruukar,c_ahruukar,land,subterranean,mountains,hills,hills,no
2521,Raskuldin,c_raskuldin,land,subterranean,mountains,mountain,mountains,yes
2522,Khaelud,c_khaelud,land,subterranean,mountains,hills,hills,no
2523,Fireforges,c_fireforges,land,subterranean,mountains,mountain,mountains,yes
2524,Graskynar,c_graskynar,land,subterranean,mountains,hills,hills,no
2525,Utuerth,c_utuerth,land,hills,hills,hills,hills,yes
2528,Cloak Bay,c_cloak_bay,land,forest,forest,hills,hills,no
2529,Wood of Sharp Teeth,c_wood_of_sharp_teeth,land,forest,forest,plains,plains,no
2531,Lake Weng,c_lake_weng,land,mountain,mountains,hills,hills,no
2532,Wild Hills,c_wild_hills,land,hills,hills,arctic,taiga,no
2533,Green Shadows,c_green_shadows,land,forest,forest,plains,plains,no
2558,Deep Imaskar,c_deep_imaskar,land,subterranean,mountains,steppe,steppe,no
2559,Ikemmu,c_ikemmu,land,subterranean,mountains,hills,hills,no
2560,Undraeth,c_undraeth,land,subterranean,mountains,mountain,mountains,yes
2562,Llurth Dreier,c_llurth_dreier,land,subterranean,mountains,steppe,steppe,no
2564,Okk,c_okk,land,glacier,taiga,glacier,taiga,yes
2573,Three Rivers,c_three_rivers,land,forest,forest,plains,plains,no
2578,Jungled Approach,c_jungled_approach,land,coastal,farmlands,plains,plains,no
2579,Southwatch,c_southwatch,land,coastal,farmlands,plains,plains,no
2580,Couatl's Landing,c_couatls_landing,land,coastal,farmlands,plains,plains,no
2587,Wyrmdoom Crag,c_wyrmdoom_crag,land,mountain,mountains,arctic,taiga,no
2594,Iltkazar,c_iltkazar,land,subterranean,mountains,hills,hills,no
2601,Velarswood,c_velarswood,land,forest,forest,plains,plains,no
2603,Freedale,c_freedale,land,forest,forest,plains,plains,no
2604,Shadowglade,c_shadowglade,land,forest,forest,plains,plains,no
2606,Beast Country,c_beast_country,land,forest,forest,plains,plains,no
2607,Barrowfield,c_barrowfield,land,forest,forest,plains,plains,no
2608,Hap,c_hap,land,forest,forest,plains,plains,no
2610,Wright's Ferry,c_wrights_ferry,land,forest,forest,plains,plains,no
2614,Maer Dualdon,c_maer_dualdon,land,arctic,taiga,arctic,taiga,yes
2616,Dwarven Valley,c_dwarven_valley,land,arctic,taiga,arctic,taiga,yes
2651,Guallidurth,c_guallidurth,land,subterranean,mountains,mountain,mountains,yes
2652,Brightaxe Hall,c_brightaxe_hall,land,subterranean,mountains,mountain,mountains,yes
2659,Iron Keep,c_iron_keep,land,hills,hills,plains,plains,no
2688,Dernall,c_dernall,land,forest,forest,plains,plains,no
2694,Undermountain,c_undermountain,land,subterranean,mountains,mountain,mountains,yes
2695,Sargauth,c_sargauth,land,subterranean,mountains,plains,plains,no
2696,Skullport,c_skullport,land,subterranean,mountains,hills,hills,no
2697,Lair of the Eye,c_lair_of_the_eye,land,subterranean,mountains,hills,hills,no
