ck3_terrain,slope_bin,curvature_bin,elevation_bin,n,top_material,top_share,second_material,second_share,category_shares
terraced_hills,mid,valley,low,2261,farm_paddy_01,55.51,hills_01_rocks,9.77,soil=56.61;forest=13.93;rock=13.62;snow=7.74;grass=7.25;other=0.84
terraced_hills,mid,valley,mid,2518,farm_paddy_01,61.8,steppe_grass,15.65,soil=62.03;grass=24.11;rock=9.05;forest=3.34;snow=1.35;other=0.12
terraced_hills,mid,valley,high,510,farm_paddy_01,74.71,steppe_rocks,9.41,soil=74.71;rock=12.55;snow=9.22;other=2.35;forest=0.78;grass=0.39
terraced_hills,high,ridge,low,3925,farm_paddy_01,47.31,steppe_bushes,15.64,soil=53.04;grass=18.96;rock=11.62;forest=11.44;snow=4.64;other=0.31
terraced_hills,high,ridge,mid,5909,farm_paddy_01,51.45,steppe_rocks,13.27,soil=64.7;rock=14.98;grass=10.27;forest=6.87;snow=1.98;other=1.2
terraced_hills,high,ridge,high,10519,farm_paddy_01,47.09,wetlands_02,14.01,soil=60.54;grass=21.34;rock=12.3;forest=4.48;snow=0.79;other=0.55
terraced_hills,high,flat,low,2433,farm_paddy_01,64.86,steppe_bushes,11.88,soil=65.52;grass=16.89;forest=6.17;snow=6.12;rock=5.18;other=0.12
terraced_hills,high,flat,mid,2091,farm_paddy_01,52.61,steppe_rocks,8.37,soil=58.06;forest=12.91;rock=11.43;grass=8.51;snow=5.6;other=3.49
terraced_hills,high,flat,high,1633,farm_paddy_01,42.44,steppe_rocks,18.68,soil=51.87;rock=19.17;forest=9.86;grass=8.27;snow=8.08;other=2.76
terraced_hills,high,valley,low,16657,farm_paddy_01,68.88,steppe_bushes,7.44,soil=69.3;grass=10.12;rock=7.76;forest=6.32;snow=3.72;other=2.79
terraced_hills,high,valley,mid,7238,farm_paddy_01,61.51,mountain_02_c_snow,11.73,soil=63.17;snow=11.73;rock=9.16;other=6.16;forest=5.71;grass=4.08
terraced_hills,high,valley,high,2080,farm_paddy_01,48.56,steppe_rocks,16.88,soil=52.12;rock=17.45;grass=11.54;snow=9.09;forest=7.4;other=2.4
wetlands,low,ridge,low,1302,oasis,40.94,steppe_bushes,12.98,other=51.46;grass=22.96;rock=9.22;snow=7.83;forest=7.37;soil=1.15
wetlands,low,ridge,mid,7431,oasis,60.77,hills_01,10.82,other=71.69;forest=15.69;grass=7.08;soil=2.5;snow=1.74;rock=1.31
wetlands,low,ridge,high,6842,oasis,48.96,forestfloor,10.54,other=61.36;forest=18.94;grass=8.65;rock=4.98;soil=3.39;snow=2.67
wetlands,low,flat,low,11065,oasis,46.43,hills_01,16.83,other=63.62;grass=15.68;forest=9.06;rock=5.33;snow=5.3;soil=1.02
wetlands,low,flat,mid,20706,oasis,59.6,hills_01,7.0,other=66.84;forest=16.97;grass=5.85;rock=4.9;snow=2.89;soil=2.54
wetlands,low,flat,high,5853,oasis,44.32,hills_01,16.91,other=61.37;forest=19.37;rock=7.36;grass=6.2;snow=4.56;soil=1.13
wetlands,low,valley,low,18681,oasis,49.84,hills_01,13.18,other=64.53;grass=13.13;forest=9.72;rock=6.25;snow=5.4;soil=0.98
wetlands,low,valley,mid,8889,oasis,54.72,hills_01,11.78,other=66.73;forest=16.31;rock=9.24;grass=5.79;snow=1.51;soil=0.42
wetlands,low,valley,high,1678,oasis,57.39,hills_01,17.58,other=76.04;rock=11.98;forest=6.97;grass=3.52;snow=1.37;soil=0.12
wetlands,mid,ridge,low,5509,oasis,34.65,steppe_bushes,25.69,other=41.13;grass=39.28;forest=7.12;snow=6.97;rock=3.67;soil=1.83
wetlands,mid,ridge,mid,18634,oasis,40.26,steppe_grass,12.87,other=48.26;grass=23.46;forest=18.05;rock=5.74;soil=2.51;snow=2.0
wetlands,mid,ridge,high,28348,oasis,42.48,forestfloor,12.7,other=49.38;forest=20.87;grass=16.47;rock=5.75;snow=4.16;soil=3.37
wetlands,mid,flat,low,7010,oasis,33.34,steppe_bushes,13.01,other=46.18;grass=24.02;forest=15.39;snow=7.9;rock=5.32;soil=1.18
wetlands,mid,flat,mid,14583,oasis,39.79,forest_jungle_01,10.44,other=49.86;forest=24.15;grass=12.23;rock=7.95;snow=3.83;soil=1.97
wetlands,mid,flat,high,6725,oasis,42.69,hills_01,8.48,other=60.18;forest=19.26;grass=7.79;snow=7.11;rock=4.64;soil=1.03
wetlands,mid,valley,low,20771,oasis,45.05,hills_01,11.78,other=57.74;grass=16.9;forest=9.53;snow=7.99;rock=6.32;soil=1.52
wetlands,mid,valley,mid,8345,oasis,46.64,hills_01,13.48,other=61.91;forest=15.89;rock=8.12;grass=7.93;snow=5.19;soil=0.96
wetlands,mid,valley,high,3230,oasis,43.44,beach_02_mediterranean,16.69,other=72.45;snow=10.15;forest=9.78;rock=3.75;grass=3.47;soil=0.4
wetlands,high,ridge,low,5598,steppe_bushes,46.34,oasis,14.67,grass=55.22;other=19.47;rock=10.24;soil=7.52;forest=4.39;snow=3.16
wetlands,high,ridge,mid,7552,oasis,33.17,steppe_bushes,14.13,other=39.26;grass=22.31;soil=13.64;rock=9.12;snow=8.45;forest=7.22
wetlands,high,ridge,high,31887,oasis,46.08,mountain_02_c_snow,12.53,other=53.94;snow=12.8;grass=11.73;forest=10.7;soil=6.3;rock=4.53
wetlands,high,flat,low,3476,steppe_bushes,37.49,oasis,24.51,grass=47.67;other=28.25;rock=10.24;forest=9.09;soil=2.68;snow=2.07
wetlands,high,flat,mid,5224,oasis,40.35,forest_jungle_01,10.03,other=50.63;grass=17.69;forest=12.9;snow=9.9;rock=5.26;soil=3.62
wetlands,high,flat,high,13064,oasis,38.96,mountain_02_c_snow,16.01,other=60.54;snow=16.2;grass=8.27;rock=7.14;forest=6.35;soil=1.5
wetlands,high,valley,low,19688,oasis,32.48,steppe_bushes,22.0,other=40.4;grass=32.48;rock=9.04;forest=8.18;snow=7.88;soil=2.02
wetlands,high,valley,mid,7040,oasis,31.73,steppe_bushes,13.88,other=46.35;grass=28.03;rock=13.92;snow=6.61;forest=3.91;soil=1.19
wetlands,high,valley,high,5985,oasis,38.53,beach_02_mediterranean,17.03,other=66.33;rock=10.73;snow=8.55;grass=8.17;forest=5.66;soil=0.55
