field,value,uses
picture,"Block(entries=[Node(leading_comments=['#tanarri'], trailing_comment=None, blank_before=False, line=4816, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4817, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4818, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4819, key='culture', op='=', value='tanarri', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4820, key='culture', op='=', value='gehreleth', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4821, key='culture', op='=', value='yugoloth', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4825, key='picture', op='=', value='GFX_evt_demons_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['#baatezu'], trailing_comment=None, blank_before=False, line=4828, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4828, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4828, key='culture', op='=', value='baatezu', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4829, key='picture', op='=', value='GFX_evt_devils_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['#scro'], trailing_comment=None, blank_before=False, line=4832, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4832, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4832, key='culture', op='=', value='scro', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4833, key='picture', op='=', value='GFX_evt_orcs', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['# Celestial Sea invaders'], trailing_comment=None, blank_before=False, line=4836, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4837, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4838, key='has_character_flag', op='=', value='marine_invader', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4841, key='picture', op='=', value='GFX_evt_treasure_fleet', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=['#mortal crusader, update condition when more invaders are added'], trailing_comment=None, blank_before=False, line=4844, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4845, key='event_target:invader_char', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4846, key='NOR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4847, key='culture_group', op='=', value='celestial_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4848, key='culture_group', op='=', value='fiendish_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4849, key='culture', op='=', value='scro', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4850, key='has_character_flag', op='=', value='marine_invader', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=4854, key='picture', op='=', value='GFX_evt_mounted_knights_hf', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,GFX_evt_riots_byzantine,1
picture,GFX_evt_merchant_caravan,1
picture,GFX_evt_relaxed_ruler,1
picture,GFX_evt_court_physician,1
picture,GFX_evt_western_knights_byzantine,1
picture,GFX_evt_church_council,1
picture,GFX_evt_dragon_2,1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment='#snowy picture', blank_before=False, line=353, key='picture', op='=', value='GFX_evt_duel_team', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=354, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=355, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=356, key='location', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=356, key='is_winter', op='=', value=True, quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment='#snowy picture', blank_before=False, line=589, key='picture', op='=', value='GFX_evt_duel_team', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=590, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=591, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=592, key='location', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=592, key='is_winter', op='=', value=True, quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment='#snowy picture', blank_before=False, line=821, key='picture', op='=', value='GFX_evt_duel_team', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=822, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=823, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=824, key='location', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=824, key='is_winter', op='=', value=True, quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment='#snowy picture', blank_before=False, line=1006, key='picture', op='=', value='GFX_evt_duel_team', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1007, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1008, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1009, key='location', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1009, key='is_winter', op='=', value=True, quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment='#snowy picture', blank_before=False, line=1132, key='picture', op='=', value='GFX_evt_duel_team', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1133, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1134, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1135, key='location', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1135, key='is_winter', op='=', value=True, quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment='#snowy picture', blank_before=False, line=1169, key='picture', op='=', value='GFX_evt_duel_team', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1170, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1171, key='capital_scope', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1172, key='location', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1172, key='is_winter', op='=', value=True, quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1243, key='picture', op='=', value='GFX_evt_camaraderie', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1244, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1244, key='has_character_flag', op='=', value='use_tribal_victory_pic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1247, key='picture', op='=', value='GFX_evt_armory', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1248, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1249, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=1249, key='has_character_flag', op='=', value='use_tribal_victory_pic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,GFX_evt_mind_flayers_1,1
picture,GFX_evt_bloody_man,1
picture,GFX_evt_falconing,1
picture,GFX_evt_assassination,1
picture,GFX_evt_wish_1,1
picture,GFX_evt_pregnancy,1
picture,GFX_evt_icewind_dale_3,1
picture,GFX_evt_monk,1
picture,GFX_evt_knight_kneeling,1
picture,GFX_evt_mysterious_forest,1
picture,GFX_evt_powerful_ruler,1
picture,GFX_evt_blood_war_1,1
picture,GFX_evt_dwarf_party_1,1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=316, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=316, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=316, key='culture', op='=', value='aslanlar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=317, key='picture', op='=', value='GFX_evt_moors', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=320, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=320, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=320, key='culture', op='=', value='eraka', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=321, key='picture', op='=', value='GFX_evt_savage_frontier', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=324, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=325, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=326, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=327, key='culture', op='=', value='gnoll', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=328, key='culture', op='=', value='flind', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=332, key='picture', op='=', value='GFX_evt_gnoll_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=335, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=335, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=335, key='culture', op='=', value='wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=336, key='picture', op='=', value='GFX_evt_wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=339, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=339, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=339, key='culture', op='=', value='centaur', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=340, key='picture', op='=', value='GFX_evt_centaur_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=343, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=344, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=345, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=346, key='culture', op='=', value='goblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=347, key='culture', op='=', value='batiri', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=348, key='culture', op='=', value='bakemono', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=349, key='culture', op='=', value='hobgoblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=350, key='culture', op='=', value='bugbear', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=354, key='picture', op='=', value='GFX_evt_goblins', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=357, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=358, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=359, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=360, key='culture', op='=', value='orc', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=361, key='culture', op='=', value='orog', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=362, key='culture', op='=', value='tanarukk', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=366, key='picture', op='=', value='GFX_evt_orcs', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=369, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=370, key='FROM', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=371, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=372, key='culture_group', op='=', value='taan_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=373, key='culture', op='=', value='shaaran', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=374, key='culture', op='=', value='arkaiun', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=375, key='culture', op='=', value='nar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=379, key='picture', op='=', value='GFX_evt_steppe_mercenaries', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=9, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=9, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=9, key='government', op='=', value='nomadic_tribal_government', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=10, key='picture', op='=', value='GFX_evt_steppe_mercenaries', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=13, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=13, key='culture', op='=', value='aslanlar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=14, key='picture', op='=', value='GFX_evt_moors', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=17, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=17, key='culture', op='=', value='eraka', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=18, key='picture', op='=', value='GFX_evt_savage_frontier', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=21, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=21, key='culture', op='=', value='gnoll', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=22, key='picture', op='=', value='GFX_evt_gnoll_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=25, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=25, key='culture', op='=', value='wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=26, key='picture', op='=', value='GFX_evt_wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=29, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=29, key='culture', op='=', value='centaur', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=30, key='picture', op='=', value='GFX_evt_centaur_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=33, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=34, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=35, key='culture', op='=', value='goblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=36, key='culture', op='=', value='batiri', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=37, key='culture', op='=', value='bakemono', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=38, key='culture', op='=', value='hobgoblin', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=39, key='culture', op='=', value='bugbear', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=42, key='picture', op='=', value='GFX_evt_goblins', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=45, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=46, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=47, key='culture', op='=', value='orc', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=48, key='culture', op='=', value='orog', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=49, key='culture', op='=', value='tanarukk', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=52, key='picture', op='=', value='GFX_evt_orcs', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=55, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=56, key='OR', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=57, key='culture_group', op='=', value='taan_group', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=58, key='culture', op='=', value='shaaran', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=59, key='culture', op='=', value='arkaiun', quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=60, key='culture', op='=', value='nar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=63, key='picture', op='=', value='GFX_evt_steppe_mercenaries', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=120, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=120, key='NOT', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=120, key='government', op='=', value='nomadic_tribal_government', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=121, key='picture', op='=', value='GFX_evt_large_army', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=124, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=124, key='culture', op='=', value='aslanlar', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=125, key='picture', op='=', value='GFX_evt_moors', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=128, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=128, key='culture', op='=', value='eraka', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=129, key='picture', op='=', value='GFX_evt_savage_frontier', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=132, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=132, key='culture', op='=', value='gnoll', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=133, key='picture', op='=', value='GFX_evt_gnoll_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=136, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=136, key='culture', op='=', value='wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=137, key='picture', op='=', value='GFX_evt_wemic', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
picture,"Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=140, key='trigger', op='=', value=Block(entries=[Node(leading_comments=[], trailing_comment=None, blank_before=False, line=140, key='culture', op='=', value='centaur', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False), quoted_key=False, quoted_value=False), Node(leading_comments=[], trailing_comment=None, blank_before=False, line=141, key='picture', op='=', value='GFX_evt_centaur_1', quoted_key=False, quoted_value=False)], end_comments=[], multiline=False)",1
