kind,key,uses
effect,kenkugfx,1
effect,aarakocragfx,1
effect,mindflayergfx,1
effect,elderbraingfx,1
effect,beholdergfx,1
effect,abolethgfx,1
effect,ghaunadangfx,1
effect,starspawngfx,1
effect,warforgedgfx,1
effect,modrongfx,1
effect,inevitablegfx,1
effect,golemgfx,1
effect,rilmanigfx,1
effect,empyreangfx,1
effect,fireprimordialgfx,1
effect,xixecalgfx,1
effect,slaadgfx,1
effect,gormeelgfx,1
effect,celestialgfx,1
effect,houndgfx,1
effect,spawn_random_archon,1
effect,asuragfx,1
effect,celestialeladringfx,1
effect,einheriargfx,1
effect,moonmaidengfx,1
effect,avoralgfx,1
effect,equinalgfx,1
effect,cervidalgfx,1
effect,beargfx,1
effect,mustevalgfx,1
effect,planetargfx,1
effect,wardengfx,1
effect,baatezugfx,1
effect,spawn_random_baatezu,1
effect,cornugongfx,1
effect,gelugongfx,1
effect,erinyesgfx,1
effect,abishaigfx,1
effect,gehrelethgfx,1
effect,tanarrigfx,1
effect,spawn_random_tanarri,1
effect,balorgfx,1
effect,succubusgfx,1
effect,marilithgfx,1
effect,cambiongfx,1
effect,nalfeshneegfx,1
effect,glabrezugfx,1
effect,obyrithgfx,1
effect,yugolothgfx,1
effect,spawn_random_yugoloth,1
effect,ultrolothgfx,1
effect,mezzolothgfx,1
effect,rakshasagfx,1
effect,marrashgfx,1
effect,githyankigfx,1
effect,githzeraigfx,1
effect,treantgfx,1
effect,shamblergfx,1
effect,hamadryadgfx,1
effect,satyrgfx,1
effect,haggfx,1
effect,hagspawngfx,1
effect,hengeyokaigfx,1
effect,spiritfolkgfx,1
effect,tamhigfx,1
effect,horsegfx,1
effect,catgfx,1
effect,blackbeargfx,1
effect,polarbeargfx,1
effect,hedgehoggfx,1
effect,duckgfx,1
effect,doggfx,1
effect,elephantgfx,1
effect,redpandagfx,1
effect,tieflinggfx,1
effect,aasimargfx,1
effect,greenaasimargfx,1
effect,devagfx,1
effect,eladrinaasimargfx,1
effect,airgenasigfx,1
effect,earthgenasigfx,1
effect,firegenasigfx,1
effect,watergenasigfx,1
effect,geniegfx,1
effect,earthgeniegfx,1
effect,airgeniegfx,1
effect,firegeniegfx,1
effect,watergeniegfx,1
effect,qorrashigfx,1
effect,khayalgfx,1
effect,monstergfx,1
effect,sarrukhgfx,1
effect,yuantigfx,1
effect,spawn_random_yuanti,1
effect,halfbloodgfx,1
effect,malisongfx,1
effect,abominationgfx,1
effect,nagagfx,1
effect,bonenagagfx,1
effect,lizardmangfx,1
effect,asabigfx,1
effect,firenewtgfx,1
effect,troglodytegfx,1
effect,saurialgfx,1
effect,hornheadgfx,1
effect,pterafolkgfx,1
effect,aglarondan,1
effect,amran,1
effect,arkaiun,1
effect,arnadar,1
effect,aslanlar,1
effect,azuposi,1
effect,borderer,1
effect,chessentan,1
effect,chondathan,1
effect,djen,1
effect,dusker,1
effect,easting,1
effect,ffolk,1
effect,gontese,1
effect,gugari,1
effect,halruaan,1
effect,kochar,1
effect,purang,1
effect,nubari,1
effect,mulhorandi,1
effect,nar,1
effect,nelanthern,1
effect,northlander,1
effect,rashemi,1
effect,reacher,1
effect,sembite,1
effect,shoon,1
effect,tashalan,1
effect,tethan,1
effect,tharian,1
effect,thayan,1
effect,turmic,1
effect,untheric,1
effect,uthgardt,1
effect,vaasan,1
effect,windriser,1
effect,immortal,1
effect,race_is_outsider,1
effect,set_freckles_effect,1
effect,add_lots_thralls_capital_effect,1
effect,add_some_thralls_capital_effect,1
effect,add_few_thralls_capital_effect,1
effect,give_ill_effect,1
effect,give_pneumonic_effect,1
effect,event_target:new_friend_courtier,1
effect,event_target:patrol_leader,1
effect,convert_to_secret_religion,1
effect,divide_variable,1
effect,random_host_courtier,1
effect,is_heir,1
effect,z_has_class,1
effect,event_target:divine_class_candidate,1
effect,is_cleric_class_allowed,1
effect,z_cleric,1
effect,is_druid_class_allowed,1
effect,z_druid,1
effect,realm,1
effect,has_law,1
effect,is_woodland_religion,1
effect,modulo_variable,1
effect,simulate_duel_buff_party_effect,1
effect,add_one_duel_experience_modifier,1
effect,z_multiclass,1
effect,z_legendary_class,1
effect,event_target:party_leader,1
effect,morale,1
effect,add_severely_injured_effect,1
effect,z_renowned_arcane,1
effect,z_renowned_divine,1
effect,z_legendary_divine,1
effect,disintegrate_wound,1
effect,disintegrate_maim,1
effect,disintegrate_death,1
effect,magicmissile_wound,1
effect,magicmissile_maim,1
effect,lightning_wound,1
effect,lightning_maim,1
effect,lightning_death,1
effect,combat,1
effect,any_unit_leader,1
effect,any_army,1
effect,dragon_breath_on_prev_effect,1
effect,c_56006,1
effect,remove_nickname,1
effect,c_11061,1
effect,k_illefarn,1
effect,b_thornhold,1
effect,d_waterdeep,1
effect,properties,1
effect,b_sister_of_rains,1
effect,b_oracakon,1
effect,b_sehaedi,1
effect,b_oyripan,1
effect,b_ioriere,1
effect,wonder,1
effect,k_chessenta,1
effect,d_cimbar,1
effect,primordial,1
effect,c_52140,1
effect,setup_society_title_scopes_effect,1
effect,c_haatar_baen,1
effect,d_sunderland,1
effect,d_eaerlann,1
effect,d_cormanthor,1
effect,c_greentree,1
effect,c_westgate,1
effect,c_56072,1
effect,rebel,1
effect,c_7154,1
effect,d_shining_crusade,1
effect,b_dragonspear_castle,1
effect,k_hordes_of_dragonspear,1
effect,c_17286,1
effect,arcane,1
effect,shadow_gods,1
effect,planeshift_landed_ai_characters,1
effect,c_mhairhetel,1
effect,k_mhair,1
effect,k_halruaa,1
effect,e_anauroch,1
effect,k_haunted_lands,1
effect,k_thay,1
effect,k_quoya,1
effect,e_pelvuria,1
effect,k_tabot,1
effect,c_misty_vale,1
effect,c_usurr,1
effect,c_ithmong,1
effect,c_dun_hills,1
effect,c_lapalgard,1
effect,c_lushpool,1
effect,c_laila,1
effect,c_scrabbleground,1
effect,c_broken_swords,1
effect,obj_triad_reject_craven,1
effect,obj_triad_reject_cruel,1
effect,obj_triad_reject_arbitrary,1
effect,obj_triad_reject_envious,1
effect,obj_triad_reject_deceitful,1
effect,obj_tyr_become_just,1
effect,obj_ilmater_become_kind,1
effect,obj_bahamut_become_brave,1
effect,reverse_banish,1
effect,random_demesne_title,1
effect,event_target:nomad_vassal_wanted_title,1
effect,gain_title,1
effect,is_foe,1
effect,event_target:infector,1
effect,is_lowborn,1
effect,is_sick_or_injured_trigger,1
effect,is_old_enough_to_die_trigger,1
effect,simulate_duel_injury_fatal_effect,1
effect,is_true_outsider,1
effect,is_undead,1
effect,random_accident_death_effect,1
effect,c_53001,1
effect,c_56001,1
effect,add_weak_claim,1
effect,c_61358,1
effect,c_120,1
effect,c_yulash,1
effect,c_zhentil_keep,1
effect,d_slave_revolt,1
effect,plaguelands_effect,1
effect,flooded_effect,1
effect,underchasm_effect,1
effect,minion_culture_maint_dragon_effect,1
effect,is_immune_to_conversion_trigger,1
effect,celestial_summon_effect,1
effect,binding_demon,1
effect,binding_devil,1
effect,binding_yugoloth,1
effect,binding_marid,1
effect,any_spouse,1
effect,any_consort,1
effect,any_lover,1
effect,c_35067,1
effect,add_spouse,1
effect,event_target:new_grand_caliph,1
effect,random_voter,1
effect,z_divine_caster,1
effect,is_theocracy,1
effect,trigger_else,1
effect,held_under_prev,1
effect,any_pretender,1
effect,claimed_by,1
effect,is_incapable,1
effect,faction_succ_ultimogeniture,1
effect,reverse_war,1
effect,prisoner_mutilate_effect,1
effect,event_target:adventurer_volunteer,1
