# GENERATED by scripts/build_loc_key_map.py - do not hand-edit.
# Read by the `loc` step as [loc] key_map. `mode`: `rename` drops the
# CK2 key, `copy` emits the text under both keys.
#   traits: 1084 rows
#   titles: 5664 rows
#   cultures_religions: 1384 rows
ck2_key,ck3_key,mode,source
c_svardborg,c_svardborg_adj,copy,titles
c_syevyer_forest,c_syevyer_forest_adj,copy,titles
c_synnoria,c_synnoria_adj,copy,titles
c_szant,c_szant_adj,copy,titles
c_szith_morcane,c_szith_morcane_adj,copy,titles
c_szul,c_szul_adj,copy,titles
c_taam,c_taam_adj,copy,titles
c_tadabbur,c_tadabbur_adj,copy,titles
c_taertal_gates,c_taertal_gates_adj,copy,titles
c_taham,c_taham_adj,copy,titles
c_taikho_gaze,c_taikho_gaze_adj,copy,titles
c_taishan,c_taishan_adj,copy,titles
c_tajar,c_tajar_adj,copy,titles
c_takeyef,c_takeyef_adj,copy,titles
c_takrit,c_takrit_adj,copy,titles
c_takt_muren,c_takt_muren_adj,copy,titles
c_talab,c_talab_adj,copy,titles
c_talacoast,c_talacoast_adj,copy,titles
c_talagbar,c_talagbar_adj,copy,titles
c_talaran_highlands,c_talaran_highlands_adj,copy,titles
c_talarvale,c_talarvale_adj,copy,titles
c_talathgard,c_talathgard_adj,copy,titles
c_talduth_vale,c_talduth_vale_adj,copy,titles
c_talffolk,c_talffolk_adj,copy,titles
c_taliat,c_taliat_adj,copy,titles
c_tall_trees,c_tall_trees_adj,copy,titles
c_taltempla,c_taltempla_adj,copy,titles
c_talukhi,c_talukhi_adj,copy,titles
c_tammar,c_tammar_adj,copy,titles
c_tane,c_tane_adj,copy,titles
c_tangkap,c_tangkap_adj,copy,titles
c_tangled_trees,c_tangled_trees_adj,copy,titles
c_tanistan,c_tanistan_adj,copy,titles
c_tantay,c_tantay_adj,copy,titles
c_tantras,c_tantras_adj,copy,titles
c_taotie,c_taotie_adj,copy,titles
c_tapenga,c_tapenga_adj,copy,titles
c_taranmire,c_taranmire_adj,copy,titles
c_tariatooroi,c_tariatooroi_adj,copy,titles
c_tarikat_island,c_tarikat_island_adj,copy,titles
c_tarmalune,c_tarmalune_adj,copy,titles
c_tarnhall,c_tarnhall_adj,copy,titles
c_tarsith,c_tarsith_adj,copy,titles
c_taruin,c_taruin_adj,copy,titles
c_tashan_gap,c_tashan_gap_adj,copy,titles
c_tashluta,c_tashluta_adj,copy,titles
c_taskaunt,c_taskaunt_adj,copy,titles
c_tatanulgts,c_tatanulgts_adj,copy,titles
c_taurax,c_taurax_adj,copy,titles
c_tauros,c_tauros_adj,copy,titles
c_tayabuk,c_tayabuk_adj,copy,titles
c_tayaraan,c_tayaraan_adj,copy,titles
c_tching,c_tching_adj,copy,titles
c_tegals_mark,c_tegals_mark_adj,copy,titles
c_tehing,c_tehing_adj,copy,titles
c_teladem,c_teladem_adj,copy,titles
c_telah,c_telah_adj,copy,titles
c_telflamm,c_telflamm_adj,copy,titles
c_telox,c_telox_adj,copy,titles
c_telpir,c_telpir_adj,copy,titles
c_tembasi,c_tembasi_adj,copy,titles
c_tempat_larang,c_tempat_larang_adj,copy,titles
c_tensteps,c_tensteps_adj,copy,titles
c_tera_dur,c_tera_dur_adj,copy,titles
c_terbakar,c_terbakar_adj,copy,titles
c_teri,c_teri_adj,copy,titles
c_teshburl,c_teshburl_adj,copy,titles
c_teshwave,c_teshwave_adj,copy,titles
c_teshyll,c_teshyll_adj,copy,titles
c_tethyamar,c_tethyamar_adj,copy,titles
c_tezarbal,c_tezarbal_adj,copy,titles
c_teziir,c_teziir_adj,copy,titles
c_tezir,c_tezir_adj,copy,titles
c_thandyl,c_thandyl_adj,copy,titles
c_thar,c_thar_adj,copy,titles
c_thargill,c_thargill_adj,copy,titles
c_tharkar,c_tharkar_adj,copy,titles
c_tharsult,c_tharsult_adj,copy,titles
c_thasselen,c_thasselen_adj,copy,titles
c_thasunta,c_thasunta_adj,copy,titles
c_thaymount,c_thaymount_adj,copy,titles
c_thazar,c_thazar_adj,copy,titles
c_thazar_pass,c_thazar_pass_adj,copy,titles
c_thazarim,c_thazarim_adj,copy,titles
c_the_alaor,c_the_alaor_adj,copy,titles
c_the_allascar,c_the_allascar_adj,copy,titles
c_the_alley,c_the_alley_adj,copy,titles
c_the_anchorage,c_the_anchorage_adj,copy,titles
c_the_bird,c_the_bird_adj,copy,titles
c_the_bleak_plain,c_the_bleak_plain_adj,copy,titles
c_the_burn,c_the_burn_adj,copy,titles
c_the_calves,c_the_calves_adj,copy,titles
c_the_camels_hump,c_the_camels_hump_adj,copy,titles
c_the_chador,c_the_chador_adj,copy,titles
c_the_chultengar,c_the_chultengar_adj,copy,titles
c_the_crags,c_the_crags_adj,copy,titles
c_the_dancer,c_the_dancer_adj,copy,titles
c_the_dawn_warrior,c_the_dawn_warrior_adj,copy,titles
c_the_dells,c_the_dells_adj,copy,titles
c_the_dune,c_the_dune_adj,copy,titles
c_the_duskwood,c_the_duskwood_adj,copy,titles
c_the_evermoors,c_the_evermoors_adj,copy,titles
c_the_eyes,c_the_eyes_adj,copy,titles
c_the_fang,c_the_fang_adj,copy,titles
c_the_faraway,c_the_faraway_adj,copy,titles
c_the_farmeadows,c_the_farmeadows_adj,copy,titles
c_the_fell_wood,c_the_fell_wood_adj,copy,titles
c_the_flats,c_the_flats_adj,copy,titles
c_the_flint,c_the_flint_adj,copy,titles
c_the_fork,c_the_fork_adj,copy,titles
c_the_fortress,c_the_fortress_adj,copy,titles
c_the_great_oak,c_the_great_oak_adj,copy,titles
c_the_great_spire,c_the_great_spire_adj,copy,titles
c_the_icefields,c_the_icefields_adj,copy,titles
c_the_icepeak,c_the_icepeak_adj,copy,titles
c_the_imnescourse,c_the_imnescourse_adj,copy,titles
c_the_jaws,c_the_jaws_adj,copy,titles
c_the_nath,c_the_nath_adj,copy,titles
c_the_neth_stand,c_the_neth_stand_adj,copy,titles
c_the_old_trees,c_the_old_trees_adj,copy,titles
c_the_pearls,c_the_pearls_adj,copy,titles
c_the_perloush,c_the_perloush_adj,copy,titles
c_the_red_giant,c_the_red_giant_adj,copy,titles
c_the_ride,c_the_ride_adj,copy,titles
c_the_ridge,c_the_ridge_adj,copy,titles
c_the_rift,c_the_rift_adj,copy,titles
c_the_rockshaws,c_the_rockshaws_adj,copy,titles
c_the_rookery,c_the_rookery_adj,copy,titles
c_the_saiyaddar,c_the_saiyaddar_adj,copy,titles
c_the_samarlogh,c_the_samarlogh_adj,copy,titles
c_the_scarland,c_the_scarland_adj,copy,titles
c_the_shaarwood,c_the_shaarwood_adj,copy,titles
c_the_shield,c_the_shield_adj,copy,titles
c_the_singing_rocks,c_the_singing_rocks_adj,copy,titles
c_the_sisters,c_the_sisters_adj,copy,titles
c_the_stonelands,c_the_stonelands_adj,copy,titles
c_the_stormtails,c_the_stormtails_adj,copy,titles
c_the_surague,c_the_surague_adj,copy,titles
c_the_swordpoint,c_the_swordpoint_adj,copy,titles
c_the_teardrops,c_the_teardrops_adj,copy,titles
c_the_teeth,c_the_teeth_adj,copy,titles
c_the_throat,c_the_throat_adj,copy,titles
c_the_tradeway,c_the_tradeway_adj,copy,titles
c_the_trollclaws,c_the_trollclaws_adj,copy,titles
c_the_tusks,c_the_tusks_adj,copy,titles
c_the_vensal,c_the_vensal_adj,copy,titles
c_the_wayrock,c_the_wayrock_adj,copy,titles
c_the_wetwoods,c_the_wetwoods_adj,copy,titles
c_the_whalebones,c_the_whalebones_adj,copy,titles
c_the_whales_flukes,c_the_whales_flukes_adj,copy,titles
c_the_white_rocks,c_the_white_rocks_adj,copy,titles
c_the_wizards_reach,c_the_wizards_reach_adj,copy,titles
c_the_wormbones,c_the_wormbones_adj,copy,titles
c_the_wyrmbones,c_the_wyrmbones_adj,copy,titles
c_themasulter,c_themasulter_adj,copy,titles
c_thentia,c_thentia_adj,copy,titles
c_theymarsh,c_theymarsh_adj,copy,titles
c_thilzoun,c_thilzoun_adj,copy,titles
c_thindar,c_thindar_adj,copy,titles
c_thingulphar,c_thingulphar_adj,copy,titles
c_tholvarr,c_tholvarr_adj,copy,titles
c_thommar,c_thommar_adj,copy,titles
c_thonns_fist,c_thonns_fist_adj,copy,titles
c_thordentor,c_thordentor_adj,copy,titles
c_thornhold,c_thornhold_adj,copy,titles
c_thornwash_vale,c_thornwash_vale_adj,copy,titles
c_thornwood,c_thornwood_adj,copy,titles
c_three_horns,c_three_horns_adj,copy,titles
c_three_rivers,c_three_rivers_adj,copy,titles
c_three_swords,c_three_swords_adj,copy,titles
c_thueban,c_thueban_adj,copy,titles
c_thulbane,c_thulbane_adj,copy,titles
c_thundars_ride,c_thundars_ride_adj,copy,titles
c_thunder_gap,c_thunder_gap_adj,copy,titles
c_thunder_hills,c_thunder_hills_adj,copy,titles
c_thunderholme,c_thunderholme_adj,copy,titles
c_thunderstone,c_thunderstone_adj,copy,titles
c_thur,c_thur_adj,copy,titles
c_tilbrand,c_tilbrand_adj,copy,titles
c_tilvers_gap,c_tilvers_gap_adj,copy,titles
c_tilverton,c_tilverton_adj,copy,titles
c_tinnir,c_tinnir_adj,copy,titles
c_tiry,c_tiry_adj,copy,titles
c_titan_peaks,c_titan_peaks_adj,copy,titles
c_toa,c_toa_adj,copy,titles
c_toaridge_at_the_suns_setting,c_toaridge_at_the_suns_setting_adj,copy,titles
c_tocpe,c_tocpe_adj,copy,titles
c_tokards_cross,c_tokards_cross_adj,copy,titles
c_tomai,c_tomai_adj,copy,titles
c_tomb_hills,c_tomb_hills_adj,copy,titles
c_toming,c_toming_adj,copy,titles
c_tomyris,c_tomyris_adj,copy,titles
c_tongchun,c_tongchun_adj,copy,titles
c_tonge,c_tonge_adj,copy,titles
c_tonli,c_tonli_adj,copy,titles
c_toraldur,c_toraldur_adj,copy,titles
c_torsch,c_torsch_adj,copy,titles
c_traaskl_thorog,c_traaskl_thorog_adj,copy,titles
c_trademeet,c_trademeet_adj,copy,titles
c_traders_road,c_traders_road_adj,copy,titles
c_trailstone,c_trailstone_adj,copy,titles
c_treacherous_isles,c_treacherous_isles_adj,copy,titles
c_treggi_jungle,c_treggi_jungle_adj,copy,titles
c_treshla,c_treshla_adj,copy,titles
c_triboar,c_triboar_adj,copy,titles
c_trielta_hills,c_trielta_hills_adj,copy,titles
c_trollbark_forest,c_trollbark_forest_adj,copy,titles
c_tsagang,c_tsagang_adj,copy,titles
c_tsan,c_tsan_adj,copy,titles
c_tsaparang,c_tsaparang_adj,copy,titles
c_tsetu,c_tsetu_adj,copy,titles
c_tshalkha,c_tshalkha_adj,copy,titles
c_tsurlagol,c_tsurlagol_adj,copy,titles
c_tuern,c_tuern_adj,copy,titles
c_tulbeghoth,c_tulbeghoth_adj,copy,titles
c_tulmene,c_tulmene_adj,copy,titles
c_tulmon,c_tulmon_adj,copy,titles
c_tuma,c_tuma_adj,copy,titles
c_tun,c_tun_adj,copy,titles
c_tungtairira,c_tungtairira_adj,copy,titles
c_turab,c_turab_adj,copy,titles
c_turelve,c_turelve_adj,copy,titles
c_turlangs_wood,c_turlangs_wood_adj,copy,titles
c_turmans,c_turmans_adj,copy,titles
c_turnback_mountain,c_turnback_mountain_adj,copy,titles
c_two_stars,c_two_stars_adj,copy,titles
c_tymanchebar,c_tymanchebar_adj,copy,titles
c_tyraturos,c_tyraturos_adj,copy,titles
c_ubar,c_ubar_adj,copy,titles
c_uchan,c_uchan_adj,copy,titles
c_ugewood,c_ugewood_adj,copy,titles
c_uhon_tsa,c_uhon_tsa_adj,copy,titles
c_uitoril,c_uitoril_adj,copy,titles
c_ulara,c_ulara_adj,copy,titles
c_ulark,c_ulark_adj,copy,titles
c_uldoon,c_uldoon_adj,copy,titles
c_ulguum,c_ulguum_adj,copy,titles
c_uluran,c_uluran_adj,copy,titles
c_uluvin,c_uluvin_adj,copy,titles
c_ulvarr,c_ulvarr_adj,copy,titles
c_ulzel,c_ulzel_adj,copy,titles
c_umara,c_umara_adj,copy,titles
c_umarah,c_umarah_adj,copy,titles
c_umbarra,c_umbarra_adj,copy,titles
c_umber_marsh,c_umber_marsh_adj,copy,titles
c_umberwood,c_umberwood_adj,copy,titles
c_umbral_murk,c_umbral_murk_adj,copy,titles
c_umbthal,c_umbthal_adj,copy,titles
c_umratharos,c_umratharos_adj,copy,titles
c_umukek,c_umukek_adj,copy,titles
c_underhome,c_underhome_adj,copy,titles
c_undermountain,c_undermountain_adj,copy,titles
c_undraeth,c_undraeth_adj,copy,titles
c_ungaran,c_ungaran_adj,copy,titles
c_unicorn_run,c_unicorn_run_adj,copy,titles
c_unthalass,c_unthalass_adj,copy,titles
c_untrivven,c_untrivven_adj,copy,titles
c_uplands,c_uplands_adj,copy,titles
c_upper_ama,c_upper_ama_adj,copy,titles
c_upper_goldenflow,c_upper_goldenflow_adj,copy,titles
c_upper_khedrun,c_upper_khedrun_adj,copy,titles
c_upper_murghol,c_upper_murghol_adj,copy,titles
c_upper_nix,c_upper_nix_adj,copy,titles
c_upper_pass,c_upper_pass_adj,copy,titles
c_upper_reddan,c_upper_reddan_adj,copy,titles
c_upper_sempadan,c_upper_sempadan_adj,copy,titles
c_urlingwood,c_urlingwood_adj,copy,titles
c_urmlaspyr,c_urmlaspyr_adj,copy,titles
c_uruk,c_uruk_adj,copy,titles
c_urula,c_urula_adj,copy,titles
c_urve,c_urve_adj,copy,titles
c_ust_natha,c_ust_natha_adj,copy,titles
c_ustann_and_tuulish,c_ustann_and_tuulish_adj,copy,titles
c_usurr,c_usurr_adj,copy,titles
c_utaqa,c_utaqa_adj,copy,titles
c_uthangol,c_uthangol_adj,copy,titles
c_uthmere,c_uthmere_adj,copy,titles
c_utuerth,c_utuerth_adj,copy,titles
c_utui,c_utui_adj,copy,titles
c_uysos,c_uysos_adj,copy,titles
c_vaelan,c_vaelan_adj,copy,titles
c_valashar,c_valashar_adj,copy,titles
c_vale_of_clouds,c_vale_of_clouds_adj,copy,titles
c_vale_of_lost_voices,c_vale_of_lost_voices_adj,copy,titles
c_vale_of_the_reaver,c_vale_of_the_reaver_adj,copy,titles
c_valley_of_dread,c_valley_of_dread_adj,copy,titles
c_valley_of_embers,c_valley_of_embers_adj,copy,titles
c_valley_of_klaidson,c_valley_of_klaidson_adj,copy,titles
c_valley_of_lost_honor,c_valley_of_lost_honor_adj,copy,titles
c_valshada,c_valshada_adj,copy,titles
c_vanorva,c_vanorva_adj,copy,titles
c_vargath,c_vargath_adj,copy,titles
c_varshum,c_varshum_adj,copy,titles
c_varyth,c_varyth_adj,copy,titles
c_vast_swamp,c_vast_swamp_adj,copy,titles
c_vaults_of_record,c_vaults_of_record_adj,copy,titles
c_veilstone,c_veilstone_adj,copy,titles
c_vekkak,c_vekkak_adj,copy,titles
c_velandilmur,c_velandilmur_adj,copy,titles
c_velarswood,c_velarswood_adj,copy,titles
c_velprintalar,c_velprintalar_adj,copy,titles
c_velsit,c_velsit_adj,copy,titles
c_venasca,c_venasca_adj,copy,titles
c_venne,c_venne_adj,copy,titles
c_vercy_wood,c_vercy_wood_adj,copy,titles
c_verdigris,c_verdigris_adj,copy,titles
c_veshit,c_veshit_adj,copy,titles
c_vintal,c_vintal_adj,copy,titles
c_vintor,c_vintor_adj,copy,titles
c_volothamp,c_volothamp_adj,copy,titles
c_voonlar,c_voonlar_adj,copy,titles
c_vordrorn_forest,c_vordrorn_forest_adj,copy,titles
c_vral,c_vral_adj,copy,titles
c_vrandaks_grave,c_vrandaks_grave_adj,copy,titles
c_vuerthyl,c_vuerthyl_adj,copy,titles
c_vyridian_forest,c_vyridian_forest_adj,copy,titles
c_wahasha,c_wahasha_adj,copy,titles
c_wakrawa,c_wakrawa_adj,copy,titles
c_wang,c_wang_adj,copy,titles
c_wards_islands,c_wards_islands_adj,copy,titles
c_warfields,c_warfields_adj,copy,titles
c_warmshores,c_warmshores_adj,copy,titles
c_wasat,c_wasat_adj,copy,titles
c_watchers_cape,c_watchers_cape_adj,copy,titles
c_watchwall,c_watchwall_adj,copy,titles
c_waterdeep,c_waterdeep_adj,copy,titles
c_wave_rocks,c_wave_rocks_adj,copy,titles
c_wavecrest,c_wavecrest_adj,copy,titles
c_weathercote_wood,c_weathercote_wood_adj,copy,titles
c_weifei,c_weifei_adj,copy,titles
c_well_of_dragons,c_well_of_dragons_adj,copy,titles
c_wellspring_hills,c_wellspring_hills_adj,copy,titles
c_wertikak,c_wertikak_adj,copy,titles
c_west_lethyr,c_west_lethyr_adj,copy,titles
c_west_nanayok,c_west_nanayok_adj,copy,titles
c_west_rendai,c_west_rendai_adj,copy,titles
c_west_road,c_west_road_adj,copy,titles
c_west_tejarn,c_west_tejarn_adj,copy,titles
c_west_toadsquat,c_west_toadsquat_adj,copy,titles
c_westbay,c_westbay_adj,copy,titles
c_westfells,c_westfells_adj,copy,titles
c_westgate,c_westgate_adj,copy,titles
c_westgulth,c_westgulth_adj,copy,titles
c_westmark,c_westmark_adj,copy,titles
c_westphal,c_westphal_adj,copy,titles
c_westwood,c_westwood_adj,copy,titles
c_whalers_end,c_whalers_end_adj,copy,titles
c_whamite_isles,c_whamite_isles_adj,copy,titles
c_white_coast,c_white_coast_adj,copy,titles
c_white_ford,c_white_ford_adj,copy,titles
c_white_hills,c_white_hills_adj,copy,titles
c_whitehorn,c_whitehorn_adj,copy,titles
c_wide_cascades,c_wide_cascades_adj,copy,titles
c_widestep,c_widestep_adj,copy,titles
c_wild_hills,c_wild_hills_adj,copy,titles
c_wild_yak_meadows,c_wild_yak_meadows_adj,copy,titles
c_wildergroves,c_wildergroves_adj,copy,titles
c_wildstorm_vale,c_wildstorm_vale_adj,copy,titles
c_winding_river,c_winding_river_adj,copy,titles
c_windspear_hills,c_windspear_hills_adj,copy,titles
c_windswept_plain,c_windswept_plain_adj,copy,titles
c_wintercloak,c_wintercloak_adj,copy,titles
c_winterglen,c_winterglen_adj,copy,titles
c_winterkeep,c_winterkeep_adj,copy,titles
c_winters_edge,c_winters_edge_adj,copy,titles
c_wintersburn,c_wintersburn_adj,copy,titles
c_wolfwoods,c_wolfwoods_adj,copy,titles
c_womford,c_womford_adj,copy,titles
c_wood_of_flam,c_wood_of_flam_adj,copy,titles
c_wood_of_sharp_teeth,c_wood_of_sharp_teeth_adj,copy,titles
c_wrecking_coast,c_wrecking_coast_adj,copy,titles
c_wrights_ferry,c_wrights_ferry_adj,copy,titles
c_wyngate,c_wyngate_adj,copy,titles
c_wyrmdoom_crag,c_wyrmdoom_crag_adj,copy,titles
c_wyrms_tooth,c_wyrms_tooth_adj,copy,titles
c_wyvernwater,c_wyvernwater_adj,copy,titles
c_xair,c_xair_adj,copy,titles
c_xiltor,c_xiltor_adj,copy,titles
c_xirev,c_xirev_adj,copy,titles
c_xoraar,c_xoraar_adj,copy,titles
c_xorhun,c_xorhun_adj,copy,titles
c_xuheing,c_xuheing_adj,copy,titles
c_xul_jarak,c_xul_jarak_adj,copy,titles
c_yaks_horn,c_yaks_horn_adj,copy,titles
c_yallasch,c_yallasch_adj,copy,titles
c_yao_sai,c_yao_sai_adj,copy,titles
c_yarlhang_la,c_yarlhang_la_adj,copy,titles
c_yarrat,c_yarrat_adj,copy,titles
c_yartar,c_yartar_adj,copy,titles
c_yarthrain,c_yarthrain_adj,copy,titles
c_yaulazna,c_yaulazna_adj,copy,titles
c_yaunoroth,c_yaunoroth_adj,copy,titles
c_yegororyanen,c_yegororyanen_adj,copy,titles
c_yellow_serpent,c_yellow_serpent_adj,copy,titles
c_yenching,c_yenching_adj,copy,titles
c_yeshpek,c_yeshpek_adj,copy,titles
c_yhaunn,c_yhaunn_adj,copy,titles
c_yhep,c_yhep_adj,copy,titles
c_yidyn,c_yidyn_adj,copy,titles
c_yinazzil,c_yinazzil_adj,copy,titles
c_ylraphon,c_ylraphon_adj,copy,titles
c_yohun_fields,c_yohun_fields_adj,copy,titles
c_yorash,c_yorash_adj,copy,titles
c_yorduul,c_yorduul_adj,copy,titles
c_ysawis,c_ysawis_adj,copy,titles
c_yudol,c_yudol_adj,copy,titles
c_yuirwood,c_yuirwood_adj,copy,titles
c_yulash,c_yulash_adj,copy,titles
c_yumbu_shan,c_yumbu_shan_adj,copy,titles
c_zabad,c_zabad_adj,copy,titles
c_zabbasz,c_zabbasz_adj,copy,titles
c_zada,c_zada_adj,copy,titles
c_zamazda,c_zamazda_adj,copy,titles
c_zamsgrove,c_zamsgrove_adj,copy,titles
c_zanda_tholing,c_zanda_tholing_adj,copy,titles
c_zanhoriloch,c_zanhoriloch_adj,copy,titles
c_zanzazzar,c_zanzazzar_adj,copy,titles
c_zarif,c_zarif_adj,copy,titles
c_zayir,c_zayir_adj,copy,titles
c_zaym,c_zaym_adj,copy,titles
c_zaz_in_vintor,c_zaz_in_vintor_adj,copy,titles
c_zeibiley,c_zeibiley_adj,copy,titles
c_zelbross,c_zelbross_adj,copy,titles
c_zelpir,c_zelpir_adj,copy,titles
c_zendar,c_zendar_adj,copy,titles
c_zendum,c_zendum_adj,copy,titles
c_zhentil_keep,c_zhentil_keep_adj,copy,titles
c_zhoman,c_zhoman_adj,copy,titles
c_zill,c_zill_adj,copy,titles
c_zoahua,c_zoahua_adj,copy,titles
c_zoajing,c_zoajing_adj,copy,titles
c_zolum,c_zolum_adj,copy,titles
c_zoundar,c_zoundar_adj,copy,titles
c_zoy_zando,c_zoy_zando_adj,copy,titles
c_zundbridge,c_zundbridge_adj,copy,titles
c_zutria,c_zutria_adj,copy,titles
c_zuwaruk,c_zuwaruk_adj,copy,titles
c_zzuntal,c_zzuntal_adj,copy,titles
d_a_ling_shan,d_a_ling_shan_adj,copy,titles
d_abjuration,d_abjuration_adj,copy,titles
d_abjuration_exile,d_abjuration_exile_adj,copy,titles
d_abordabe,d_abordabe_adj,copy,titles
d_adaerglast,d_adaerglast_adj,copy,titles
d_adbar,d_adbar_adj,copy,titles
d_aefarn,d_aefarn_adj,copy,titles
d_affordable_outlaws,d_affordable_outlaws_adj,copy,titles
d_agis,d_agis_adj,copy,titles
d_aglarond,d_aglarond_adj,copy,titles
d_aingst,d_aingst_adj,copy,titles
d_ajayib,d_ajayib_adj,copy,titles
d_akanax,d_akanax_adj,copy,titles
d_akota,d_akota_adj,copy,titles
d_al_asirr,d_al_asirr_adj,copy,titles
d_al_tarik_islands,d_al_tarik_islands_adj,copy,titles
d_al_zalim,d_al_zalim_adj,copy,titles
d_alaghon,d_alaghon_adj,copy,titles
d_alamber_grasp,d_alamber_grasp_adj,copy,titles
d_alamin,d_alamin_adj,copy,titles
d_alamir,d_alamir_adj,copy,titles
d_alaoreum,d_alaoreum_adj,copy,titles
d_alatorin,d_alatorin_adj,copy,titles
d_alpuk,d_alpuk_adj,copy,titles
d_altumbel,d_altumbel_adj,copy,titles
d_ammarindar,d_ammarindar_adj,copy,titles
d_ammathtar,d_ammathtar_adj,copy,titles
d_anaconda,d_anaconda_adj,copy,titles
d_anauria,d_anauria_adj,copy,titles
d_angalpuk,d_angalpuk_adj,copy,titles
d_ankaram,d_ankaram_adj,copy,titles
d_ankheg_tribe,d_ankheg_tribe_adj,copy,titles
d_ansi,d_ansi_adj,copy,titles
d_aphrunn,d_aphrunn_adj,copy,titles
d_arabellan_march,d_arabellan_march_adj,copy,titles
d_arakin,d_arakin_adj,copy,titles
d_arcata,d_arcata_adj,copy,titles
d_archendale,d_archendale_adj,copy,titles
d_ardeep,d_ardeep_adj,copy,titles
d_ardulith_vale,d_ardulith_vale_adj,copy,titles
d_army_of_lion,d_army_of_lion_adj,copy,titles
d_arnaden,d_arnaden_adj,copy,titles
d_arundi,d_arundi_adj,copy,titles
d_asanibis,d_asanibis_adj,copy,titles
d_asavirs_channel,d_asavirs_channel_adj,copy,titles
d_ashanath,d_ashanath_adj,copy,titles
d_asram,d_asram_adj,copy,titles
d_backlands,d_backlands_adj,copy,titles
d_badu_al_kabir,d_badu_al_kabir_adj,copy,titles
d_bahamut,d_bahamut_adj,copy,titles
d_bahr_al_dahlil,d_bahr_al_dahlil_adj,copy,titles
d_bakar,d_bakar_adj,copy,titles
d_baldurs_gate,d_baldurs_gate_adj,copy,titles
d_bandit_wastes,d_bandit_wastes_adj,copy,titles
d_bannerless_legion,d_bannerless_legion_adj,copy,titles
d_barakair,d_barakair_adj,copy,titles
d_barbarian_marches,d_barbarian_marches_adj,copy,titles
d_batiriland,d_batiriland_adj,copy,titles
d_battledale,d_battledale_adj,copy,titles
d_bay_of_kings,d_bay_of_kings_adj,copy,titles
d_baygandu,d_baygandu_adj,copy,titles
d_beastlands,d_beastlands_adj,copy,titles
d_belprin,d_belprin_adj,copy,titles
d_beowood,d_beowood_adj,copy,titles
d_berdusk,d_berdusk_adj,copy,titles
d_black_blood_tribe,d_black_blood_tribe_adj,copy,titles
d_black_boar,d_black_boar_adj,copy,titles
d_black_lion,d_black_lion_adj,copy,titles
d_black_raven,d_black_raven_adj,copy,titles
d_black_watch,d_black_watch_adj,copy,titles
d_blackfeather_barrens,d_blackfeather_barrens_adj,copy,titles
d_blacktalons_mercenary_company,d_blacktalons_mercenary_company_adj,copy,titles
d_blackwilds,d_blackwilds_adj,copy,titles
d_blades_of_uthgar,d_blades_of_uthgar_adj,copy,titles
d_blood_money_band,d_blood_money_band_adj,copy,titles
d_bloodaxe_mercenary_company,d_bloodaxe_mercenary_company_adj,copy,titles
d_bloodlake,d_bloodlake_adj,copy,titles
d_bloodstone,d_bloodstone_adj,copy,titles
d_blue_bear,d_blue_bear_adj,copy,titles
d_blue_sigil,d_blue_sigil_adj,copy,titles
d_boareskyr,d_boareskyr_adj,copy,titles
d_bold_blades_of_berdusk,d_bold_blades_of_berdusk_adj,copy,titles
d_border_forest,d_border_forest_adj,copy,titles
d_bradamin,d_bradamin_adj,copy,titles
d_brandiar,d_brandiar_adj,copy,titles
d_bregan_daerthe,d_bregan_daerthe_adj,copy,titles
d_bregenduth,d_bregenduth_adj,copy,titles
d_brightstar_coast,d_brightstar_coast_adj,copy,titles
d_broken_arrow,d_broken_arrow_adj,copy,titles
d_bronze_falcon,d_bronze_falcon_adj,copy,titles
d_bull_elk,d_bull_elk_adj,copy,titles
d_burning_lands,d_burning_lands_adj,copy,titles
d_burning_plains,d_burning_plains_adj,copy,titles
d_bushido,d_bushido_adj,copy,titles
d_calandor,d_calandor_adj,copy,titles
d_calimshan,d_calimshan_adj,copy,titles
d_callidyrr,d_callidyrr_adj,copy,titles
d_cape_velen,d_cape_velen_adj,copy,titles
d_carmathan,d_carmathan_adj,copy,titles
d_cathyr,d_cathyr_adj,copy,titles
d_chaikou,d_chaikou_adj,copy,titles
d_chama,d_chama_adj,copy,titles
d_channath_vale,d_channath_vale_adj,copy,titles
d_chao_yang,d_chao_yang_adj,copy,titles
d_cheetah_tribe,d_cheetah_tribe_adj,copy,titles
d_chelimber,d_chelimber_adj,copy,titles
d_chengi,d_chengi_adj,copy,titles
d_chessenta,d_chessenta_adj,copy,titles
d_chieftains_in_gold,d_chieftains_in_gold_adj,copy,titles
d_chif,d_chif_adj,copy,titles
d_chigidi,d_chigidi_adj,copy,titles
d_chiglogi,d_chiglogi_adj,copy,titles
d_chill,d_chill_adj,copy,titles
d_chondalwood,d_chondalwood_adj,copy,titles
d_chondamarch,d_chondamarch_adj,copy,titles
d_chult,d_chult_adj,copy,titles
d_cimarine_isles,d_cimarine_isles_adj,copy,titles
d_cimbar,d_cimbar_adj,copy,titles
d_citadel_of_assassins,d_citadel_of_assassins_adj,copy,titles
d_clan_hammerhand,d_clan_hammerhand_adj,copy,titles
d_claw,d_claw_adj,copy,titles
d_cloakwood,d_cloakwood_adj,copy,titles
d_cloud_peaks,d_cloud_peaks_adj,copy,titles
d_code_helm,d_code_helm_adj,copy,titles
d_coffee_coast,d_coffee_coast_adj,copy,titles
